ID,Name,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Preferred,Rating,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
241005,J. Ardaiz,67,18,70,61,63,57,61,68,0,48,64,68,0,0,0,0,0,0,70,0,60,0,58,0,63,ST,66,53,52,71,0,71,56,0,78,54,66
209264,B. Finne,79,22,49,79,62,84,71,59,0,58,69,66,0,0,0,0,0,0,51,0,81,0,57,0,66,ST,66,67,64,70,0,76,66,0,52,58,68
189808,P. Madden,78,27,56,71,63,62,61,59,0,52,63,68,0,0,0,0,0,0,60,0,71,0,60,0,67,ST,66,67,58,66,0,75,87,0,67,52,63
227446,K. van Veen,52,26,47,59,69,54,69,59,0,67,62,67,0,0,0,0,0,0,62,0,71,0,66,0,55,ST,66,58,46,76,0,53,64,0,75,52,66
239479,S. Scappini,58,29,46,57,68,58,67,63,0,41,64,71,0,0,0,0,0,0,67,0,69,0,61,0,69,ST,66,55,64,65,0,56,56,0,60,55,56
216186,P. Zulechner,65,27,45,65,65,70,59,58,0,58,62,65,0,0,0,0,0,0,67,0,72,0,57,0,62,ST,66,76,59,67,0,65,70,0,71,59,64
214140,A. Navarro,41,32,61,55,68,51,57,60,0,45,53,72,0,0,0,0,0,0,72,0,78,0,63,0,64,ST,66,65,54,70,0,53,47,0,80,58,62
239484,João Vasco,73,22,65,61,63,65,63,57,0,40,59,68,0,0,0,0,0,0,65,0,69,0,59,0,66,ST,66,67,56,70,0,68,63,0,76,50,52
198269,J. Jervis,91,25,53,69,61,54,63,63,0,27,65,63,0,0,0,0,0,0,61,0,59,0,55,0,68,ST,66,66,62,61,0,89,79,0,70,54,31
186751,B. Grant,73,27,58,77,63,74,65,57,0,65,64,60,0,0,0,0,0,0,48,0,61,0,66,0,51,ST,66,63,64,61,0,79,70,0,62,64,57
221569,Y. Mena,67,25,30,70,65,49,61,49,0,55,62,63,0,0,0,0,0,0,59,0,54,0,67,0,60,ST,66,68,52,70,0,70,71,0,83,50,59
211845,N. Quaschner,82,23,67,66,62,66,64,49,0,58,63,64,0,0,0,0,0,0,62,0,72,0,53,0,59,ST,66,58,64,71,0,86,69,0,74,55,67
192645,D. Schahin,38,27,64,55,65,52,64,66,0,57,61,63,0,0,0,0,0,0,76,0,75,0,60,0,72,ST,66,64,59,70,0,50,66,0,85,45,66
237446,M. Axente,80,30,56,68,69,67,59,65,0,66,62,65,0,0,0,0,0,0,69,0,74,0,59,0,67,ST,66,52,61,75,0,65,71,0,72,59,55
207754,K. Mayi,84,24,54,72,63,68,64,50,0,43,65,66,0,0,0,0,0,0,60,0,62,0,52,0,58,ST,66,63,58,59,0,88,65,0,65,53,62
211850,M. Starke,74,26,49,63,55,72,66,58,0,41,70,64,0,0,0,0,0,0,53,0,63,0,57,0,48,ST,66,62,63,67,0,78,80,0,57,58,48
214669,M. Figueroa,69,27,30,76,66,70,66,48,0,69,65,71,0,0,0,0,0,0,60,0,72,0,58,0,49,ST,66,69,58,60,0,67,67,0,64,54,61
193422,T. Børven,74,25,34,74,65,58,66,66,0,38,65,63,0,0,0,0,0,0,64,0,78,0,61,0,59,ST,66,61,52,71,0,70,67,0,67,58,66
188818,L. Ngwat Mahop,70,29,73,71,58,67,67,67,0,58,68,60,0,0,0,0,0,0,51,0,60,0,58,0,49,ST,66,69,67,71,0,73,64,0,75,68,62
190611,J. Barraza,76,26,43,78,66,65,64,59,0,58,65,62,0,0,0,0,0,0,65,0,90,0,59,0,65,ST,66,67,62,64,0,72,79,0,61,32,66
192915,O. Arce,64,27,66,39,65,47,64,57,0,54,65,66,0,0,0,0,0,0,69,0,59,0,59,0,65,ST,66,59,65,70,0,35,61,0,84,50,57
160149,C. Gazale,85,25,56,86,57,78,64,62,0,43,67,66,0,0,0,0,0,0,60,0,75,0,58,0,58,ST,66,61,52,70,0,87,50,0,64,41,68
207510,T. Lee,80,31,71,75,70,62,66,65,0,42,65,66,0,0,0,0,0,0,60,0,71,0,65,0,67,ST,66,69,61,67,0,60,72,0,69,65,68
200087,A. Piech,75,32,71,73,70,80,64,60,0,52,65,68,0,0,0,0,0,0,67,0,80,0,53,0,69,ST,66,51,53,62,0,78,70,0,65,51,71
211095,N. Brock,60,24,65,57,65,50,62,48,0,42,60,68,0,0,0,0,0,0,70,0,66,0,59,0,49,ST,66,61,59,68,0,65,79,0,86,53,52
178585,S. Church,71,28,58,71,61,65,63,60,0,59,62,66,0,0,0,0,0,0,68,0,71,0,63,0,55,ST,66,62,64,63,0,75,76,0,66,60,61
229019,A. Engin,79,20,45,75,63,72,64,59,0,46,67,60,0,0,0,0,0,0,42,0,60,0,46,0,59,ST,66,68,63,59,0,78,70,0,52,61,48
220829,E. Torregrossa,68,25,38,57,65,54,65,63,0,36,61,66,0,0,0,0,0,0,64,0,80,0,56,0,59,ST,66,62,53,65,0,66,75,0,88,40,45
217758,C. Washington,80,25,49,80,65,62,67,60,0,45,65,70,0,0,0,0,0,0,44,0,51,0,53,0,61,ST,66,64,49,70,0,81,83,0,74,58,53
216479,A. Sadiku,74,26,58,60,69,57,64,63,0,54,59,68,0,0,0,0,0,0,58,0,71,0,64,0,63,ST,66,66,48,68,0,78,59,0,69,46,51
234399,J. Eggestein,69,19,34,73,64,67,64,63,0,58,62,71,0,0,0,0,0,0,65,0,63,0,58,0,65,ST,66,65,61,64,0,68,54,0,52,62,54
208036,L. Thürauer,78,29,40,77,47,61,72,71,0,66,69,59,0,0,0,0,0,0,45,0,51,0,61,0,58,ST,66,52,67,66,0,75,50,0,64,66,56
226468,A. Favilli,73,20,29,58,72,70,67,60,0,44,63,67,0,0,0,0,0,0,71,0,58,0,48,0,65,ST,66,56,45,63,0,68,58,0,71,40,54
221605,A. Jeremejeff,65,23,36,69,69,33,64,67,0,59,61,67,0,0,0,0,0,0,64,0,38,0,52,0,48,ST,66,67,63,53,0,74,70,0,75,65,50
236198,Luis Marleiro,85,25,74,68,62,72,57,58,0,55,63,65,0,0,0,0,0,0,68,0,84,0,72,0,56,ST,66,56,62,70,0,78,81,0,67,46,67
231848,Q. Boisgard,68,20,54,56,63,58,67,65,0,62,67,56,0,0,0,0,0,0,48,0,55,0,55,0,53,ST,66,59,73,60,0,66,65,0,63,64,59
214445,D. López,78,25,50,76,68,73,66,66,0,46,65,64,0,0,0,0,0,0,51,0,63,0,50,0,52,ST,66,64,66,68,0,78,75,0,72,67,55
192688,A. Papazoglou,40,29,69,39,67,31,63,56,0,53,55,66,0,0,0,0,0,0,75,0,58,0,61,0,61,ST,66,65,63,73,0,37,64,0,91,62,63
191154,T. Sana,81,27,42,92,43,79,76,60,0,73,77,41,0,0,0,0,0,0,32,0,64,0,54,0,44,ST,66,54,65,39,0,71,61,0,35,68,52
237750,K. Tokura,73,31,79,63,56,63,60,60,0,68,58,73,0,0,0,0,0,0,69,0,64,0,57,0,63,ST,66,70,53,72,0,68,70,0,67,52,64
179896,M. Ranégie,31,33,56,31,70,33,63,76,0,49,61,67,0,0,0,0,0,0,71,0,59,0,48,0,68,ST,66,65,66,68,0,56,65,0,89,65,65
183994,Ricardo Santos,52,30,64,55,60,46,63,56,0,48,59,61,0,0,0,0,0,0,79,0,61,0,65,0,80,ST,66,62,54,71,0,63,65,0,88,51,55
191165,R. Lentini,74,28,49,76,67,69,69,60,0,68,61,66,0,0,0,0,0,0,66,0,57,0,59,0,73,ST,66,58,62,60,0,78,70,0,72,58,49
221120,R. Vloet,64,22,56,60,66,63,65,60,0,62,62,66,0,0,0,0,0,0,67,0,67,0,66,0,68,ST,66,64,67,68,0,53,64,0,66,65,65
206529,F. Boli,77,23,49,70,63,81,62,66,0,49,67,66,0,0,0,0,0,0,66,0,72,0,59,0,64,ST,66,57,47,69,0,76,66,0,79,50,47
186562,J. Magennis,83,26,70,61,54,53,62,57,0,42,62,63,0,0,0,0,0,0,68,0,80,0,56,0,61,ST,66,57,60,67,0,83,79,0,91,56,44
200387,W. Owusu,63,27,68,69,63,59,66,66,0,40,64,62,0,0,0,0,0,0,68,0,76,0,64,0,63,ST,66,62,63,68,0,67,86,0,73,63,63
232900,C. Monschein,77,24,32,74,65,68,65,57,0,50,63,72,0,0,0,0,0,0,57,0,70,0,56,0,61,ST,66,62,48,66,0,82,67,0,67,59,58
202182,R. Riski,83,27,51,85,65,80,65,65,0,62,66,62,0,0,0,0,0,0,61,0,81,0,61,0,66,ST,66,53,63,67,0,79,73,0,55,61,61
184520,R. Feczesin,66,31,55,71,65,55,64,67,0,53,63,65,0,0,0,0,0,0,67,0,80,0,54,0,60,ST,66,62,65,66,0,65,63,0,78,58,63
184009,Leandrinho,76,31,34,73,63,74,67,58,0,51,74,63,0,0,0,0,0,0,60,0,66,0,53,0,59,ST,66,68,54,61,0,77,66,0,60,54,55
190665,J. Obika,72,26,50,64,64,60,66,67,0,52,59,64,0,0,0,0,0,0,67,0,71,0,54,0,66,ST,66,58,53,69,0,72,57,0,86,39,56
226509,A. Þrándarson,74,22,56,73,60,77,67,62,0,57,69,58,0,0,0,0,0,0,65,0,74,0,57,0,62,ST,66,60,63,65,0,72,72,0,71,63,54
184527,M. Mustacchio,91,28,46,81,61,70,63,61,0,65,67,60,0,0,0,0,0,0,61,0,66,0,61,0,65,ST,66,61,61,66,0,86,73,0,60,56,61
207824,T. Vion,60,23,56,52,66,65,65,60,0,47,61,67,0,0,0,0,0,0,72,0,79,0,60,0,65,ST,66,60,59,69,0,64,50,0,62,52,53
229072,L. Sekulski,79,26,65,68,57,60,67,64,0,34,65,66,0,0,0,0,0,0,70,0,65,0,55,0,64,ST,66,60,50,61,0,82,70,0,72,45,64
232657,M. Guevgeozián,56,31,38,58,71,53,65,59,0,32,58,70,0,0,0,0,0,0,70,0,66,0,58,0,65,ST,66,68,39,65,0,52,58,0,74,53,57
238802,P. Türpitz,82,25,49,77,60,82,61,64,0,56,67,59,0,0,0,0,0,0,46,0,65,0,57,0,42,ST,66,63,63,58,0,77,77,0,57,60,54
239572,B. Jayiya,81,27,50,70,64,90,59,65,0,56,69,73,0,0,0,0,0,0,70,0,82,0,69,0,80,ST,66,67,61,73,0,73,71,0,46,66,55
158937,R. Gartler,68,31,65,74,72,59,65,58,0,67,66,67,0,0,0,0,0,0,62,0,71,0,53,0,58,ST,66,60,52,68,0,64,64,0,71,53,62
223452,M. Çelik,77,27,50,78,65,55,66,53,0,46,68,68,0,0,0,0,0,0,68,0,53,0,68,0,69,ST,66,64,58,70,0,78,65,0,57,61,52
234972,A. Gomis,81,25,38,75,70,68,60,58,0,52,62,67,0,0,0,0,0,0,66,0,51,0,54,0,54,ST,66,49,48,70,0,81,50,0,68,40,54
160221,A. Sebrino,85,25,74,68,62,72,57,58,0,55,63,65,0,0,0,0,0,0,68,0,84,0,72,0,56,ST,66,56,62,70,0,78,81,0,67,46,67
190685,M. Dembélé,82,28,37,79,69,73,64,60,0,57,63,62,0,0,0,0,0,0,53,0,76,0,60,0,60,ST,66,71,56,67,0,81,62,0,59,49,68
138719,C. O'Grady,57,31,63,65,64,41,68,62,0,44,59,62,0,0,0,0,0,0,67,0,71,0,61,0,64,ST,66,56,58,75,0,64,72,0,90,60,65
220127,João Silva,65,27,67,59,65,59,70,69,0,38,62,66,0,0,0,0,0,0,70,0,70,0,55,0,65,ST,66,65,40,66,0,66,72,0,81,46,70
207584,M. Boman,49,28,84,51,69,53,61,55,0,44,55,63,0,0,0,0,0,0,77,0,72,0,53,0,59,ST,66,69,60,63,0,69,78,0,91,64,55
199394,Diego Maurício,74,26,51,71,61,60,65,65,0,65,71,63,0,0,0,0,0,0,65,0,78,0,60,0,71,ST,66,62,65,67,0,70,64,0,71,62,58
188386,E. Butin,73,29,49,72,70,65,64,59,0,59,60,62,0,0,0,0,0,0,66,0,67,0,57,0,63,ST,66,72,58,61,0,68,58,0,72,65,56
203491,A. O'Brien,77,23,66,72,65,65,64,60,0,61,66,64,0,0,0,0,0,0,60,0,69,0,62,0,57,ST,66,57,62,65,0,74,76,0,71,62,57
231910,Kim Gun Hee,69,22,69,59,67,57,66,65,0,43,69,63,0,0,0,0,0,0,65,0,63,0,54,0,58,ST,66,64,64,65,0,74,66,0,70,58,53
241129,N. Trujic,75,25,33,59,64,62,62,52,0,70,64,67,0,0,0,0,0,0,62,0,57,0,66,0,55,ST,66,56,46,69,0,77,64,0,74,61,57
179692,C. Davies,69,31,64,69,65,72,65,66,0,69,67,64,0,0,0,0,0,0,63,0,69,0,60,0,66,ST,66,61,60,69,0,66,65,0,63,52,68
232429,K. Kawamata,61,27,67,65,62,53,65,60,0,31,69,72,0,0,0,0,0,0,70,0,72,0,55,0,60,ST,66,49,61,62,0,62,73,0,80,45,53
235502,Luisinho,74,26,55,82,63,69,71,54,0,66,72,70,0,0,0,0,0,0,60,0,60,0,68,0,54,ST,66,52,63,65,0,68,69,0,61,54,61
211439,T. Gabuza,73,29,69,51,58,48,64,62,0,33,64,71,0,0,0,0,0,0,63,0,71,0,60,0,57,ST,66,50,64,72,0,70,60,0,80,43,65
232946,K. Taketomi,61,26,49,82,68,74,65,50,0,43,66,70,0,0,0,0,0,0,68,0,84,0,63,0,46,ST,66,61,71,70,0,66,60,0,63,67,54
158196,M. Fortuné,59,35,60,64,63,67,67,61,0,56,64,62,0,0,0,0,0,0,68,0,73,0,58,0,65,ST,66,59,62,71,0,64,63,0,80,64,58
200952,M. Könnecke,90,28,54,80,61,78,67,59,0,62,66,62,0,0,0,0,0,0,52,0,74,0,63,0,50,ST,66,62,58,61,0,90,78,0,45,64,51
220152,Y. Baraye,73,25,51,57,58,69,67,66,0,54,74,68,0,0,0,0,0,0,46,0,56,0,52,0,50,ST,66,55,67,59,0,83,70,0,46,62,51
229624,Sergi Guardiola,62,26,68,59,63,68,68,57,0,72,69,68,0,0,0,0,0,0,68,0,61,0,63,0,71,ST,66,59,52,61,0,62,50,0,73,57,56
225019,R. Cisneros,71,20,53,68,69,62,64,65,0,52,62,68,0,0,0,0,0,0,65,0,68,0,54,0,64,ST,66,60,61,62,0,69,68,0,67,50,55
209964,B. Kluft,76,27,45,78,62,74,68,54,0,68,70,55,0,0,0,0,0,0,44,0,61,0,46,0,54,CF,65,58,64,69,0,66,54,0,59,65,61
237662,B. Lennon,71,19,53,59,66,71,64,61,0,69,65,61,0,0,0,0,0,0,60,0,70,0,60,0,68,CF,65,60,58,69,0,76,76,0,59,66,48
232896,T. Miyayoshi,76,24,30,76,58,79,62,65,0,40,59,62,0,0,0,0,0,0,68,0,92,0,58,0,59,CF,65,69,49,72,0,80,67,0,60,45,57
234496,O. Bogle,72,23,47,63,65,55,61,57,0,54,64,66,0,0,0,0,0,0,63,0,63,0,63,0,60,ST,65,56,58,63,0,70,64,0,73,53,58
200196,O. Gaona Lugo,90,26,45,76,52,75,66,32,0,52,67,62,0,0,0,0,0,0,56,0,54,0,60,0,67,ST,65,60,57,63,0,87,64,0,63,52,55
212228,I. Toney,77,21,75,87,64,59,59,48,0,41,61,67,0,0,0,0,0,0,66,0,87,0,43,0,58,ST,65,58,56,63,0,78,74,0,72,41,59
229381,P. Rojas,90,25,40,83,64,85,58,54,0,39,63,66,0,0,0,0,0,0,43,0,75,0,55,0,56,ST,65,59,55,65,0,92,78,0,57,54,45
177414,T. Pope,51,31,73,58,66,56,67,65,0,45,44,69,0,0,0,0,0,0,73,0,92,0,56,0,57,ST,65,60,61,61,0,65,80,0,86,60,59
156681,L. Nilsson,74,35,48,71,70,75,63,74,0,69,59,64,0,0,0,0,0,0,44,0,60,0,61,0,74,ST,65,73,61,65,0,78,56,0,63,70,59
223499,M. Asenjo,54,22,52,64,63,64,67,51,0,35,63,67,0,0,0,0,0,0,66,0,67,0,63,0,64,ST,65,55,44,71,0,58,67,0,76,52,68
214028,C. Amaya,74,26,35,78,67,77,65,63,0,54,59,68,0,0,0,0,0,0,59,0,73,0,62,0,73,ST,65,61,44,62,0,73,75,0,68,56,54
232209,José Kanté,67,26,32,76,68,76,71,63,0,61,68,64,0,0,0,0,0,0,62,0,76,0,58,0,66,ST,65,64,61,62,0,65,73,0,60,64,51
53778,M. Richards,61,34,54,62,69,64,60,65,0,62,60,64,0,0,0,0,0,0,65,0,74,0,55,0,71,ST,65,58,59,73,0,52,69,0,82,60,61
197907,M. Sansores,71,26,41,70,65,68,61,54,0,45,60,64,0,0,0,0,0,0,66,0,77,0,52,0,57,ST,65,67,57,65,0,73,65,0,58,50,52
219668,S. Sawadogo,90,24,27,90,63,87,67,63,0,46,72,64,0,0,0,0,0,0,53,0,70,0,50,0,67,ST,65,56,46,60,0,89,29,0,33,57,49
200981,N. Dumitru,75,25,49,71,65,58,64,62,0,50,61,63,0,0,0,0,0,0,58,0,71,0,58,0,53,ST,65,64,64,63,0,89,68,0,65,54,63
239637,C. Andriamahitsinoro,91,27,61,72,56,75,61,54,0,63,66,58,0,0,0,0,0,0,39,0,48,0,47,0,48,ST,65,57,57,58,0,83,74,0,48,56,62
212248,F. Lohkemper,78,22,41,69,65,71,63,56,0,57,68,59,0,0,0,0,0,0,58,0,77,0,49,0,58,ST,65,62,60,66,0,86,67,0,66,49,60
223512,S. Clémence,67,29,48,62,66,58,65,54,0,41,62,62,0,0,0,0,0,0,68,0,74,0,59,0,65,ST,65,56,65,58,0,72,67,0,71,50,60
186136,C. Fagan,72,28,56,77,64,72,64,55,0,52,59,66,0,0,0,0,0,0,67,0,68,0,57,0,67,ST,65,51,63,63,0,69,72,0,75,57,56
219931,D. Mendoza,61,24,30,62,62,53,63,65,0,52,63,67,0,0,0,0,0,0,63,0,63,0,63,0,60,ST,65,57,62,63,0,71,67,0,72,55,47
205094,Jo Young Cheol,70,28,61,72,65,66,63,63,0,60,65,59,0,0,0,0,0,0,54,0,63,0,60,0,61,ST,65,67,61,66,0,62,67,0,54,65,55
233254,S. Akasaki,62,25,65,76,72,73,64,65,0,62,62,60,0,0,0,0,0,0,62,0,68,0,59,0,69,ST,65,67,64,68,0,65,67,0,61,60,64
207659,L. Grozurek,74,25,46,72,57,47,64,59,0,63,65,63,0,0,0,0,0,0,61,0,71,0,62,0,56,ST,65,58,60,64,0,76,82,0,77,55,61
237611,V. Ilyin,65,23,61,63,66,68,60,53,0,33,65,68,0,0,0,0,0,0,70,0,71,0,52,0,63,ST,65,58,51,63,0,66,68,0,72,50,60
197932,K. Appiah,86,26,56,80,70,82,60,66,0,50,58,64,0,0,0,0,0,0,51,0,68,0,54,0,58,ST,65,68,53,58,0,84,70,0,72,45,51
210990,E. Sarraj,69,27,33,69,69,67,65,55,0,58,66,70,0,0,0,0,0,0,57,0,80,0,72,0,67,ST,65,61,60,68,0,69,73,0,73,58,60
219447,J. Hinestroza,91,21,29,85,55,68,67,44,0,46,66,63,0,0,0,0,0,0,40,0,83,0,45,0,65,ST,65,58,48,69,0,91,80,0,46,55,56
224311,F. Børsting,75,22,70,65,59,65,68,56,0,49,67,60,0,0,0,0,0,0,45,0,57,0,50,0,53,ST,65,53,62,68,0,79,70,0,59,52,48
235320,B. Johnsen,85,25,34,73,60,58,58,66,0,41,65,65,0,0,0,0,0,0,75,0,73,0,58,0,66,ST,65,57,55,56,0,77,78,0,76,49,45
237373,F. Ortíz,63,24,65,54,65,53,63,55,0,39,55,65,0,0,0,0,0,0,67,0,65,0,60,0,64,ST,65,61,56,65,0,67,61,0,78,56,59
221502,J. Hamilton,77,21,63,66,66,56,58,60,0,36,58,63,0,0,0,0,0,0,65,0,79,0,54,0,60,ST,65,60,55,65,0,82,54,0,78,59,54
205887,C. Woodrow,73,22,40,58,62,63,65,67,0,46,60,63,0,0,0,0,0,0,62,0,65,0,55,0,65,ST,65,64,62,64,0,75,67,0,71,58,61
221505,S. Okoli,80,24,59,69,65,58,64,62,0,33,59,67,0,0,0,0,0,0,58,0,65,0,47,0,57,ST,65,61,52,65,0,73,69,0,77,54,42
216387,S. Sané,70,24,53,71,57,63,65,63,0,32,61,63,0,0,0,0,0,0,63,0,62,0,55,0,61,ST,65,63,50,68,0,76,53,0,80,36,60
170056,J. Grant,84,29,43,83,63,80,62,63,0,58,67,60,0,0,0,0,0,0,48,0,53,0,51,0,58,ST,65,53,59,60,0,88,64,0,65,61,47
223817,F. Acosta,73,21,31,65,75,71,71,59,0,61,63,66,0,0,0,0,0,0,58,0,68,0,54,0,66,ST,65,68,64,50,0,67,38,0,40,58,56
171083,R. O'Donovan,84,31,81,83,64,90,58,68,0,52,62,66,0,0,0,0,0,0,59,0,82,0,60,0,61,ST,65,65,56,63,0,76,66,0,57,57,66
240972,N. Dibble,69,20,36,73,68,74,57,53,0,48,63,68,0,0,0,0,0,0,62,0,69,0,62,0,71,ST,65,65,71,63,0,68,67,0,45,63,50
219727,L. Pérez,72,27,42,71,66,66,60,60,0,53,61,66,0,0,0,0,0,0,57,0,71,0,58,0,67,ST,65,64,57,70,0,70,73,0,62,58,57
199248,H. Savran,71,32,72,73,68,77,62,67,0,47,65,66,0,0,0,0,0,0,56,0,80,0,55,0,67,ST,65,62,58,66,0,71,76,0,74,55,57
233809,A. Rossi,69,20,43,51,66,46,66,55,0,49,62,66,0,0,0,0,0,0,62,0,39,0,60,0,53,ST,65,62,60,70,0,42,48,0,73,48,64
198229,F. Doré,69,28,36,65,59,45,63,59,0,45,62,65,0,0,0,0,0,0,65,0,72,0,60,0,54,ST,65,55,61,64,0,76,65,0,82,46,60
235867,L. Strizzolo,65,25,35,60,69,58,59,60,0,35,52,69,0,0,0,0,0,0,68,0,64,0,62,0,50,ST,65,54,50,67,0,63,56,0,73,42,50
237403,J. Cox,42,23,28,47,71,54,63,48,0,36,46,66,0,0,0,0,0,0,74,0,69,0,64,0,71,ST,65,54,44,72,0,58,56,0,87,38,56
214877,H. Bjørdal,69,20,58,67,59,70,67,61,0,58,67,57,0,0,0,0,0,0,54,0,71,0,59,0,48,ST,65,59,67,60,0,67,67,0,65,66,53
179549,S. Maierhofer,33,34,88,32,76,30,43,65,0,46,45,68,0,0,0,0,0,0,84,0,34,0,63,0,65,ST,65,70,44,78,0,34,70,0,93,33,62
238686,P. Sohm,75,25,48,73,67,61,64,68,0,66,63,58,0,0,0,0,0,0,35,0,54,0,53,0,54,ST,65,68,60,72,0,77,90,0,75,60,47
239454,B. Figueroa,72,18,31,63,63,63,62,58,0,46,68,65,0,0,0,0,0,0,63,0,66,0,52,0,55,ST,65,57,66,58,0,67,56,0,66,55,40
197984,J. Orlov,54,31,61,65,69,57,61,70,0,41,59,63,0,0,0,0,0,0,66,0,75,0,53,0,60,ST,65,69,63,65,0,69,72,0,73,65,54
237153,L. Blessing,86,20,62,89,63,85,62,60,0,43,72,60,0,0,0,0,0,0,51,0,67,0,58,0,60,ST,65,64,60,69,0,83,78,0,39,65,62
226659,J. Amoroso,70,29,40,64,71,53,58,64,0,58,66,60,0,0,0,0,0,0,58,0,61,0,60,0,44,ST,65,69,59,68,0,74,69,0,74,65,42
232291,S. Silva,75,27,33,82,65,69,66,66,0,64,68,67,0,0,0,0,0,0,54,0,52,0,64,0,57,ST,65,63,63,59,0,67,70,0,60,67,66
232293,V. Osimhen,74,18,43,68,61,68,60,55,0,59,62,67,0,0,0,0,0,0,64,0,75,0,55,0,65,ST,65,58,54,65,0,76,59,0,66,49,63
199014,D. McMillan,69,28,59,69,62,62,63,56,0,53,57,67,0,0,0,0,0,0,67,0,73,0,54,0,68,ST,65,62,58,62,0,69,62,0,67,55,58
218470,G. De Feo,83,23,55,84,63,84,71,63,0,61,66,61,0,0,0,0,0,0,32,0,37,0,42,0,55,ST,65,67,58,61,0,75,73,0,50,60,71
234854,R. Bayard,77,23,64,76,59,68,64,60,0,45,68,61,0,0,0,0,0,0,65,0,65,0,58,0,62,ST,65,65,66,56,0,78,73,0,71,55,57
238694,L. Röser,68,23,39,69,58,69,63,59,0,57,61,68,0,0,0,0,0,0,56,0,72,0,64,0,64,ST,65,61,67,62,0,74,68,0,73,48,59
187238,D. Jiménez,68,28,63,66,68,75,67,55,0,58,67,66,0,0,0,0,0,0,59,0,61,0,64,0,58,ST,65,69,65,66,0,74,67,0,66,39,60
210798,A. Kamara,79,23,80,63,63,64,59,58,0,51,58,60,0,0,0,0,0,0,61,0,74,0,52,0,60,ST,65,64,52,74,0,75,64,0,78,45,66
219760,D. Mangni,75,24,29,79,59,79,68,59,0,45,66,65,0,0,0,0,0,0,61,0,82,0,53,0,64,ST,65,55,54,61,0,87,72,0,72,49,57
185205,Evandro,74,29,53,69,60,69,62,60,0,54,68,65,0,0,0,0,0,0,64,0,75,0,52,0,65,ST,65,63,53,69,0,76,68,0,70,55,53
188789,P. Taylor,77,29,50,72,64,88,69,60,0,55,72,58,0,0,0,0,0,0,56,0,31,0,55,0,63,ST,65,68,55,64,0,80,71,0,58,63,63
179831,C. Curran,83,27,58,62,57,71,66,54,0,51,62,67,0,0,0,0,0,0,64,0,82,0,53,0,62,ST,65,54,64,65,0,74,65,0,74,59,43
235133,M. Finotto,85,24,33,62,69,66,60,65,0,45,60,61,0,0,0,0,0,0,62,0,59,0,53,0,66,ST,65,68,58,57,0,75,76,0,64,62,64
181377,E. Bajrami,72,29,50,79,61,76,72,61,0,67,68,62,0,0,0,0,0,0,42,0,71,0,61,0,44,ST,65,58,62,64,0,75,48,0,67,60,60
183425,T. Elliott,77,26,65,74,61,71,70,57,0,31,54,64,0,0,0,0,0,0,72,0,78,0,43,0,57,ST,65,60,44,59,0,78,69,0,88,46,58
215170,R. Salinas,47,31,61,50,63,55,62,50,0,39,61,68,0,0,0,0,0,0,68,0,69,0,56,0,66,ST,65,65,53,69,0,55,60,0,73,49,63
205443,S. Benyamina,59,27,58,60,66,58,67,57,0,41,59,58,0,0,0,0,0,0,73,0,73,0,58,0,51,ST,65,63,54,62,0,66,54,0,79,38,55
225667,C. Chaplin,87,20,45,86,62,77,64,65,0,60,63,67,0,0,0,0,0,0,40,0,74,0,62,0,55,ST,65,66,58,66,0,83,69,0,65,55,53
203911,D. Albadoro,69,28,48,71,67,60,70,64,0,44,60,60,0,0,0,0,0,0,67,0,85,0,55,0,45,ST,65,55,58,61,0,75,72,0,81,54,60
210314,I. Azemi,53,25,68,49,64,40,64,66,0,40,59,65,0,0,0,0,0,0,68,0,33,0,51,0,57,ST,65,65,62,69,0,55,34,0,83,39,44
234890,F. Margiotta,53,23,35,57,75,72,63,64,0,35,70,67,0,0,0,0,0,0,55,0,73,0,49,0,61,ST,65,68,58,66,0,52,59,0,60,47,44
234636,A. Pavlović,63,23,42,63,63,54,67,63,0,43,63,64,0,0,0,0,0,0,58,0,63,0,57,0,64,ST,65,55,58,69,0,68,70,0,81,52,58
177036,K. Guédé,53,32,85,34,63,43,52,66,0,46,58,65,0,0,0,0,0,0,59,0,51,0,61,0,47,ST,65,68,64,74,0,54,83,0,90,56,63
199053,R. Bocalon,73,28,46,72,71,65,61,66,0,61,55,70,0,0,0,0,0,0,61,0,68,0,47,0,52,ST,65,61,50,60,0,72,67,0,65,52,58
202893,R. Riski,82,25,45,78,61,71,65,56,0,57,63,67,0,0,0,0,0,0,61,0,81,0,57,0,63,ST,65,69,53,58,0,80,67,0,54,46,63
155533,L. Clarke,62,32,85,56,68,51,59,66,0,44,56,58,0,0,0,0,0,0,65,0,67,0,65,0,75,ST,65,68,52,70,0,61,65,0,86,57,65
204689,I. Ouédraogo,80,28,58,79,55,61,69,49,0,41,67,64,0,0,0,0,0,0,58,0,80,0,66,0,68,ST,65,55,54,72,0,82,74,0,73,47,60
