Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
Y. Boli,186723,67,ST,30,85,56,85,62,69,63,59,0,67,68,65,0,0,0,0,0,0,63,0,70,0,65,0,54,62,58,69,0,82,62,0,70,49,66
Borja Viguera,193891,67,ST,31,69,50,65,65,63,69,61,0,70,68,66,0,0,0,0,0,0,70,0,75,0,67,0,80,58,56,72,0,66,51,0,71,58,62
L. Taylor,190311,67,ST,28,79,49,82,67,56,65,63,0,48,65,69,0,0,0,0,0,0,54,0,36,0,54,0,62,64,56,66,0,85,68,0,78,63,55
A. Ngamukol,210536,67,ST,30,85,32,83,69,79,64,62,0,47,66,67,0,0,0,0,0,0,63,0,73,0,56,0,66,63,56,65,0,87,71,0,62,48,52
S. Bertram,197226,67,ST,27,73,39,76,67,70,69,49,0,73,69,66,0,0,0,0,0,0,47,0,63,0,66,0,72,66,67,73,0,76,67,0,62,65,65
D. Sorgi?,190058,67,ST,28,53,57,74,77,77,68,64,0,57,59,71,0,0,0,0,0,0,56,0,69,0,65,0,53,60,67,70,0,58,73,0,64,55,54
P. Mortensen,191083,67,ST,28,53,53,61,70,53,61,61,0,34,57,68,0,0,0,0,0,0,71,0,83,0,62,0,60,68,64,68,0,52,66,0,83,63,58
B. Djiby Fall,177772,67,ST,33,57,66,62,67,58,66,69,0,58,63,60,0,0,0,0,0,0,72,0,80,0,61,0,70,62,60,71,0,60,61,0,89,60,60
L. Wolszty?ski,239728,67,ST,23,66,53,66,66,69,68,65,0,60,66,65,0,0,0,0,0,0,58,0,80,0,67,0,50,66,68,70,0,70,61,0,79,69,58
A. Gouiri,240753,67,ST,18,69,52,71,68,67,69,69,0,59,70,69,0,0,0,0,0,0,59,0,60,0,54,0,62,63,59,68,0,73,59,0,65,60,60
G. ?ucudean,213107,67,ST,27,61,65,62,63,54,67,61,0,44,59,66,0,0,0,0,0,0,66,0,66,0,58,0,64,62,61,76,0,65,68,0,83,61,65
J. Ward,164467,67,ST,32,74,85,86,68,92,71,74,0,52,72,66,0,0,0,0,0,0,52,0,74,0,65,0,67,71,64,73,0,72,79,0,31,71,64
S. Jovanovi?,241011,67,ST,26,81,33,67,59,73,67,50,0,55,68,64,0,0,0,0,0,0,42,0,44,0,44,0,66,51,69,63,0,80,63,0,61,55,50
M. Smith,190583,67,ST,26,64,65,50,67,46,66,58,0,30,58,66,0,0,0,0,0,0,70,0,64,0,55,0,63,62,61,69,0,67,75,0,81,59,55
T. Eaves,198011,67,ST,26,50,60,58,63,34,64,63,0,32,59,67,0,0,0,0,0,0,74,0,66,0,58,0,65,62,52,75,0,60,72,0,90,35,63
S. Guri,243581,67,ST,24,61,46,58,65,53,63,64,0,67,59,69,0,0,0,0,0,0,71,0,62,0,71,0,67,58,61,68,0,61,66,0,75,60,67
M. McNulty,223104,67,ST,25,79,79,72,70,70,65,69,0,50,61,69,0,0,0,0,0,0,61,0,73,0,62,0,70,68,55,66,0,75,77,0,56,59,59
T. Elliott,183425,67,ST,27,77,68,74,65,71,68,57,0,31,60,66,0,0,0,0,0,0,72,0,78,0,45,0,57,60,48,64,0,77,72,0,88,46,58
S. Ganz,206210,67,ST,24,78,32,83,67,75,59,64,0,46,63,71,0,0,0,0,0,0,72,0,73,0,61,0,62,64,60,65,0,74,77,0,59,56,54
A. El Kaabi,243586,67,ST,25,63,26,65,73,61,62,55,0,36,66,68,0,0,0,0,0,0,65,0,65,0,53,0,64,66,60,70,0,65,65,0,68,63,44
P. Testroet,198019,67,ST,27,66,70,68,68,76,64,63,0,77,67,66,0,0,0,0,0,0,62,0,76,0,67,0,69,61,62,70,0,73,73,0,78,55,60
S. Benyamina,205443,67,ST,28,70,63,64,66,66,67,57,0,41,64,62,0,0,0,0,0,0,73,0,79,0,64,0,71,63,54,66,0,77,66,0,79,38,55
E. Assifuah,219779,67,ST,24,85,52,85,68,78,64,65,0,45,67,61,0,0,0,0,0,0,48,0,90,0,65,0,66,61,59,68,0,90,74,0,78,60,52
S. Córdova,239747,67,ST,20,76,42,66,63,65,62,58,0,63,71,67,0,0,0,0,0,0,56,0,54,0,64,0,62,59,59,70,0,78,53,0,76,61,63
J. Larsson,224389,67,ST,21,78,64,79,67,73,71,62,0,73,69,64,0,0,0,0,0,0,52,0,73,0,65,0,62,65,63,68,0,80,62,0,66,68,63
J. Wilson,213642,67,ST,22,74,34,69,65,70,65,62,0,68,63,67,0,0,0,0,0,0,62,0,58,0,63,0,73,66,59,67,0,73,62,0,65,60,65
Gustavo Pastinho,230288,67,ST,26,84,50,74,71,71,73,72,0,45,74,77,0,0,0,0,0,0,46,0,61,0,73,0,63,63,50,50,0,82,72,0,53,52,67
R. Manaj,230800,67,ST,21,65,43,51,69,78,69,64,0,42,63,65,0,0,0,0,0,0,64,0,66,0,50,0,72,68,59,66,0,64,60,0,72,49,62
Abel Ruiz,239250,67,ST,18,69,32,67,66,61,63,57,0,41,65,69,0,0,0,0,0,0,62,0,60,0,67,0,64,58,65,64,0,70,68,0,74,55,63
R. Rubin,224149,67,ST,22,77,56,80,66,71,67,52,0,57,67,66,0,0,0,0,0,0,62,0,75,0,58,0,61,60,67,68,0,72,62,0,66,65,62
C. Colmán,237461,67,ST,24,66,65,70,68,64,64,60,0,56,66,63,0,0,0,0,0,0,69,0,79,0,59,0,68,59,51,72,0,80,61,0,70,52,64
J. Shonga,241301,67,ST,21,75,35,61,69,68,66,59,0,38,72,74,0,0,0,0,0,0,61,0,64,0,57,0,71,64,69,54,0,72,65,0,52,66,55
P. Eler,240023,67,ST,27,71,39,64,66,61,65,63,0,36,64,67,0,0,0,0,0,0,67,0,67,0,63,0,65,54,64,75,0,69,59,0,62,64,51
M. Puši?,205465,67,ST,30,64,79,70,64,72,64,64,0,63,61,64,0,0,0,0,0,0,69,0,77,0,62,0,62,64,62,72,0,70,76,0,77,55,67
P. Caballero,207769,67,ST,32,32,68,40,74,47,64,66,0,33,62,67,0,0,0,0,0,0,77,0,82,0,61,0,72,73,68,72,0,32,33,0,77,53,67
S. Jaime,214684,67,ST,31,77,58,70,75,59,64,60,0,48,58,66,0,0,0,0,0,0,68,0,72,0,59,0,72,53,71,61,0,67,68,0,74,54,45
D. Nazarov,211870,67,ST,28,77,38,75,65,67,69,64,0,70,70,64,0,0,0,0,0,0,53,0,68,0,68,0,83,64,69,70,0,78,76,0,68,67,67
Xande Silva,228768,67,ST,21,79,55,74,67,69,72,67,0,64,74,63,0,0,0,0,0,0,54,0,65,0,53,0,55,65,63,67,0,77,59,0,63,65,57
Claudio Silbeiro,236192,67,ST,34,72,66,71,68,61,63,58,0,47,68,72,0,0,0,0,0,0,66,0,73,0,67,0,55,62,53,64,0,76,75,0,56,53,72
F. Serrarens,243617,67,ST,27,73,63,64,66,52,64,70,0,56,62,67,0,0,0,0,0,0,64,0,68,0,62,0,69,65,67,65,0,72,73,0,80,62,60
Venanzio Meirás,236194,67,ST,30,44,38,53,75,59,72,74,0,73,64,68,0,0,0,0,0,0,57,0,58,0,72,0,72,68,69,62,0,55,54,0,59,73,71
João Pedro,240290,67,ST,25,66,61,65,69,58,59,64,0,43,64,67,0,0,0,0,0,0,70,0,78,0,54,0,62,61,54,65,0,69,71,0,89,51,62
O. Mihálik,242341,67,ST,21,69,54,80,65,49,71,63,0,56,70,66,0,0,0,0,0,0,62,0,65,0,55,0,62,67,53,70,0,73,56,0,62,67,58
Dani Romera,221095,67,ST,22,78,57,81,67,88,65,59,0,55,67,69,0,0,0,0,0,0,51,0,77,0,60,0,69,64,55,71,0,80,57,0,66,57,62
C. Acuña,165031,67,ST,30,80,84,90,66,60,59,55,0,65,61,62,0,0,0,0,0,0,75,0,93,0,57,0,69,64,59,71,0,75,61,0,74,70,64
N. Julan,230568,67,ST,21,66,27,55,60,59,63,59,0,49,65,72,0,0,0,0,0,0,77,0,66,0,63,0,69,52,62,65,0,67,59,0,76,54,59
G. Herrera,143018,67,ST,34,69,70,69,67,59,62,64,0,60,63,61,0,0,0,0,0,0,66,0,75,0,64,0,69,68,62,75,0,68,76,0,81,60,57
S. Nagasawa,232622,67,ST,29,48,30,32,64,31,67,52,0,55,66,71,0,0,0,0,0,0,67,0,32,0,69,0,63,57,62,66,0,52,56,0,89,41,64
Zhang Yuning,228017,67,ST,21,63,47,64,66,65,68,60,0,58,61,67,0,0,0,0,0,0,73,0,72,0,63,0,42,54,67,71,0,65,61,0,73,56,61
I. Niane,239025,67,ST,19,86,35,75,64,45,65,57,0,47,74,67,0,0,0,0,0,0,62,0,68,0,65,0,71,56,55,74,0,78,58,0,63,48,47
A. Oumarou,218548,67,ST,31,79,59,78,67,74,65,64,0,39,68,63,0,0,0,0,0,0,65,0,84,0,59,0,65,65,59,69,0,79,66,0,68,61,57
C. Wyke,204217,67,ST,25,58,69,76,69,78,66,50,0,50,62,67,0,0,0,0,0,0,70,0,85,0,52,0,58,61,54,69,0,64,69,0,79,46,56
P. Mullins,221625,67,ST,26,61,65,51,72,55,67,65,0,57,61,65,0,0,0,0,0,0,67,0,74,0,62,0,62,67,48,75,0,64,67,0,72,50,42
Zé Turbo,235705,67,ST,21,85,47,60,60,43,64,59,0,55,63,65,0,0,0,0,0,0,67,0,62,0,61,0,66,63,53,75,0,87,66,0,71,51,47
S. Ngom,241595,67,ST,25,78,43,77,66,75,67,58,0,48,69,71,0,0,0,0,0,0,58,0,64,0,66,0,61,56,58,68,0,69,54,0,60,59,56
Adaílton,190139,67,ST,27,69,62,89,58,67,68,56,0,57,71,65,0,0,0,0,0,0,60,0,77,0,66,0,67,64,62,70,0,75,73,0,78,52,55
Y. Mut?,232380,67,ST,29,75,51,71,65,77,63,50,0,57,68,66,0,0,0,0,0,0,60,0,78,0,70,0,71,70,66,76,0,68,81,0,61,69,59
G. Gotti,240320,67,ST,24,72,37,61,71,54,68,48,0,54,69,71,0,0,0,0,0,0,61,0,40,0,66,0,70,52,61,68,0,72,64,0,60,39,48
V. Rennella,183488,67,ST,29,56,46,64,64,54,67,65,0,78,65,66,0,0,0,0,0,0,67,0,67,0,66,0,72,62,63,73,0,65,59,0,80,65,70
I. Vetokele,206018,67,ST,26,90,54,88,62,72,67,67,0,59,65,68,0,0,0,0,0,0,65,0,89,0,60,0,67,61,58,64,0,87,65,0,66,60,59
A. Fletcher,213699,67,ST,22,69,64,75,65,56,63,62,0,44,66,66,0,0,0,0,0,0,73,0,69,0,64,0,52,65,49,68,0,77,64,0,72,48,49
A. Arrighini,224455,67,ST,28,66,45,68,68,61,67,64,0,46,61,66,0,0,0,0,0,0,70,0,74,0,61,0,62,62,65,67,0,67,63,0,68,50,56
J. Cádiz,229319,67,ST,22,50,70,48,68,51,67,56,0,34,64,67,0,0,0,0,0,0,72,0,52,0,56,0,61,68,59,75,0,50,64,0,75,46,64
L. Kozák,188871,67,ST,29,50,79,33,73,43,64,67,0,49,56,68,0,0,0,0,0,0,79,0,81,0,54,0,76,60,56,69,0,53,51,0,84,49,70
B. Romero,227528,67,ST,27,83,48,81,64,72,69,51,0,47,68,71,0,0,0,0,0,0,43,0,57,0,55,0,38,63,64,74,0,90,73,0,66,60,33
K. Kitagawa,237769,67,ST,21,76,54,71,70,57,61,63,0,66,67,71,0,0,0,0,0,0,62,0,63,0,49,0,67,66,60,62,0,78,57,0,66,45,68
M. Mouandilmadji,244685,67,ST,20,74,46,69,67,55,58,53,0,47,62,69,0,0,0,0,0,0,68,0,73,0,58,0,62,63,57,71,0,73,59,0,68,57,65
D. Bamba,236752,67,ST,23,87,60,83,66,69,63,60,0,54,67,66,0,0,0,0,0,0,61,0,76,0,59,0,61,61,58,70,0,83,72,0,69,52,57
A. Blondell,241874,67,ST,24,69,62,58,63,57,67,55,0,62,63,69,0,0,0,0,0,0,64,0,65,0,65,0,66,60,55,72,0,71,65,0,75,55,60
Xiao Zhi,182996,67,ST,33,72,68,77,73,58,63,60,0,53,62,68,0,0,0,0,0,0,77,0,72,0,55,0,48,65,60,62,0,54,71,0,71,57,62
Jairo Morillas,206038,67,ST,24,67,52,64,70,59,63,62,0,52,60,70,0,0,0,0,0,0,63,0,72,0,58,0,68,66,51,72,0,70,62,0,63,48,73
Z. Ondrášek,189655,67,ST,29,64,81,61,71,65,59,62,0,55,56,68,0,0,0,0,0,0,73,0,76,0,50,0,65,65,57,67,0,74,77,0,84,49,49
S. Chhetri,190939,67,ST,33,76,49,72,65,76,64,67,0,67,63,71,0,0,0,0,0,0,67,0,60,0,67,0,73,62,56,66,0,73,68,0,59,56,68
João Silva,220127,67,ST,28,64,67,59,66,59,70,67,0,38,62,67,0,0,0,0,0,0,68,0,77,0,65,0,65,65,40,70,0,65,72,0,68,46,70
J. Monreal,244447,67,ST,22,64,53,64,67,50,67,63,0,29,66,69,0,0,0,0,0,0,68,0,72,0,62,0,56,54,64,68,0,63,69,0,73,49,45
M. Guidone,201442,67,ST,32,58,60,56,69,50,64,68,0,40,54,63,0,0,0,0,0,0,74,0,64,0,50,0,60,67,60,74,0,61,73,0,78,55,66
D. Marsura,206053,67,ST,24,83,45,84,66,71,65,65,0,59,70,66,0,0,0,0,0,0,58,0,63,0,61,0,60,61,61,64,0,87,68,0,74,51,55
K. Cissé,178150,67,ST,29,89,63,71,68,59,62,70,0,45,60,66,0,0,0,0,0,0,62,0,70,0,54,0,58,62,59,61,0,81,71,0,88,47,59
Ribamar,233193,67,ST,21,84,75,74,66,66,62,54,0,39,61,69,0,0,0,0,0,0,61,0,65,0,52,0,68,55,60,70,0,80,60,0,80,57,41
T. Hysén,45548,67,ST,36,71,62,65,76,75,61,72,0,65,59,66,0,0,0,0,0,0,62,0,81,0,63,0,53,72,61,65,0,68,62,0,69,63,64
Tiago Caeiro,213743,67,ST,34,37,85,49,71,39,58,65,0,41,57,72,0,0,0,0,0,0,78,0,67,0,53,0,58,66,53,81,0,30,34,0,84,47,61
S. Moreo,222959,67,ST,25,62,59,61,65,44,60,60,0,35,59,66,0,0,0,0,0,0,77,0,69,0,53,0,61,61,60,67,0,73,70,0,81,52,59
G. Moncini,220915,67,ST,22,72,36,69,70,64,65,59,0,55,62,69,0,0,0,0,0,0,66,0,72,0,53,0,65,65,63,60,0,69,63,0,65,52,60
V. Vermeij,216823,67,ST,23,55,31,62,66,53,65,65,0,33,58,67,0,0,0,0,0,0,80,0,83,0,50,0,63,63,58,69,0,65,74,0,83,63,45
F. Telechea,215289,67,ST,36,63,70,67,65,65,68,65,0,49,67,64,0,0,0,0,0,0,70,0,87,0,62,0,70,62,64,70,0,63,38,0,73,66,67
D. Srbeny,239097,67,ST,24,72,58,64,71,46,66,62,0,25,64,68,0,0,0,0,0,0,64,0,77,0,47,0,59,65,64,63,0,69,68,0,78,64,54
B. Vides,214779,67,ST,25,70,59,68,71,69,65,64,0,62,63,66,0,0,0,0,0,0,62,0,57,0,62,0,57,66,66,68,0,72,68,0,64,58,49
J. Villarreal,207629,66,CF,24,75,61,86,61,81,68,66,0,76,73,58,0,0,0,0,0,0,51,0,78,0,68,0,62,61,63,70,0,69,55,0,53,65,61
J. Düker,225654,66,CF,22,66,45,65,63,67,71,50,0,54,72,64,0,0,0,0,0,0,62,0,73,0,54,0,53,67,62,63,0,66,65,0,77,66,56
P. Frick,209062,66,CF,26,75,88,69,69,69,58,68,0,46,54,62,0,0,0,0,0,0,65,0,85,0,57,0,64,67,61,64,0,71,69,0,85,59,58
O. Eddahri,237513,66,CF,27,68,42,78,63,69,70,72,0,72,73,63,0,0,0,0,0,0,49,0,45,0,65,0,62,61,62,59,0,66,70,0,62,67,58
K. Takayama,233182,66,CF,29,62,48,77,63,74,73,66,0,62,68,64,0,0,0,0,0,0,55,0,72,0,60,0,69,68,62,70,0,67,76,0,59,64,67
O. Bogle,234496,66,ST,24,67,47,63,65,55,62,57,0,54,65,67,0,0,0,0,0,0,63,0,62,0,63,0,60,60,59,65,0,65,58,0,75,53,58
Álex López,229892,66,ST,24,64,58,66,71,73,70,62,0,47,64,61,0,0,0,0,0,0,70,0,64,0,57,0,60,62,66,56,0,65,62,0,77,59,57
L. Cabezas,242180,66,ST,32,62,58,58,70,58,63,65,0,48,63,65,0,0,0,0,0,0,63,0,61,0,59,0,70,62,48,70,0,70,57,0,73,48,59
C. Rivas,220934,66,ST,24,76,57,72,59,68,61,60,0,73,64,61,0,0,0,0,0,0,61,0,54,0,59,0,58,60,60,80,0,81,74,0,76,61,64
K. Opseth,222216,66,ST,28,67,52,56,64,55,62,49,0,65,58,67,0,0,0,0,0,0,64,0,72,0,66,0,59,57,59,75,0,66,59,0,83,49,51
E. Correa,209162,66,ST,25,76,76,69,64,51,63,65,0,54,66,63,0,0,0,0,0,0,66,0,84,0,52,0,68,60,53,68,0,69,59,0,82,37,63
Y. Toyoda,232714,66,ST,33,34,62,66,71,46,60,68,0,35,54,69,0,0,0,0,0,0,74,0,72,0,56,0,64,69,54,69,0,54,59,0,79,44,53
R. Schwartz,172555,66,ST,28,68,67,67,68,64,62,68,0,55,64,66,0,0,0,0,0,0,55,0,67,0,66,0,66,61,61,70,0,68,55,0,73,45,58
B. Santalab,162828,66,ST,35,66,91,66,68,77,61,69,0,68,62,72,0,0,0,0,0,0,50,0,87,0,68,0,60,60,54,77,0,60,56,0,73,42,69
K. Vassell,220943,66,ST,25,79,55,71,61,62,63,56,0,37,60,65,0,0,0,0,0,0,61,0,54,0,62,0,61,59,54,72,0,79,69,0,82,44,60
E. Eze,240914,66,ST,21,74,71,66,66,55,63,55,0,50,64,66,0,0,0,0,0,0,65,0,70,0,55,0,60,59,52,72,0,76,56,0,73,64,56
L. Varney,163351,66,ST,35,70,64,76,64,72,62,60,0,53,60,64,0,0,0,0,0,0,74,0,90,0,66,0,61,66,55,68,0,62,53,0,70,57,54
C. Dajome,229658,66,ST,24,76,40,74,62,78,64,52,0,39,69,66,0,0,0,0,0,0,55,0,74,0,58,0,55,58,63,55,0,80,79,0,63,63,42
J. Kliment,229154,66,ST,24,67,39,67,63,67,67,63,0,59,66,62,0,0,0,0,0,0,65,0,77,0,55,0,55,63,63,68,0,77,58,0,67,60,62
M. Slavov,201251,66,ST,27,62,65,45,62,38,63,57,0,53,62,66,0,0,0,0,0,0,69,0,42,0,68,0,39,66,40,70,0,67,67,0,88,53,54
M. Szczepaniak,202788,66,ST,27,71,55,71,67,64,66,62,0,62,63,66,0,0,0,0,0,0,64,0,72,0,59,0,64,64,59,66,0,71,58,0,61,55,53
Jin Seong Wook,210726,66,ST,24,75,74,76,69,78,61,64,0,32,62,65,0,0,0,0,0,0,68,0,66,0,51,0,62,57,61,68,0,74,73,0,77,51,33
S. Akasaki,233254,66,ST,26,62,66,74,72,72,65,65,0,62,62,60,0,0,0,0,0,0,62,0,72,0,59,0,68,67,65,68,0,65,66,0,65,60,65
Júnior Negão,189224,66,ST,31,68,73,63,67,53,64,53,0,64,66,68,0,0,0,0,0,0,59,0,52,0,55,0,59,62,57,60,0,69,62,0,76,57,70
J. Mackie,157482,66,ST,32,69,78,69,66,75,62,63,0,60,65,64,0,0,0,0,0,0,63,0,73,0,63,0,71,69,63,67,0,66,83,0,70,62,58
E. Sarraj,210990,66,ST,28,67,41,69,65,66,66,55,0,58,67,68,0,0,0,0,0,0,58,0,82,0,71,0,67,60,61,67,0,69,73,0,73,58,59
P. Daka,241202,66,ST,19,85,57,70,60,59,63,53,0,50,68,63,0,0,0,0,0,0,57,0,67,0,63,0,60,57,60,68,0,87,63,0,70,53,58
M. Bär,238643,66,ST,26,73,39,63,60,67,64,64,0,42,66,60,0,0,0,0,0,0,42,0,61,0,46,0,48,61,66,55,0,72,68,0,64,64,39
F. Diarra,205876,66,ST,26,75,62,81,62,74,62,60,0,59,64,70,0,0,0,0,0,0,59,0,72,0,64,0,63,60,58,67,0,78,71,0,72,49,66
K. Igboananike,197941,66,ST,29,88,58,90,63,79,63,56,0,53,66,66,0,0,0,0,0,0,58,0,88,0,60,0,69,60,59,67,0,90,73,0,60,48,63
D. Cole,206134,66,ST,23,90,28,78,64,59,61,56,0,49,63,65,0,0,0,0,0,0,54,0,70,0,61,0,55,61,58,64,0,94,69,0,65,57,57
J. Marquis,195126,66,ST,26,68,86,63,67,66,59,61,0,37,62,65,0,0,0,0,0,0,66,0,75,0,58,0,65,61,54,68,0,71,92,0,84,62,61
Park Gi Dong,202295,66,ST,29,55,63,57,65,56,64,62,0,57,59,65,0,0,0,0,0,0,68,0,52,0,62,0,62,58,65,70,0,63,71,0,77,57,56
J. Dodoo,215864,66,ST,23,78,33,71,61,59,64,68,0,42,66,68,0,0,0,0,0,0,53,0,58,0,48,0,59,55,60,71,0,81,71,0,78,49,65
Ricardinho,192063,66,ST,28,73,61,71,66,73,67,60,0,51,71,67,0,0,0,0,0,0,50,0,62,0,68,0,62,63,66,66,0,72,65,0,65,72,61
S. Davies,170818,66,ST,30,49,69,63,66,66,63,67,0,68,60,64,0,0,0,0,0,0,70,0,78,0,68,0,70,65,60,76,0,42,69,0,80,61,65
S. Brandstetter,204100,66,ST,28,76,66,61,66,68,62,63,0,57,62,65,0,0,0,0,0,0,65,0,71,0,59,0,59,62,58,66,0,78,72,0,76,44,58
D. Samuel,207429,66,ST,24,78,67,63,65,60,66,62,0,62,70,65,0,0,0,0,0,0,67,0,73,0,59,0,64,55,60,63,0,75,68,0,69,51,57
Stéfano Pinho,207942,66,ST,27,79,60,77,69,57,71,60,0,61,73,67,0,0,0,0,0,0,52,0,58,0,59,0,59,59,56,63,0,78,59,0,60,52,57
A. Baclet,193865,66,ST,32,75,61,71,61,71,63,61,0,61,62,61,0,0,0,0,0,0,71,0,92,0,61,0,64,61,61,63,0,81,69,0,86,56,61
Toni Martínez,234826,66,ST,21,69,58,59,68,66,64,55,0,47,61,69,0,0,0,0,0,0,61,0,67,0,62,0,64,67,57,60,0,72,56,0,60,51,59
R. O'Donovan,171083,66,ST,32,81,81,85,66,90,62,68,0,52,62,69,0,0,0,0,0,0,59,0,87,0,62,0,61,65,56,64,0,72,67,0,60,57,66
N. Vergos,222540,66,ST,22,72,60,68,64,60,64,61,0,51,58,66,0,0,0,0,0,0,76,0,69,0,55,0,61,57,53,70,0,70,61,0,65,55,56
A. Cocco,178508,66,ST,32,62,51,70,67,65,63,64,0,52,59,67,0,0,0,0,0,0,69,0,86,0,52,0,70,61,57,68,0,63,64,0,75,55,64
C. Depres,226127,66,ST,23,52,36,40,64,52,66,54,0,45,64,69,0,0,0,0,0,0,71,0,72,0,62,0,67,60,63,69,0,46,54,0,78,43,61
J. Asoro,235855,66,ST,19,90,36,75,62,78,66,52,0,51,73,63,0,0,0,0,0,0,56,0,56,0,55,0,60,59,60,65,0,87,58,0,58,57,54
A. Jacobsen,184143,66,ST,28,83,30,77,61,74,66,63,0,53,66,65,0,0,0,0,0,0,62,0,78,0,63,0,62,59,65,64,0,80,68,0,64,54,60
Cristo González,225105,66,ST,20,73,52,70,68,71,68,61,0,64,69,70,0,0,0,0,0,0,58,0,65,0,63,0,54,60,64,65,0,70,63,0,49,67,60
Alan Sousa,243793,66,ST,21,85,43,89,58,92,69,63,0,58,73,64,0,0,0,0,0,0,58,0,80,0,55,0,67,67,61,66,0,89,77,0,59,68,57
M. Boadu,239956,66,ST,17,84,28,78,57,65,70,50,0,43,71,66,0,0,0,0,0,0,59,0,91,0,57,0,65,61,56,68,0,80,59,0,64,48,54
N. Proschwitz,199510,66,ST,31,46,73,47,68,42,58,65,0,41,54,67,0,0,0,0,0,0,76,0,67,0,58,0,73,66,59,73,0,48,73,0,85,57,61
A. Keita,215384,66,ST,26,79,45,68,68,65,65,64,0,36,66,64,0,0,0,0,0,0,57,0,68,0,62,0,55,65,46,64,0,88,67,0,79,47,43
B. Gueye,225368,66,ST,23,66,59,64,64,57,63,57,0,35,59,65,0,0,0,0,0,0,70,0,67,0,60,0,63,60,48,70,0,67,32,0,84,46,46
L. Strizzolo,235867,66,ST,26,69,51,62,69,60,59,60,0,39,52,69,0,0,0,0,0,0,71,0,66,0,62,0,50,57,55,67,0,72,66,0,76,49,50
P. Bro?ek,105827,66,ST,35,38,58,64,71,67,63,75,0,54,61,68,0,0,0,0,0,0,66,0,72,0,62,0,71,67,65,67,0,47,32,0,82,67,64
L. Röser,238694,66,ST,24,72,53,71,65,69,64,59,0,59,64,69,0,0,0,0,0,0,58,0,75,0,68,0,65,62,66,62,0,74,74,0,73,53,58
Lorenzao Masca,230504,66,ST,34,72,56,62,67,79,63,54,0,67,74,70,0,0,0,0,0,0,57,0,56,0,60,0,77,55,64,64,0,71,66,0,52,61,75
M. Fallatah,209001,66,ST,30,69,41,75,70,69,60,69,0,36,56,70,0,0,0,0,0,0,70,0,86,0,56,0,69,65,54,65,0,71,75,0,63,55,60
H. Sönmez,229993,66,ST,27,78,72,74,68,72,65,55,0,45,68,65,0,0,0,0,0,0,52,0,35,0,54,0,59,64,64,65,0,75,75,0,61,52,68
Higinio,211565,66,ST,24,61,36,63,64,57,66,49,0,46,64,62,0,0,0,0,0,0,68,0,67,0,70,0,62,67,65,64,0,67,55,0,65,48,62
Danilo Sacrio,230509,66,ST,26,85,56,86,57,78,64,62,0,43,67,66,0,0,0,0,0,0,60,0,75,0,58,0,58,61,52,70,0,87,50,0,64,41,68
Emílio Trevões,230511,66,ST,30,88,41,78,61,81,64,55,0,41,77,65,0,0,0,0,0,0,56,0,47,0,59,0,77,56,61,62,0,91,51,0,57,44,67
Flávio Triginho,230512,66,ST,34,78,52,81,72,82,72,53,0,44,74,67,0,0,0,0,0,0,56,0,62,0,63,0,55,67,44,52,0,77,67,0,42,42,71
R. Festersen,215668,66,ST,31,77,46,70,63,68,65,60,0,62,66,67,0,0,0,0,0,0,59,0,75,0,66,0,67,60,62,66,0,80,76,0,65,62,59
J. Blayac,157300,66,ST,35,54,51,66,68,56,66,60,0,49,63,67,0,0,0,0,0,0,72,0,55,0,54,0,62,62,64,64,0,53,63,0,79,58,53
Dong Xuesheng,191861,66,ST,29,62,58,64,68,63,54,65,0,53,57,68,0,0,0,0,0,0,77,0,70,0,59,0,55,64,55,69,0,55,71,0,80,46,60
S. Scappini,239479,66,ST,30,55,46,58,68,60,67,63,0,41,64,71,0,0,0,0,0,0,67,0,71,0,61,0,69,55,64,65,0,54,55,0,61,55,56
A. Capello,224121,66,ST,22,73,39,74,67,58,67,61,0,45,60,68,0,0,0,0,0,0,62,0,62,0,55,0,70,66,63,59,0,78,72,0,62,62,57
M. Lieder,207741,66,ST,28,74,69,73,69,67,67,68,0,40,66,63,0,0,0,0,0,0,64,0,67,0,58,0,68,63,59,67,0,66,67,0,75,52,49
M. Finotto,235133,66,ST,25,85,33,68,67,68,62,66,0,49,63,61,0,0,0,0,0,0,65,0,62,0,56,0,66,68,59,60,0,79,77,0,64,62,65
D. Rangelov,177278,66,ST,35,53,67,69,70,73,66,68,0,65,65,67,0,0,0,0,0,0,66,0,84,0,61,0,70,67,63,65,0,54,55,0,74,60,59
H. Al Hazaa,213377,66,ST,26,79,41,69,64,65,66,51,0,33,59,70,0,0,0,0,0,0,66,0,90,0,49,0,61,62,51,60,0,75,79,0,62,51,66
B. Clarke,165509,66,ST,30,65,68,89,67,94,66,66,0,58,66,65,0,0,0,0,0,0,58,0,93,0,61,0,67,64,55,70,0,72,65,0,71,72,64
