Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
Daniel Ayala,194334,73,CB,26,0,72,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,76,73,68,0,0,75,0,67,0,0,70,0,0,74,73,0,0
Lasse Sobiech,194053,73,CB,26,0,72,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,83,68,50,0,0,74,0,71,0,0,69,0,0,77,84,0,0
Dario Dumić,193706,73,CB,25,0,68,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,81,65,77,0,0,72,0,63,0,0,65,0,0,75,87,0,0
Tom Lees,193569,73,CB,26,0,69,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,73,69,81,0,0,74,0,66,0,0,73,0,0,75,80,0,0
Juanpe,192715,73,CB,25,0,79,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,77,70,70,0,0,71,0,55,0,0,70,0,0,76,80,0,0
Néstor Araujo,192041,73,CB,25,0,65,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,73,74,65,0,0,73,0,65,0,0,74,0,0,74,82,0,0
Osama Hawsawi,191256,73,CB,32,0,67,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,73,71,75,0,0,72,0,67,0,0,71,0,0,74,89,0,0
Kian Hansen,190942,73,CB,28,0,64,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,72,71,80,0,0,71,0,69,0,0,74,0,0,73,73,0,0
Matt Besler,190772,73,CB,30,0,69,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,69,73,69,0,0,72,0,73,0,0,73,0,0,72,76,0,0
Ezequiel Luna,189889,73,CB,30,0,81,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,69,69,81,0,0,77,0,65,0,0,73,0,0,75,81,0,0
Alcalá,189709,73,CB,28,0,76,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,73,66,62,0,0,74,0,56,0,0,66,0,0,81,88,0,0
Igor Lewczuk,188762,73,CB,31,0,78,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,62,73,70,0,0,74,0,71,0,0,69,0,0,73,82,0,0
Stijn Wuytens,188416,73,CB,27,0,62,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,75,75,69,0,0,71,0,74,0,0,69,0,0,70,73,0,0
Wallace Reis,188370,73,CB,29,0,79,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,73,76,83,0,0,70,0,66,0,0,72,0,0,74,76,0,0
Sergey Politsevich,187655,73,CB,26,0,70,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,76,72,72,0,0,70,0,68,0,0,68,0,0,75,78,0,0
Rens van Eijden,187620,73,CB,29,0,74,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,76,74,80,0,0,75,0,67,0,0,67,0,0,74,85,0,0
Jair Pereira,187478,73,CB,30,0,72,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,79,69,69,0,0,75,0,61,0,0,75,0,0,75,82,0,0
Vladimir Granat,187415,73,CB,29,0,75,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,65,74,71,0,0,75,0,72,0,0,74,0,0,79,71,0,0
Ezequiel Muñoz,186695,73,CB,26,0,78,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,73,69,82,0,0,75,0,65,0,0,75,0,0,76,79,0,0
Roman Neustädter,186296,73,CB,29,0,60,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,76,72,65,0,0,73,0,72,0,0,70,0,0,75,74,0,0
Kyle Bartley,186158,73,CB,25,0,80,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,76,69,54,0,0,72,0,62,0,0,69,0,0,73,83,0,0
Vegard Forren,185394,73,CB,29,0,75,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,71,73,81,0,0,74,0,70,0,0,68,0,0,73,82,0,0
Thomas Rogne,185316,73,CB,26,0,67,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,74,74,62,0,0,78,0,72,0,0,67,0,0,76,84,0,0
Felipe,184820,73,CB,29,0,72,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,77,68,57,0,0,74,0,70,0,0,70,0,0,76,83,0,0
Aurélien Collin,184664,73,CB,31,0,90,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,71,72,79,0,0,73,0,63,0,0,68,0,0,71,82,0,0
Sebastien Dewaest,184183,73,CB,25,0,83,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,75,69,67,0,0,72,0,67,0,0,71,0,0,75,88,0,0
Georg Margreitter,183795,73,CB,28,0,75,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,75,73,71,0,0,64,0,68,0,0,73,0,0,77,86,0,0
Maurício Ramos,181417,73,CB,31,0,79,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,72,73,87,0,0,74,0,52,0,0,65,0,0,74,84,0,0
Craig Cathcart,180706,73,CB,28,0,69,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,74,68,70,0,0,76,0,69,0,0,73,0,0,77,73,0,0
Tommy Elphick,180635,73,CB,29,0,76,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,73,73,74,0,0,73,0,66,0,0,69,0,0,72,80,0,0
Varela,178614,73,CB,29,0,77,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,71,73,67,0,0,74,0,66,0,0,72,0,0,76,78,0,0
Lasse Nielsen,177373,73,CB,29,0,73,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,75,73,78,0,0,72,0,70,0,0,71,0,0,74,77,0,0
Tore Reginiussen,177280,73,CB,30,0,71,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,71,74,85,0,0,74,0,70,0,0,72,0,0,73,80,0,0
Torrejón,173179,73,CB,31,0,78,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,72,73,57,0,0,73,0,72,0,0,73,0,0,75,83,0,0
Sébastien Bassong,172949,73,CB,30,0,79,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,74,71,76,0,0,73,0,66,0,0,71,0,0,73,84,0,0
Crespo,172685,73,CB,30,0,78,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,60,70,71,0,0,70,0,73,0,0,75,0,0,77,74,0,0
Sereno,171635,73,CB,31,0,77,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,73,67,80,0,0,73,0,69,0,0,75,0,0,74,76,0,0
Alberto Rodríguez,168580,73,CB,32,0,75,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,75,74,85,0,0,77,0,71,0,0,62,0,0,76,76,0,0
Semih Kaya,167812,73,CB,26,0,77,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,75,75,78,0,0,73,0,66,0,0,71,0,0,75,70,0,0
Tim Hoogland,164633,73,CB,31,0,81,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,76,67,80,0,0,68,0,69,0,0,75,0,0,76,76,0,0
Juninho,164079,73,CB,34,0,65,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,74,73,75,0,0,74,0,71,0,0,70,0,0,73,80,0,0
Christophe Berra,156975,73,CB,32,0,82,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,75,76,69,0,0,73,0,65,0,0,68,0,0,73,85,0,0
Tomáš Sivok,155989,73,CB,33,0,61,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,82,71,79,0,0,76,0,67,0,0,69,0,0,77,68,0,0
Chad Marshall,152883,73,CB,32,0,68,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,76,75,83,0,0,74,0,73,0,0,68,0,0,73,87,0,0
Egemen Korkmaz,144306,73,CB,34,0,85,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,73,69,68,0,0,73,0,66,0,0,71,0,0,76,83,0,0
Javier Gandolfi,142942,73,CB,36,0,86,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,71,71,82,0,0,73,0,62,0,0,72,0,0,74,82,0,0
Alex Baptiste,140422,73,CB,31,0,73,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,73,68,83,0,0,72,0,66,0,0,74,0,0,74,80,0,0
Darío Verón,140256,73,CB,37,0,73,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,79,72,80,0,0,72,0,68,0,0,69,0,0,74,81,0,0
Jason Shackell,139368,73,CB,33,0,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,73,72,74,0,0,74,0,70,0,0,72,0,0,71,82,0,0
Roberto Vitiello,138920,73,CB,33,0,79,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,67,76,68,0,0,75,0,68,0,0,76,0,0,76,68,0,0
Michaël Ciani,137114,73,CB,32,0,81,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,73,70,66,0,0,75,0,54,0,0,68,0,0,81,91,0,0
Reto Ziegler,108061,73,CB,31,0,70,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,64,72,68,0,0,70,0,68,0,0,73,0,0,76,78,0,0
Claudio Terzi,102064,73,CB,32,0,75,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,70,74,79,0,0,73,0,69,0,0,75,0,0,75,73,0,0
Nicolás Gorosito,234816,72,CB,28,0,81,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,74,66,76,0,0,72,0,59,0,0,74,0,0,71,77,0,0
Chidozie Awaziem,232693,72,CB,20,0,77,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,70,73,73,0,0,71,0,72,0,0,68,0,0,72,74,0,0
Miltisco Paulino,230407,72,CB,29,0,77,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,73,66,77,0,0,71,0,67,0,0,72,0,0,73,77,0,0
Denaldo Carneiro,230395,72,CB,29,0,75,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,66,73,80,0,0,74,0,65,0,0,75,0,0,72,78,0,0
Ailtio Coelho,230392,72,CB,29,0,66,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,72,67,61,0,0,71,0,67,0,0,75,0,0,74,87,0,0
Pombaxinho,230383,72,CB,33,0,45,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,77,67,55,0,0,74,0,64,0,0,76,0,0,77,90,0,0
Sanaldo Caiado,230377,72,CB,29,0,79,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,74,72,54,0,0,69,0,70,0,0,67,0,0,73,89,0,0
Estevão Candeira,230219,72,CB,25,0,82,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,74,68,62,0,0,76,0,58,0,0,71,0,0,73,73,0,0
Vanderlei Cõembra,230211,72,CB,33,0,73,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,73,72,88,0,0,77,0,73,0,0,77,0,0,67,74,0,0
Wellington Sabrão,230206,72,CB,33,0,77,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,74,67,72,0,0,69,0,55,0,0,76,0,0,77,81,0,0
Alexander Barboza,229749,72,CB,22,0,58,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,80,62,51,0,0,72,0,56,0,0,73,0,0,81,81,0,0
Diego Viera,227550,72,CB,25,0,70,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,78,59,39,0,0,80,0,78,0,0,66,0,0,78,90,0,0
Diego González,227106,72,CB,22,0,75,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,71,67,70,0,0,74,0,62,0,0,78,0,0,75,74,0,0
Axel Sjöberg,226805,72,CB,26,0,71,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,74,74,69,0,0,72,0,72,0,0,60,0,0,70,93,0,0
Bustinza,224869,72,CB,25,0,71,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,73,70,73,0,0,70,0,64,0,0,73,0,0,75,69,0,0
Germán Lanaro,224367,72,CB,31,0,78,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,72,59,82,0,0,73,0,63,0,0,71,0,0,74,85,0,0
Edoardo Goldaniga,223524,72,CB,23,0,72,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,72,70,80,0,0,74,0,67,0,0,70,0,0,73,79,0,0
Numan Çürüksu,223324,72,CB,32,0,61,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,78,72,34,0,0,75,0,70,0,0,75,0,0,79,86,0,0
Elvis Kokalović,223022,72,CB,28,0,76,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,72,67,63,0,0,76,0,54,0,0,72,0,0,74,75,0,0
Alexis Pérez,221312,72,CB,23,0,83,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,63,70,78,0,0,70,0,65,0,0,68,0,0,75,82,0,0
Gastón Silva,220702,72,CB,23,0,59,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,73,75,59,0,0,66,0,66,0,0,77,0,0,74,80,0,0
Norbert Gyömbér,220061,72,CB,24,0,72,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,76,76,62,0,0,74,0,68,0,0,73,0,0,75,69,0,0
David Costas,219848,72,CB,22,0,65,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,75,76,72,0,0,71,0,60,0,0,76,0,0,74,62,0,0
Andrés Mosquera,219787,72,CB,27,0,76,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,72,62,70,0,0,72,0,69,0,0,71,0,0,73,82,0,0
Diego Galo,219690,72,CB,33,0,69,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,74,73,91,0,0,76,0,69,0,0,68,0,0,71,74,0,0
Emanuele Suagher,216789,72,CB,24,0,69,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,73,68,77,0,0,75,0,62,0,0,75,0,0,75,79,0,0
Hernán Menosse,216701,72,CB,29,0,85,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,78,70,64,0,0,72,0,65,0,0,68,0,0,72,80,0,0
Joost van Aken,216271,72,CB,22,0,68,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,68,75,72,0,0,74,0,66,0,0,69,0,0,73,74,0,0
Unai Garcia,215569,72,CB,24,0,70,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,67,70,84,0,0,72,0,61,0,0,76,0,0,74,73,0,0
Matt Miazga,215565,72,CB,21,0,74,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,67,68,78,0,0,75,0,66,0,0,72,0,0,73,80,0,0
Diego Braghieri,215050,72,CB,30,0,81,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,73,69,64,0,0,74,0,66,0,0,73,0,0,72,79,0,0
Bruno Bianchi,215015,72,CB,28,0,66,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,68,75,67,0,0,73,0,64,0,0,69,0,0,75,75,0,0
Pablo Alvarado,214993,72,CB,31,0,67,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,72,70,84,0,0,72,0,69,0,0,72,0,0,73,74,0,0
Román Torres,214506,72,CB,31,0,81,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,75,65,59,0,0,70,0,62,0,0,68,0,0,73,95,0,0
Felipe Aguilar,214384,72,CB,24,0,62,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,72,84,33,0,0,71,0,63,0,0,62,0,0,73,91,0,0
Francisco Meza,214136,72,CB,25,0,72,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,71,78,70,0,0,72,0,66,0,0,73,0,0,72,72,0,0
Jonathan Lopera,214106,72,CB,29,0,75,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,74,58,81,0,0,72,0,70,0,0,70,0,0,75,75,0,0
Albizua,213452,72,CB,28,0,69,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,63,67,85,0,0,73,0,61,0,0,79,0,0,76,82,0,0
Maxime Chanot,212607,72,CB,27,0,75,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,75,66,72,0,0,74,0,64,0,0,73,0,0,68,83,0,0
Brandon Mechele,212204,72,CB,24,0,74,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,68,70,71,0,0,74,0,68,0,0,72,0,0,73,75,0,0
Carlos Hernández,211556,72,CB,26,0,70,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,81,69,81,0,0,68,0,62,0,0,73,0,0,71,77,0,0
Milan Vilotić,209643,72,CB,30,0,64,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,76,63,71,0,0,76,0,58,0,0,74,0,0,77,82,0,0
Syam Ben Youssef,207788,72,CB,27,0,75,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,67,68,82,0,0,74,0,61,0,0,71,0,0,72,86,0,0
Kenneth Omeruo,207624,72,CB,23,0,77,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,71,69,84,0,0,70,0,73,0,0,69,0,0,70,82,0,0
Alexis Henríquez,206649,72,CB,34,0,78,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,79,68,31,0,0,75,0,71,0,0,65,0,0,74,93,0,0
Eric Mathoho,205857,72,CB,27,0,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,78,68,72,0,0,74,0,62,0,0,73,0,0,76,75,0,0
Luca Ceppitelli,205553,72,CB,27,0,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,72,70,81,0,0,74,0,57,0,0,75,0,0,75,86,0,0
Luca Antei,205529,72,CB,24,0,76,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,70,72,68,0,0,75,0,70,0,0,73,0,0,75,69,0,0
Leonardo Blanchard,203745,72,CB,28,0,73,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,74,68,82,0,0,70,0,65,0,0,73,0,0,74,85,0,0
Nuno Henrique,203619,72,CB,30,0,74,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,68,75,74,0,0,73,0,62,0,0,67,0,0,77,75,0,0
Jamaal Lascelles,203487,72,CB,23,0,69,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,72,70,83,0,0,73,0,69,0,0,70,0,0,72,78,0,0
Luccas Claro,203241,73,CB,25,0,83,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,69,66,81,0,0,73,0,68,0,0,70,0,0,74,88,0,0
Alexander Milošević,202605,72,CB,25,0,77,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,72,70,68,0,0,70,0,67,0,0,68,0,0,73,80,0,0
Martos,202416,72,CB,33,0,64,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,65,77,68,0,0,71,0,69,0,0,72,0,0,75,69,0,0
Aden Flint,202408,72,CB,27,0,79,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,80,69,61,0,0,69,0,61,0,0,73,0,0,74,88,0,0
Marco Capuano,201529,72,CB,25,0,69,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,70,70,80,0,0,71,0,68,0,0,72,0,0,72,89,0,0
Taras Burlak,201141,72,CB,27,0,63,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,75,72,73,0,0,73,0,70,0,0,70,0,0,76,72,0,0
Bruno Uvini,200818,72,CB,25,0,72,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,67,75,67,0,0,73,0,62,0,0,67,0,0,71,86,0,0
Christopher Schindler,200607,72,CB,26,0,73,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,68,71,59,0,0,74,0,68,0,0,69,0,0,73,77,0,0
Mike te Wierik,200425,72,CB,24,0,67,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,71,74,70,0,0,72,0,67,0,0,72,0,0,72,78,0,0
Adama Soumaoro,200353,72,CB,24,0,69,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,72,67,63,0,0,73,0,62,0,0,70,0,0,72,89,0,0
Miloš Kosanović,200073,72,CB,26,0,69,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,74,73,42,0,0,71,0,71,0,0,70,0,0,73,83,0,0
Léo Lacroix,199895,72,CB,25,0,62,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,73,66,62,0,0,74,0,63,0,0,71,0,0,76,89,0,0
Uroš Ćosić,198900,72,CB,24,0,71,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,68,71,68,0,0,76,0,63,0,0,74,0,0,78,76,0,0
Carlos Ruiz,198560,72,CB,33,0,78,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,73,73,84,0,0,64,0,63,0,0,63,0,0,72,76,0,0
Nuno Reis,197062,72,CB,26,0,72,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,74,67,93,0,0,73,0,67,0,0,69,0,0,75,69,0,0
Marcel Correia,193679,72,CB,27,0,69,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,67,72,75,0,0,72,0,67,0,0,73,0,0,74,76,0,0
Diego Novaretti,193510,72,CB,31,0,70,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,73,77,36,0,0,72,0,55,0,0,70,0,0,76,90,0,0
Bram Nuytinck,193091,72,CB,26,0,74,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,76,69,63,0,0,68,0,68,0,0,71,0,0,74,78,0,0
Matthieu Saunier,193081,72,CB,27,0,68,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,64,77,80,0,0,71,0,66,0,0,76,0,0,72,73,0,0
Mads Fenger,192363,72,CB,26,0,73,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,65,69,77,0,0,74,0,64,0,0,73,0,0,75,77,0,0
Takeshi Aoki,191549,72,CB,34,0,72,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,77,71,80,0,0,71,0,67,0,0,66,0,0,70,75,0,0
Ike Opara,190558,72,CB,28,0,84,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,71,70,79,0,0,69,0,62,0,0,67,0,0,68,85,0,0
Stoppila Sunzu,190276,72,CB,27,0,71,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,72,67,71,0,0,71,0,61,0,0,72,0,0,71,83,0,0
Ali Gadzhibekov,190105,72,CB,27,0,69,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,73,74,63,0,0,67,0,71,0,0,69,0,0,75,74,0,0
Ramalho,189576,72,CB,23,0,69,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,70,66,82,0,0,72,0,62,0,0,78,0,0,75,74,0,0
Aridane,189472,72,CB,28,0,79,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,73,67,85,0,0,69,0,56,0,0,72,0,0,70,86,0,0
Lorenzo Ariaudo,189436,72,CB,27,0,74,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,72,72,76,0,0,75,0,66,0,0,72,0,0,75,69,0,0
Jens Hegeler,189235,72,CB,29,0,66,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,75,69,60,0,0,72,0,73,0,0,67,0,0,76,76,0,0
Michael Morrison,188782,72,CB,29,0,75,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,72,67,71,0,0,75,0,70,0,0,73,0,0,73,81,0,0
Bruno Ecuélé Manga,188270,72,CB,28,0,78,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,72,77,60,0,0,66,0,63,0,0,73,0,0,72,83,0,0
Juan Cala,186519,72,CB,27,0,73,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,70,75,80,0,0,73,0,67,0,0,71,0,0,70,68,0,0
Salustiano Candia,186402,72,CB,33,0,90,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,67,66,81,0,0,67,0,62,0,0,71,0,0,75,75,0,0
Tommy Smith,186352,72,CB,26,0,78,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,76,68,76,0,0,67,0,65,0,0,69,0,0,74,80,0,0
Vasco Fernandes,185200,72,CB,30,0,79,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,70,69,85,0,0,68,0,67,0,0,68,0,0,73,78,0,0
Nicolás Sánchez,184626,72,CB,31,0,72,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,74,68,88,0,0,72,0,69,0,0,71,0,0,73,81,0,0
Jean-Armel Kana-Biyik,183975,72,CB,27,0,80,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,73,69,74,0,0,70,0,70,0,0,66,0,0,71,83,0,0
Rincón,181734,72,CB,29,0,70,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,67,83,77,0,0,71,0,72,0,0,70,0,0,72,75,0,0
Rasmus Bengtsson,181445,72,CB,30,0,65,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,71,71,82,0,0,70,0,70,0,0,78,0,0,76,75,0,0
Carlão,181017,72,CB,31,0,82,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,64,71,78,0,0,69,0,72,0,0,72,0,0,70,74,0,0
Ragnar Sigurðsson,179897,72,CB,30,0,80,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,74,74,60,0,0,69,0,68,0,0,71,0,0,71,81,0,0
Alex Pearce,178584,72,CB,28,0,80,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,75,69,75,0,0,75,0,66,0,0,70,0,0,72,84,0,0
Seth De Witte,178135,72,CB,29,0,84,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,76,69,73,0,0,66,0,68,0,0,65,0,0,69,85,0,0
Romain Brégerie,178032,72,CB,30,0,74,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,80,66,64,0,0,70,0,66,0,0,70,0,0,71,89,0,0
Timothy Derijck,177571,72,CB,29,0,81,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,75,72,79,0,0,71,0,62,0,0,68,0,0,69,74,0,0
Manuel da Costa,177533,72,CB,30,0,84,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,72,70,80,0,0,69,0,57,0,0,69,0,0,73,83,0,0
Gustav Svensson,177448,72,CB,30,0,90,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,55,81,70,0,0,62,0,74,0,0,75,0,0,73,80,0,0
Sebastian Boenisch,176688,72,CB,30,0,83,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,71,67,63,0,0,67,0,70,0,0,71,0,0,73,85,0,0
Ramon Leeuwin,172850,72,CB,29,0,67,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,74,72,82,0,0,71,0,64,0,0,69,0,0,70,82,0,0
Marcelo Oliveira,167962,72,CB,35,0,80,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,71,75,84,0,0,73,0,67,0,0,68,0,0,71,72,0,0
Steven Taylor,159034,72,CB,31,0,80,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,72,71,64,0,0,73,0,74,0,0,68,0,0,70,77,0,0
Zé Castro,157947,72,CB,34,0,63,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,70,78,71,0,0,69,0,62,0,0,77,0,0,75,72,0,0
Uwe Hünemeier,157703,72,CB,31,0,68,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,74,72,79,0,0,73,0,71,0,0,70,0,0,69,73,0,0
Valerică Găman,155463,72,CB,28,0,70,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,75,71,70,0,0,73,0,68,0,0,72,0,0,74,71,0,0
Bekir İrtegün,143764,72,CB,32,0,75,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,73,70,74,0,0,73,0,70,0,0,71,0,0,74,75,0,0
