,Rating,Preferred,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
1833,75,LM,79,24,30,83,72,82,77,72,72,72,80,73,60,9,11,9,6,7,41,34,54,70,71,28,59,65,74,63,21,76,66,27,37,73,62
1834,75,RWB,77,29,59,72,69,61,71,72,78,75,75,66,71,14,7,9,10,7,70,69,81,68,67,68,59,73,77,75,67,78,83,69,70,67,60
1835,75,CB,64,30,70,48,38,46,63,75,66,76,50,25,79,15,12,8,12,11,78,73,54,66,69,76,69,73,66,85,74,67,69,77,85,51,27
1836,75,CB,73,27,78,70,37,65,72,70,72,66,69,46,51,9,6,6,9,11,72,73,72,69,57,75,45,72,74,60,74,68,73,75,78,69,37
1837,75,RB,85,25,70,83,75,79,74,66,75,72,74,42,60,8,11,12,6,6,60,69,60,68,66,72,42,71,72,73,73,82,80,72,66,69,55
1838,75,RM,80,30,72,83,74,79,75,63,71,73,78,71,62,10,16,7,11,13,57,37,76,70,72,33,63,74,75,75,42,79,69,40,58,69,65
1839,75,CDM,68,25,79,74,74,77,74,71,70,70,71,64,66,7,10,10,16,14,55,68,48,75,71,69,69,73,82,72,69,68,80,73,60,75,64
1840,75,ST,65,28,80,58,75,57,70,68,60,58,65,75,58,8,12,16,12,7,79,21,85,51,69,22,72,72,67,85,19,73,65,26,82,50,70
1841,75,RM,90,26,63,87,70,78,75,65,68,73,79,72,57,12,9,16,15,16,50,30,69,65,69,23,60,69,72,72,35,92,75,34,63,63,61
1842,75,CB,72,30,85,66,69,72,76,61,64,61,64,61,45,10,7,6,6,5,68,78,78,65,62,70,56,76,73,64,72,74,90,74,72,74,44
1843,75,LB,78,29,67,72,63,76,73,64,77,67,75,46,47,6,7,15,14,11,60,68,73,62,53,68,48,72,74,60,75,77,86,73,77,62,45
1844,75,CDM,54,26,75,50,57,50,77,72,64,66,64,45,55,10,14,12,15,11,78,69,78,77,73,58,60,73,80,77,76,55,78,76,84,79,60
1845,75,ST,51,30,78,49,78,37,73,67,27,51,65,76,47,8,7,12,9,16,82,30,42,49,62,15,83,75,64,85,23,58,63,28,90,55,77
1846,75,RM,90,26,46,83,72,75,74,44,73,72,77,72,74,12,13,11,10,7,58,48,76,63,73,36,65,72,70,78,35,84,72,31,65,70,62
1847,75,RM,83,27,35,76,70,66,69,35,75,74,70,69,58,10,10,12,15,14,50,40,50,72,76,36,53,76,73,82,35,86,83,33,73,68,59
1848,75,CB,38,29,81,54,36,45,67,67,39,73,51,56,72,6,13,13,16,15,71,76,65,80,49,74,69,68,74,81,67,35,75,78,81,53,44
1849,75,LB,85,26,76,83,63,84,72,73,71,57,72,45,60,12,10,11,15,6,56,73,72,70,58,70,60,72,71,72,74,79,81,74,59,66,59
1850,75,ST,67,27,59,70,80,59,73,71,58,74,68,80,80,12,12,16,13,12,68,32,56,57,76,25,80,80,69,70,30,63,75,30,68,66,77
1851,75,LM,77,29,77,84,77,83,76,67,66,75,75,72,65,11,9,9,12,8,66,58,48,67,70,52,66,75,74,74,46,77,84,63,59,69,76
1852,75,GK,56,28,45,45,20,40,33,58,20,18,16,23,19,75,74,69,76,76,17,30,76,32,25,19,20,68,41,30,14,43,44,19,70,49,24
1853,75,RB,69,28,76,76,69,61,76,72,76,70,75,57,58,10,15,8,9,13,70,68,73,76,69,70,58,73,75,73,74,75,85,77,72,70,60
1854,75,LM,78,28,73,75,69,65,74,61,69,68,75,71,49,13,7,15,7,15,77,49,91,64,67,17,61,73,72,76,22,87,79,24,78,73,60
1855,75,CB,76,26,82,67,24,64,62,70,46,36,54,26,36,13,9,8,14,10,76,79,85,63,31,72,38,72,65,42,71,75,74,73,79,44,45
1856,75,CM,68,27,83,65,61,73,75,79,65,69,72,64,58,9,15,8,10,9,69,76,72,75,69,70,57,74,78,72,66,68,85,72,77,73,59
1857,75,LB,85,28,71,77,67,76,71,65,76,75,73,54,70,9,11,16,14,6,68,65,76,66,60,72,70,74,70,62,71,85,83,71,62,59,59
1858,75,LW,88,28,43,90,64,76,78,72,70,75,86,66,64,7,7,11,7,14,33,30,51,61,77,30,64,68,69,75,25,84,72,39,47,68,66
1859,75,CM,66,32,72,74,68,80,79,73,70,74,70,59,78,12,16,7,14,7,72,71,60,79,76,63,74,74,78,80,66,64,56,71,70,78,65
1860,75,LB,79,28,69,76,69,73,75,72,77,74,74,63,75,15,13,14,11,6,68,70,76,74,78,75,73,72,75,83,77,74,79,72,72,75,71
1861,75,CB,34,30,75,32,32,33,42,67,47,36,38,23,27,9,13,7,13,12,79,76,54,70,36,77,44,65,72,66,68,53,61,78,90,41,26
1862,75,ST,93,29,38,93,83,95,76,78,73,79,79,75,70,3,3,3,3,3,49,14,73,59,65,18,76,80,73,68,22,91,77,22,52,74,77
1863,75,ST,87,26,59,84,74,68,74,74,46,78,74,73,60,14,6,8,6,9,73,24,74,47,68,19,81,74,65,73,21,85,71,29,80,57,74
1864,75,CM,78,30,80,76,68,82,74,73,70,68,68,46,68,10,12,8,7,14,59,78,68,75,68,69,64,74,76,76,74,74,89,76,68,72,62
1865,75,RM,70,27,42,71,76,55,77,66,75,69,75,76,65,8,13,10,16,10,74,54,73,70,71,33,68,73,72,72,19,69,70,30,75,72,70
1866,75,LM,89,26,82,83,69,83,73,65,74,66,73,55,57,10,16,7,15,14,47,69,83,69,68,52,36,74,74,85,69,87,86,72,72,69,77
1867,75,LM,84,28,48,81,76,77,77,63,73,69,78,73,70,16,6,12,14,9,58,22,56,63,68,19,60,70,71,73,20,85,60,26,56,67,67
1868,75,CB,67,28,75,55,49,53,62,72,69,59,60,30,38,6,15,12,10,6,78,75,75,64,60,70,39,68,69,70,76,77,75,75,84,47,32
1869,75,RM,90,26,55,81,67,71,74,63,77,65,76,68,48,14,16,16,10,10,50,28,51,65,74,29,61,66,66,80,35,88,74,40,78,68,45
1870,75,LB,83,28,77,77,72,79,73,68,77,81,75,61,77,16,14,6,13,14,53,71,71,73,83,71,63,74,72,85,75,78,82,76,75,66,71
1871,75,CAM,70,28,33,74,77,72,76,76,72,74,74,71,70,9,16,11,13,8,62,18,67,68,74,14,68,76,74,73,24,68,47,29,57,75,75
1872,75,CM,60,26,63,76,66,68,79,74,74,76,77,62,80,14,11,10,11,6,71,59,65,80,79,49,73,74,79,82,51,55,58,58,71,77,72
1873,75,GK,39,30,29,47,14,43,21,33,19,16,12,13,14,76,68,72,76,77,12,21,72,22,19,19,14,69,27,18,11,47,28,13,67,21,19
1874,75,CB,64,26,78,58,30,66,62,66,32,41,52,28,70,11,12,16,16,8,76,76,76,65,62,76,64,69,60,75,77,64,60,78,74,48,27
1875,75,LB,75,30,77,76,69,72,78,80,80,73,74,68,78,9,12,10,9,13,75,74,73,77,76,64,85,78,76,69,63,80,83,69,59,77,53
1876,75,CDM,78,28,80,76,70,76,70,73,69,74,71,57,63,9,13,9,10,9,68,74,70,72,70,69,62,71,79,74,70,76,87,72,69,70,67
1877,75,CAM,84,32,69,82,67,90,79,76,73,79,77,59,80,16,9,15,9,14,45,43,34,75,68,13,69,74,73,73,24,79,69,19,55,75,55
1878,75,RB,76,28,68,71,54,71,68,69,71,43,64,45,28,12,10,9,9,11,70,73,73,66,52,71,47,70,73,68,79,75,74,78,68,59,52
1879,75,ST,69,29,74,66,77,64,72,74,48,59,68,76,55,7,9,8,15,9,80,48,76,55,62,35,70,74,66,80,32,69,69,36,79,62,74
1880,75,CB,59,29,63,62,65,63,74,70,61,80,69,41,74,6,15,10,7,6,73,70,82,78,74,79,66,73,79,75,75,55,69,76,75,74,42
1881,75,RB,68,27,74,66,64,63,67,73,73,43,64,46,34,8,7,7,10,11,75,77,66,69,63,77,40,73,70,68,77,69,77,78,78,68,33
1882,75,RB,77,30,68,76,64,74,76,68,74,52,76,50,58,7,6,14,7,14,80,72,84,68,39,70,51,71,74,60,73,76,82,74,67,59,49
1883,75,LB,89,26,73,77,74,78,71,65,62,38,74,61,61,9,15,7,8,6,64,67,86,74,64,67,46,76,73,70,75,88,85,76,65,64,53
1884,75,CB,69,28,72,72,44,71,63,73,54,47,60,33,44,11,12,12,14,13,73,72,83,61,31,76,52,67,69,36,76,73,65,77,77,49,27
1885,75,CAM,84,27,23,76,74,78,72,78,76,70,77,75,72,15,7,16,13,16,38,21,86,71,78,13,79,73,72,81,19,80,64,22,71,74,77
1886,75,LB,79,28,74,74,69,65,70,71,69,64,72,55,53,11,9,7,9,12,64,69,71,66,64,74,49,73,69,75,73,86,88,76,72,66,65
1887,75,CM,69,27,84,76,68,76,73,71,62,64,72,70,70,7,7,11,10,8,49,71,70,75,75,56,68,71,80,76,58,69,77,70,74,75,63
1888,75,CM,66,27,84,69,66,52,75,74,67,60,72,62,50,14,10,10,12,8,70,77,66,74,67,68,59,73,76,76,69,69,82,77,79,70,68
1889,75,RB,77,28,77,78,70,77,75,73,78,75,75,68,73,13,9,7,15,7,71,73,70,75,74,71,63,68,77,83,70,78,80,72,69,67,69
1890,75,RM,85,29,45,81,70,81,77,60,74,66,79,64,73,13,14,12,10,11,59,39,67,67,71,36,69,71,71,72,25,80,74,30,58,72,62
1891,75,LW,77,27,72,84,69,82,78,47,77,77,84,63,75,10,11,9,8,14,52,33,80,64,73,29,66,70,73,81,27,85,65,26,77,64,67
1892,75,CB,50,28,70,59,58,44,67,76,51,63,56,35,43,15,13,15,8,11,73,72,85,78,53,76,40,71,63,57,72,52,70,76,84,62,45
1893,75,CB,62,28,77,69,41,54,55,54,33,46,41,31,37,14,10,12,8,8,79,74,85,62,37,69,53,60,61,65,86,62,64,77,78,41,35
1894,75,ST,78,26,60,75,75,64,76,67,58,76,74,75,63,14,10,15,15,6,74,32,85,48,66,28,74,78,61,74,28,76,66,33,64,60,72
1895,75,CB,69,26,84,62,46,57,65,72,47,30,48,34,26,16,9,9,14,13,76,70,73,69,30,70,27,66,73,61,71,72,76,76,84,64,40
1896,75,CM,64,26,73,73,70,62,75,71,68,66,72,69,47,9,10,15,11,12,78,75,78,72,75,72,57,74,75,77,66,64,79,73,75,74,66
1897,75,CM,64,30,88,74,64,74,75,75,72,60,69,58,55,6,15,11,13,10,67,76,73,72,75,75,58,75,76,77,70,62,80,75,69,74,67
1898,75,CDM,63,32,88,62,69,63,71,72,67,62,67,62,59,16,11,13,14,8,74,80,71,66,74,78,63,69,70,74,72,61,75,76,79,68,73
1899,75,CB,52,29,63,48,24,32,66,68,45,30,58,22,34,12,15,11,12,15,75,79,74,65,31,76,34,60,65,59,76,54,66,80,82,59,24
1900,75,LB,78,30,85,79,70,85,75,52,77,72,75,62,63,7,13,7,15,6,57,67,65,72,58,76,61,74,75,69,77,79,76,70,58,71,52
1901,75,CB,33,29,80,47,42,45,68,52,40,49,46,27,45,6,13,15,16,14,76,79,46,37,22,74,55,57,42,52,79,45,53,80,88,49,33
1902,75,CDM,48,32,86,48,52,63,69,73,59,59,55,59,75,13,7,15,15,15,71,80,58,66,74,76,72,74,69,81,70,52,78,79,85,67,63
1903,75,LB,76,30,69,78,66,73,71,64,76,73,72,49,74,15,13,13,6,9,43,73,70,68,59,71,58,79,73,67,73,74,84,75,60,60,44
1904,75,ST,28,33,72,44,84,30,74,75,62,77,70,75,76,12,7,6,14,11,82,12,34,66,81,17,78,75,68,88,20,32,50,28,82,66,82
1905,75,GK,59,29,29,42,12,44,24,68,11,12,15,16,15,75,72,71,71,76,14,16,75,33,12,19,43,76,39,32,20,60,31,11,67,57,15
1906,75,LB,59,31,75,56,44,62,74,67,70,56,57,22,58,10,13,8,13,10,65,79,69,59,47,78,36,73,69,56,80,60,75,81,75,56,30
1907,75,CB,53,28,65,50,40,56,66,73,40,32,59,42,22,6,8,13,7,8,76,75,64,60,30,76,65,72,64,55,76,53,80,79,85,64,29
1908,75,LB,63,33,62,56,50,53,60,67,71,69,59,41,47,9,5,4,6,4,77,82,71,62,57,79,48,74,62,70,81,67,69,81,78,38,31
1909,75,RM,82,29,62,73,71,77,80,75,77,79,79,68,74,9,14,7,12,9,59,41,66,67,77,24,76,65,75,72,24,84,44,31,76,68,71
1910,75,RB,67,30,75,69,59,69,70,76,72,61,69,52,55,9,10,8,13,7,66,78,63,73,71,79,42,74,75,69,78,68,73,79,72,66,58
1911,75,CM,66,29,72,69,65,61,75,73,68,72,68,69,76,13,12,9,13,15,66,72,69,77,72,66,73,72,77,77,70,65,78,74,73,74,65
1912,75,CB,68,31,72,67,35,60,62,69,48,59,58,27,27,8,9,7,11,13,70,78,84,56,37,78,37,70,58,62,76,68,68,80,74,34,22
1913,75,CDM,44,32,86,56,68,53,70,68,57,61,65,59,62,12,11,15,6,11,73,80,67,69,60,67,59,73,75,71,61,38,73,81,78,70,51
1914,75,CM,64,29,80,67,74,69,75,72,72,70,71,63,72,10,9,15,12,12,73,73,72,75,66,70,57,74,79,73,71,65,70,73,73,76,59
1915,75,RB,74,29,83,64,53,62,70,55,70,47,63,48,34,7,8,12,16,11,73,73,72,67,39,76,34,65,69,71,76,72,88,75,76,42,52
1916,75,LM,76,28,84,80,82,68,75,68,68,79,70,70,77,8,11,11,8,11,76,53,80,71,77,53,71,76,74,82,45,77,75,55,71,74,80
1917,75,CAM,76,33,87,77,72,90,76,76,71,77,77,70,69,13,14,10,16,9,65,42,74,70,75,29,66,72,76,75,47,73,64,42,50,74,72
1918,75,CAM,72,31,57,73,75,69,75,75,73,58,72,66,57,7,12,16,7,14,58,54,34,76,68,51,63,76,78,70,49,71,73,51,58,78,70
1919,75,ST,68,30,66,71,76,74,73,72,69,69,71,76,73,12,14,14,6,7,74,42,82,64,68,33,78,73,72,73,40,75,76,42,77,69,72
1920,75,GK,51,30,32,48,13,40,20,55,10,13,15,14,12,72,71,74,75,78,14,22,65,32,14,14,22,78,32,22,14,49,31,17,71,35,13
1921,75,ST,78,32,75,76,77,69,69,72,64,60,71,75,42,11,8,11,6,16,80,30,92,51,64,29,74,75,66,75,18,78,79,13,77,59,68
1922,75,CB,63,30,60,60,35,62,55,73,42,30,44,35,48,10,8,12,16,8,77,76,69,60,33,78,53,78,68,59,77,67,65,80,75,37,36
1923,75,LM,73,28,71,72,79,78,76,75,71,55,68,76,34,13,6,9,12,10,76,65,81,71,70,38,39,71,74,69,48,76,87,64,76,69,63
1924,75,LB,78,28,66,70,60,83,74,67,68,69,68,30,34,15,16,14,16,6,63,78,74,70,47,75,44,64,72,46,82,68,74,79,64,64,35
1925,75,CM,69,32,72,83,68,80,79,80,69,76,72,64,80,16,15,11,7,15,56,58,62,73,70,60,74,77,76,76,63,68,76,68,69,76,74
1926,75,CB,65,31,75,66,60,66,75,73,53,56,68,37,44,11,9,14,15,7,77,71,78,72,56,75,41,75,76,68,74,62,68,75,74,69,40
1927,75,CM,64,30,68,63,65,73,74,73,68,61,72,63,68,16,14,7,16,8,59,65,71,76,65,62,67,69,82,67,62,62,80,68,69,76,55
1928,75,CDM,54,30,91,64,58,63,67,72,65,52,59,60,54,8,14,9,7,11,67,79,78,69,46,62,71,74,75,74,72,64,83,78,76,58,42
1929,75,RB,56,30,46,55,53,42,73,48,83,72,64,45,47,11,6,12,13,7,71,78,40,71,61,72,43,69,69,57,80,67,71,76,78,63,41
1930,75,CM,52,32,76,53,66,54,77,76,67,70,77,64,64,7,14,6,7,12,66,72,32,75,71,66,76,70,74,73,60,55,75,72,89,74,61
1931,75,LB,77,31,88,68,64,64,73,83,74,67,69,55,68,6,6,13,15,10,64,76,77,66,69,74,58,75,69,80,73,82,76,72,75,67,59
1932,75,CB,66,29,64,63,44,54,67,75,61,46,51,52,41,7,11,16,9,6,71,76,67,62,57,76,55,77,66,65,78,66,74,78,74,55,46
1933,75,CB,34,34,73,32,20,32,49,73,25,19,45,36,18,8,7,10,10,14,78,79,68,45,22,79,33,60,45,72,74,54,54,78,92,25,35
1934,75,CB,62,31,66,56,44,57,63,67,49,25,51,35,32,12,10,16,14,7,74,79,79,63,32,77,46,72,68,44,76,66,65,74,72,52,26
1935,75,GK,40,30,21,50,14,51,12,48,11,12,8,12,11,74,76,82,76,74,14,22,41,13,10,15,17,61,12,34,13,41,29,18,68,58,10
1936,75,CDM,66,27,71,72,48,81,74,74,65,36,70,45,66,14,12,13,11,12,61,72,90,70,36,70,34,74,75,62,74,68,87,77,74,65,49
1937,75,GK,41,29,29,50,11,43,33,34,11,15,14,14,14,78,71,73,71,79,16,18,61,34,14,13,30,66,33,36,14,44,31,14,60,38,16
1938,75,RB,76,30,79,64,58,81,67,60,68,44,64,27,32,10,15,13,9,11,70,77,79,58,54,75,54,75,64,37,76,72,79,77,72,63,50
1939,75,RM,83,29,58,85,69,80,77,70,78,84,81,63,61,6,13,16,14,10,46,30,67,67,70,27,73,65,74,62,35,78,70,32,56,73,54
1940,75,CB,38,33,75,48,42,68,64,61,60,40,30,25,34,13,15,8,6,13,73,77,63,56,30,79,39,71,66,43,72,49,51,80,72,52,25
1941,75,CAM,76,32,65,72,73,76,76,74,68,79,74,68,77,7,16,11,12,15,62,43,64,75,77,43,62,74,73,73,40,64,67,47,59,75,68
1942,75,GK,59,32,25,56,15,60,24,67,12,11,13,10,13,77,74,72,73,76,12,20,75,32,11,14,22,71,33,23,11,48,31,12,65,59,11
1943,75,LB,82,30,78,63,58,67,66,66,68,52,58,61,46,14,8,15,14,6,70,72,73,69,57,74,58,64,72,53,76,86,81,75,72,56,32
1944,75,CAM,72,33,66,62,76,67,73,82,64,71,81,72,59,12,6,13,8,6,68,39,71,57,55,27,68,81,75,61,39,69,59,50,65,77,58
1945,73,CDM,52,31,83,58,36,69,68,69,48,38,46,25,41,13,8,8,16,15,65,73,66,66,37,72,30,70,71,67,68,53,79,73,77,68,47
1946,75,CDM,66,33,85,72,64,57,68,69,65,52,67,29,55,6,6,9,11,6,68,74,70,69,63,73,60,71,75,62,75,66,84,78,74,70,63
1947,75,CAM,68,30,59,68,74,68,78,68,64,44,74,71,66,8,13,15,15,6,56,58,61,71,74,51,50,73,77,70,47,59,67,54,69,78,43
1948,75,CB,51,35,80,33,35,33,59,73,57,65,56,55,62,14,8,16,10,11,70,78,83,55,41,72,65,74,60,68,70,73,72,75,81,37,53
1949,75,LM,75,31,57,74,74,69,75,71,76,63,75,65,57,15,8,12,9,15,59,56,59,70,67,46,72,72,75,73,27,79,63,52,73,75,65
1950,75,RM,78,29,58,77,74,69,75,76,83,83,80,66,76,15,13,9,10,9,46,42,59,79,75,35,71,73,74,65,38,71,67,46,57,61,66
1951,75,CDM,68,30,75,73,67,65,76,72,77,79,76,40,78,7,10,16,16,6,68,74,71,73,66,75,65,72,75,74,74,73,77,75,76,70,65
1952,75,ST,76,32,65,75,82,78,70,75,54,61,67,81,50,12,13,13,10,6,65,42,70,45,67,19,67,82,63,75,15,74,75,24,65,64,67
1953,75,CM,51,31,82,65,70,75,77,75,90,86,74,72,84,7,11,14,14,8,66,59,70,74,79,64,78,76,76,81,60,55,79,61,67,78,74
1954,75,CF,69,33,64,69,76,72,84,78,78,79,82,62,82,14,7,10,14,11,61,34,52,71,78,24,66,66,79,81,28,66,68,32,62,76,76
1955,75,GK,47,31,20,54,13,38,24,18,12,10,10,13,11,80,70,67,71,80,10,22,69,36,10,13,19,71,35,22,13,51,37,15,57,34,10
1956,75,CB,59,31,75,58,51,61,73,74,73,32,65,25,23,11,10,9,11,7,73,75,67,70,26,76,24,65,73,41,75,64,72,76,80,55,26
1957,75,CAM,75,30,79,78,80,68,77,79,59,67,75,75,38,12,11,8,9,16,76,53,84,63,64,41,79,78,72,74,49,74,82,50,76,74,66
1958,75,CB,67,33,84,63,40,55,58,79,60,56,49,37,47,13,10,7,6,12,65,71,82,65,41,74,56,78,58,71,77,64,73,79,77,46,42
1959,75,CAM,69,30,80,56,65,42,79,66,75,63,76,68,65,7,15,8,7,6,66,55,62,75,71,63,65,79,76,75,60,69,81,64,82,81,65
1960,75,CB,32,32,88,30,29,35,57,66,54,42,45,39,35,16,6,13,7,13,75,72,63,52,42,73,57,68,60,68,81,30,75,74,87,54,54
1961,75,RM,74,35,76,71,71,83,76,65,78,78,75,71,77,6,7,9,16,8,46,65,70,76,73,43,68,66,76,70,50,69,74,58,56,74,55
1962,75,CB,53,32,69,62,47,58,62,57,37,56,48,32,55,3,5,3,3,5,79,71,88,68,57,76,53,63,64,72,75,55,60,79,78,50,36
1963,75,LB,84,32,79,88,75,76,75,74,79,77,74,67,70,12,12,12,6,13,64,67,63,66,63,71,68,70,69,67,75,82,78,74,85,69,52
1964,75,CB,80,30,76,82,69,83,77,80,72,68,74,53,65,10,7,7,11,15,65,82,87,73,67,75,66,76,74,62,74,78,82,76,62,75,61
1965,75,CB,50,31,78,49,34,52,58,68,43,44,39,42,45,16,6,13,6,11,83,70,54,67,50,76,50,72,69,67,75,52,63,77,82,49,25
1966,75,CM,50,32,81,65,74,65,75,75,83,89,74,70,87,7,6,7,9,16,55,66,48,78,84,60,84,75,77,85,67,48,59,68,77,78,71
1967,75,LM,83,30,58,78,71,74,78,75,69,70,82,66,47,16,8,12,11,15,69,34,81,60,79,33,70,71,71,85,21,82,66,28,75,67,67
1968,75,CDM,63,33,83,62,69,72,72,77,63,65,61,58,56,7,12,6,6,7,70,77,70,71,65,73,61,74,74,78,72,57,71,76,75,68,73
1969,75,RM,79,30,72,91,67,75,80,73,74,73,82,66,72,10,9,12,13,6,60,51,57,69,73,34,77,72,72,72,29,77,60,41,57,65,70
1970,75,CB,49,32,79,58,40,46,59,63,47,49,39,38,27,11,10,13,6,13,77,68,73,56,35,76,40,80,73,48,71,49,62,76,81,57,23
1971,75,CB,53,33,82,34,46,37,58,73,53,37,31,49,47,13,6,16,14,10,85,71,71,56,55,75,58,61,58,58,70,45,58,76,90,48,55
1972,75,GK,52,32,32,48,10,36,14,53,12,14,13,14,19,73,71,71,76,75,14,22,71,26,17,12,16,73,34,23,13,51,36,14,72,32,13
1973,75,CDM,60,33,76,66,49,80,73,68,66,58,65,42,62,7,9,8,14,7,66,77,77,73,61,76,57,73,76,68,74,60,75,75,73,64,38
1974,75,CB,56,32,79,68,37,53,59,65,53,52,56,45,61,6,9,13,15,14,77,76,75,68,60,71,75,73,70,63,75,51,77,73,82,42,46
1975,75,CB,54,35,76,34,28,32,53,69,38,48,38,14,32,13,10,15,9,14,76,80,72,60,27,79,29,68,58,27,76,54,54,79,74,46,22
1976,75,RB,76,35,72,74,74,67,77,78,77,71,70,67,55,9,5,9,11,9,74,67,87,72,69,65,57,76,74,75,75,77,79,75,78,58,79
1977,75,CB,34,35,80,29,28,32,44,67,28,25,30,20,23,11,9,9,5,6,78,80,55,52,36,80,54,60,48,70,76,34,34,80,88,24,19
1978,75,CDM,62,31,85,75,68,83,70,72,61,54,70,50,45,8,8,13,14,16,69,75,86,72,68,70,58,76,74,69,74,63,87,75,65,68,61
1979,75,RB,92,32,69,75,59,73,68,74,76,63,64,60,41,12,9,15,12,15,58,74,70,71,55,74,65,72,70,59,73,83,80,72,60,64,58
1980,75,RB,74,34,68,67,53,71,69,77,72,53,58,35,48,13,16,14,16,7,63,75,77,71,44,78,46,72,73,64,78,75,75,75,51,66,61
1981,75,RB,76,36,68,84,64,84,72,69,73,64,63,46,38,9,6,11,13,13,67,74,61,75,46,75,49,79,77,68,73,78,77,70,46,68,48
1982,75,CB,69,34,80,64,55,68,73,72,65,65,64,38,55,8,12,11,7,11,65,73,82,66,59,80,38,76,75,72,76,68,62,74,72,56,46
1983,75,GK,59,32,28,57,12,46,13,26,35,25,14,15,20,73,75,77,72,77,13,18,65,28,22,10,25,72,23,24,15,43,44,11,65,42,21
1984,75,RB,63,34,78,59,59,60,65,81,73,56,54,53,47,10,13,9,6,13,65,78,68,68,47,79,49,77,73,72,82,70,67,79,77,57,48
1985,75,CM,60,32,72,68,68,73,71,82,55,52,60,59,63,15,7,10,9,9,55,79,79,73,58,58,60,82,77,80,74,54,81,79,76,76,53
1986,75,CDM,53,36,77,52,58,53,74,69,66,70,70,54,63,13,15,13,10,12,69,75,73,71,70,68,66,69,75,73,64,58,83,76,86,68,57
1987,75,LM,75,37,67,82,74,84,80,73,72,73,80,72,60,15,13,16,8,10,44,37,78,69,70,47,71,72,68,72,50,76,76,55,50,69,65
1988,75,GK,42,32,37,48,12,47,17,65,12,11,15,11,12,75,70,77,71,78,13,22,63,36,12,13,24,75,38,25,11,43,31,15,62,17,12
1989,75,CM,68,34,68,68,73,58,74,71,64,74,72,69,59,9,10,8,8,15,58,59,71,77,68,59,41,69,80,75,62,68,74,70,75,76,65
1990,75,CAM,61,36,59,71,70,77,81,88,66,75,74,61,83,15,15,13,16,10,47,49,62,78,74,30,82,73,79,74,27,57,44,30,59,80,66
1991,75,GK,48,32,41,33,13,41,21,67,11,19,14,19,14,76,72,67,74,75,14,24,63,30,12,13,11,73,21,22,13,50,34,14,63,42,15
1992,75,GK,43,35,31,31,12,23,23,60,13,11,13,11,12,77,70,60,76,79,10,10,63,24,14,17,22,70,25,21,17,31,41,19,49,45,10
1993,75,CM,68,32,76,62,70,58,75,76,65,49,70,61,59,15,10,14,11,6,69,73,72,76,75,69,51,75,78,79,70,69,78,74,72,73,60
1994,75,ST,55,32,63,58,81,55,76,75,54,70,72,79,56,14,14,10,9,9,78,20,63,48,60,15,73,70,70,76,15,52,53,21,84,65,74
1995,75,GK,29,34,45,56,11,55,35,43,12,13,11,13,12,74,69,78,75,78,13,17,68,29,11,15,12,75,12,12,14,32,43,13,72,49,12
1996,75,CM,69,30,67,68,75,68,76,74,67,68,75,60,74,13,7,11,6,14,64,77,70,73,79,64,68,76,76,85,72,69,77,68,69,72,75
1997,75,ST,67,33,81,76,75,68,73,74,75,64,72,75,56,8,14,7,10,6,74,61,76,61,69,61,72,74,72,73,44,68,91,56,84,69,67
1998,75,CM,55,34,92,68,72,72,74,76,78,70,72,64,75,12,10,11,9,8,63,72,71,74,73,62,73,71,74,72,74,55,87,74,74,74,61
1999,75,CDM,55,34,84,55,55,71,73,68,57,49,60,37,44,12,11,12,8,5,75,81,75,70,71,72,62,70,72,73,75,55,68,79,78,64,50
2000,75,CM,61,37,61,69,70,66,83,71,80,77,77,69,82,14,12,12,7,9,71,67,72,68,74,53,74,69,80,77,68,57,67,58,66,75,81
2001,75,ST,74,37,44,70,75,63,74,72,73,78,71,72,70,11,6,12,10,9,76,33,74,71,73,12,86,64,73,74,16,72,72,15,76,73,77
2002,75,CM,68,32,76,64,68,69,77,75,72,74,74,51,72,7,8,13,8,14,66,75,69,77,76,66,69,70,79,80,68,68,71,72,78,74,64
2003,75,ST,75,33,47,75,73,61,75,72,61,57,75,73,56,10,6,7,12,7,72,28,78,49,70,22,67,71,67,80,26,78,73,43,84,66,71
2004,75,GK,40,32,36,47,10,45,19,59,11,11,16,12,12,77,75,67,70,79,14,17,71,33,13,12,18,70,33,22,12,42,31,12,72,38,11
2005,75,GK,39,36,44,32,15,41,24,46,18,10,11,10,12,74,73,75,74,74,13,23,68,37,12,10,12,73,33,17,16,44,32,13,61,38,12
2006,75,CB,74,35,71,68,53,69,70,56,70,57,62,44,64,16,12,8,16,15,70,73,75,66,58,72,65,65,67,73,80,76,65,72,76,52,33
2007,75,ST,68,33,78,69,81,60,74,72,51,63,68,75,66,4,4,4,4,4,75,28,91,45,62,14,71,76,65,78,18,68,66,26,78,55,85
2008,75,CM,51,35,63,65,68,68,79,71,70,74,75,61,74,6,8,8,7,8,65,59,61,80,64,55,69,74,83,61,53,51,54,61,55,80,63
