,Rating,Preferred,Acceleration,Age,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Attacking_Position,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
3723,72,CB,71.0,20,58.0,72.0,72.0,69.0,57.0,41.0,41.0,66.0,43.0,47.0,8.0,15.0,7.0,14.0,9.0,73.0,72.0,72.0,49.0,39.0,70.0,47.0,46.0,73.0,71.0,56.0,72.0,71.0,65.0,75.0,71.0,52.0,43.0
3724,72,RW,79.0,25,43.0,85.0,91.0,74.0,77.0,64.0,71.0,78.0,65.0,63.0,7.0,7.0,8.0,7.0,16.0,61.0,49.0,78.0,59.0,70.0,22.0,63.0,65.0,68.0,70.0,72.0,22.0,79.0,72.0,23.0,32.0,69.0,73.0
3725,72,LM,83.0,24,84.0,81.0,87.0,68.0,68.0,56.0,49.0,64.0,62.0,73.0,9.0,7.0,13.0,8.0,7.0,63.0,68.0,72.0,74.0,79.0,66.0,62.0,69.0,72.0,70.0,86.0,62.0,88.0,84.0,67.0,78.0,75.0,44.0
3726,72,CAM,74.0,31,43.0,73.0,72.0,74.0,69.0,67.0,68.0,74.0,69.0,68.0,14.0,9.0,9.0,10.0,6.0,38.0,26.0,68.0,69.0,70.0,22.0,64.0,70.0,67.0,71.0,66.0,28.0,72.0,44.0,26.0,58.0,69.0,68.0
3727,72,ST,64.0,24,55.0,63.0,62.0,71.0,65.0,61.0,72.0,64.0,73.0,67.0,6.0,12.0,7.0,12.0,16.0,72.0,29.0,71.0,42.0,66.0,27.0,49.0,74.0,74.0,63.0,74.0,22.0,68.0,66.0,35.0,74.0,53.0,73.0
3728,72,LB,70.0,31,70.0,74.0,83.0,71.0,80.0,68.0,67.0,69.0,48.0,63.0,10.0,7.0,7.0,11.0,15.0,63.0,80.0,74.0,69.0,58.0,73.0,66.0,66.0,70.0,71.0,61.0,69.0,69.0,77.0,69.0,64.0,71.0,58.0
3729,72,RM,72.0,24,72.0,62.0,64.0,70.0,70.0,75.0,70.0,69.0,66.0,52.0,10.0,6.0,7.0,13.0,10.0,62.0,62.0,61.0,65.0,66.0,57.0,55.0,67.0,66.0,70.0,69.0,58.0,73.0,86.0,63.0,76.0,72.0,60.0
3730,72,LM,84.0,26,28.0,78.0,77.0,70.0,63.0,75.0,82.0,75.0,53.0,72.0,15.0,15.0,16.0,8.0,13.0,31.0,41.0,58.0,57.0,63.0,50.0,70.0,65.0,70.0,67.0,73.0,34.0,78.0,73.0,31.0,49.0,71.0,63.0
3731,72,RDM,66.0,30,64.0,68.0,61.0,71.0,72.0,61.0,61.0,67.0,61.0,59.0,9.0,11.0,6.0,8.0,12.0,63.0,70.0,75.0,72.0,64.0,64.0,65.0,60.0,66.0,76.0,67.0,72.0,60.0,71.0,72.0,75.0,67.0,41.0
3732,72,RM,79.0,28,48.0,82.0,73.0,73.0,64.0,68.0,61.0,75.0,65.0,70.0,8.0,7.0,6.0,7.0,9.0,50.0,39.0,58.0,66.0,52.0,40.0,66.0,68.0,63.0,72.0,69.0,51.0,83.0,71.0,49.0,64.0,70.0,47.0
3733,72,RB,77.0,28,68.0,68.0,66.0,67.0,58.0,70.0,48.0,66.0,58.0,52.0,12.0,14.0,12.0,9.0,8.0,62.0,75.0,65.0,58.0,54.0,67.0,52.0,69.0,66.0,64.0,67.0,70.0,82.0,70.0,72.0,73.0,58.0,51.0
3734,72,CDM,30.0,37,74.0,43.0,60.0,76.0,81.0,75.0,76.0,68.0,56.0,71.0,7.0,13.0,9.0,7.0,12.0,69.0,68.0,70.0,71.0,69.0,80.0,72.0,58.0,71.0,76.0,74.0,65.0,33.0,47.0,73.0,74.0,68.0,63.0
3735,72,LCB,33.0,33,81.0,31.0,65.0,53.0,69.0,50.0,43.0,45.0,35.0,38.0,7.0,11.0,6.0,6.0,14.0,75.0,72.0,83.0,53.0,27.0,74.0,41.0,17.0,66.0,62.0,52.0,62.0,39.0,47.0,72.0,76.0,41.0,40.0
3736,72,GK,27.0,27,20.0,21.0,21.0,20.0,65.0,14.0,14.0,16.0,15.0,19.0,73.0,67.0,70.0,70.0,74.0,18.0,19.0,34.0,22.0,17.0,12.0,19.0,13.0,68.0,23.0,19.0,18.0,20.0,19.0,15.0,36.0,18.0,16.0
3737,72,CDM,63.0,25,77.0,66.0,65.0,69.0,69.0,59.0,56.0,67.0,47.0,40.0,16.0,8.0,10.0,15.0,9.0,67.0,73.0,68.0,66.0,66.0,67.0,42.0,32.0,70.0,74.0,73.0,70.0,65.0,74.0,74.0,75.0,58.0,43.0
3738,72,LB,87.0,26,64.0,80.0,73.0,70.0,63.0,69.0,68.0,67.0,48.0,65.0,13.0,15.0,14.0,9.0,8.0,53.0,71.0,52.0,66.0,66.0,68.0,62.0,68.0,68.0,71.0,68.0,70.0,84.0,78.0,67.0,58.0,61.0,55.0
3739,72,LB,73.0,26,66.0,72.0,67.0,71.0,65.0,68.0,60.0,67.0,42.0,40.0,11.0,15.0,16.0,9.0,16.0,67.0,69.0,75.0,65.0,50.0,71.0,45.0,66.0,70.0,69.0,66.0,70.0,74.0,76.0,71.0,68.0,61.0,53.0
3740,72,LCB,61.0,29,75.0,32.0,45.0,53.0,64.0,40.0,34.0,50.0,38.0,36.0,12.0,15.0,8.0,15.0,10.0,67.0,68.0,83.0,51.0,40.0,74.0,36.0,42.0,61.0,58.0,60.0,71.0,65.0,73.0,70.0,85.0,53.0,30.0
3741,72,GK,41.0,30,23.0,30.0,53.0,17.0,36.0,14.0,24.0,20.0,15.0,21.0,72.0,70.0,73.0,69.0,74.0,23.0,24.0,72.0,23.0,17.0,15.0,30.0,15.0,71.0,29.0,23.0,16.0,44.0,28.0,12.0,70.0,45.0,19.0
3742,72,RM,89.0,23,36.0,81.0,69.0,70.0,73.0,60.0,51.0,70.0,76.0,79.0,14.0,8.0,15.0,12.0,10.0,65.0,35.0,79.0,69.0,74.0,21.0,61.0,71.0,62.0,63.0,75.0,25.0,90.0,76.0,30.0,78.0,69.0,64.0
3743,72,RDM,75.0,25,91.0,72.0,78.0,74.0,58.0,58.0,41.0,76.0,58.0,50.0,14.0,14.0,13.0,15.0,11.0,60.0,73.0,65.0,68.0,49.0,68.0,53.0,69.0,75.0,70.0,69.0,65.0,73.0,87.0,74.0,69.0,70.0,44.0
3744,72,GK,42.0,34,24.0,44.0,51.0,23.0,35.0,13.0,14.0,15.0,18.0,18.0,72.0,75.0,59.0,69.0,72.0,15.0,24.0,64.0,22.0,16.0,22.0,24.0,19.0,69.0,24.0,22.0,16.0,44.0,25.0,20.0,62.0,51.0,17.0
3745,72,RCB,66.0,22,71.0,65.0,56.0,60.0,68.0,31.0,24.0,51.0,38.0,28.0,10.0,9.0,12.0,11.0,14.0,71.0,69.0,75.0,47.0,29.0,74.0,32.0,28.0,68.0,62.0,48.0,77.0,68.0,72.0,70.0,73.0,46.0,28.0
3746,72,RCB,69.0,25,80.0,67.0,70.0,65.0,65.0,65.0,69.0,57.0,52.0,68.0,9.0,12.0,12.0,11.0,11.0,71.0,67.0,84.0,68.0,67.0,70.0,56.0,49.0,63.0,66.0,72.0,69.0,67.0,63.0,71.0,81.0,55.0,38.0
3747,72,LCB,32.0,28,71.0,58.0,60.0,50.0,53.0,34.0,32.0,49.0,34.0,32.0,7.0,13.0,10.0,9.0,9.0,78.0,65.0,90.0,59.0,40.0,71.0,42.0,33.0,62.0,62.0,56.0,63.0,49.0,71.0,78.0,80.0,32.0,46.0
3748,72,GK,28.0,32,16.0,22.0,44.0,19.0,26.0,13.0,12.0,13.0,12.0,13.0,68.0,69.0,74.0,70.0,75.0,12.0,12.0,52.0,15.0,13.0,16.0,18.0,12.0,75.0,19.0,19.0,22.0,35.0,21.0,23.0,47.0,19.0,11.0
3749,72,LCB,63.0,34,61.0,63.0,69.0,65.0,78.0,63.0,57.0,58.0,28.0,43.0,15.0,12.0,10.0,14.0,9.0,64.0,81.0,66.0,64.0,33.0,83.0,36.0,53.0,66.0,68.0,47.0,71.0,61.0,68.0,73.0,64.0,52.0,27.0
3750,72,CB,68.0,25,72.0,68.0,60.0,60.0,62.0,39.0,44.0,44.0,30.0,39.0,16.0,8.0,15.0,9.0,9.0,73.0,68.0,72.0,46.0,31.0,68.0,42.0,45.0,75.0,65.0,46.0,68.0,70.0,72.0,73.0,81.0,37.0,30.0
3751,72,ST,70.0,24,32.0,69.0,74.0,70.0,68.0,59.0,47.0,72.0,71.0,40.0,14.0,12.0,16.0,9.0,14.0,73.0,31.0,64.0,51.0,58.0,20.0,52.0,75.0,75.0,64.0,67.0,21.0,71.0,70.0,23.0,73.0,55.0,67.0
3752,72,RCB,32.0,34,75.0,47.0,77.0,58.0,71.0,43.0,40.0,44.0,29.0,28.0,13.0,11.0,10.0,12.0,8.0,70.0,72.0,86.0,52.0,48.0,71.0,61.0,26.0,69.0,50.0,59.0,71.0,61.0,77.0,72.0,77.0,39.0,42.0
3753,72,RB,84.0,29,77.0,79.0,75.0,69.0,69.0,68.0,65.0,66.0,40.0,45.0,11.0,14.0,11.0,14.0,15.0,58.0,71.0,82.0,66.0,51.0,68.0,55.0,48.0,77.0,65.0,64.0,71.0,72.0,75.0,73.0,64.0,46.0,40.0
3754,72,RB,70.0,23,71.0,74.0,68.0,64.0,64.0,71.0,43.0,63.0,26.0,29.0,10.0,14.0,9.0,15.0,9.0,56.0,74.0,53.0,67.0,28.0,72.0,37.0,56.0,70.0,73.0,43.0,71.0,71.0,78.0,72.0,62.0,68.0,35.0
3755,72,CAM,69.0,24,52.0,80.0,82.0,73.0,66.0,75.0,84.0,70.0,69.0,85.0,15.0,14.0,12.0,15.0,8.0,54.0,41.0,46.0,73.0,80.0,40.0,67.0,70.0,67.0,72.0,75.0,52.0,58.0,58.0,50.0,59.0,71.0,61.0
3756,72,LWB,74.0,31,45.0,80.0,65.0,74.0,73.0,64.0,69.0,72.0,73.0,59.0,14.0,13.0,12.0,15.0,13.0,49.0,34.0,64.0,62.0,77.0,54.0,51.0,69.0,70.0,68.0,70.0,28.0,76.0,70.0,30.0,66.0,73.0,65.0
3757,72,LB,70.0,28,73.0,65.0,68.0,71.0,71.0,65.0,61.0,70.0,42.0,48.0,15.0,14.0,13.0,11.0,6.0,66.0,72.0,90.0,67.0,40.0,61.0,56.0,68.0,72.0,71.0,63.0,75.0,71.0,78.0,76.0,77.0,57.0,52.0
3758,72,RB,82.0,27,65.0,78.0,72.0,70.0,60.0,68.0,65.0,69.0,58.0,61.0,13.0,16.0,7.0,15.0,13.0,55.0,68.0,68.0,64.0,66.0,69.0,40.0,66.0,68.0,68.0,71.0,69.0,84.0,87.0,69.0,63.0,66.0,62.0
3759,72,RF,79.0,25,42.0,86.0,77.0,78.0,72.0,68.0,72.0,77.0,60.0,66.0,11.0,6.0,7.0,5.0,13.0,47.0,15.0,64.0,64.0,70.0,50.0,64.0,64.0,64.0,72.0,69.0,12.0,85.0,76.0,18.0,62.0,66.0,61.0
3760,72,RM,78.0,23,55.0,77.0,59.0,77.0,68.0,66.0,59.0,81.0,66.0,49.0,8.0,14.0,9.0,13.0,14.0,53.0,47.0,55.0,64.0,55.0,45.0,54.0,64.0,68.0,70.0,63.0,50.0,79.0,70.0,47.0,61.0,67.0,45.0
3761,72,CM,50.0,28,64.0,74.0,72.0,74.0,68.0,72.0,64.0,75.0,66.0,67.0,8.0,13.0,6.0,12.0,8.0,58.0,60.0,53.0,73.0,74.0,49.0,69.0,71.0,72.0,77.0,70.0,55.0,48.0,48.0,58.0,66.0,72.0,74.0
3762,72,ST,77.0,29,44.0,75.0,73.0,71.0,58.0,57.0,55.0,70.0,69.0,34.0,11.0,13.0,10.0,13.0,11.0,77.0,16.0,58.0,63.0,67.0,19.0,70.0,68.0,68.0,67.0,73.0,15.0,77.0,70.0,16.0,74.0,66.0,73.0
3763,72,LCB,31.0,32,76.0,57.0,56.0,59.0,67.0,45.0,44.0,50.0,58.0,41.0,6.0,14.0,6.0,9.0,11.0,76.0,67.0,79.0,68.0,37.0,69.0,36.0,42.0,66.0,70.0,38.0,69.0,32.0,73.0,76.0,82.0,39.0,47.0
3764,72,RB,78.0,25,71.0,63.0,87.0,68.0,60.0,70.0,59.0,64.0,48.0,38.0,6.0,8.0,7.0,15.0,8.0,53.0,74.0,92.0,60.0,55.0,68.0,43.0,43.0,57.0,63.0,50.0,73.0,76.0,85.0,75.0,79.0,57.0,30.0
3765,72,LM,85.0,26,74.0,78.0,76.0,68.0,56.0,72.0,61.0,67.0,70.0,62.0,16.0,12.0,9.0,9.0,14.0,63.0,51.0,65.0,63.0,70.0,52.0,70.0,65.0,68.0,67.0,75.0,63.0,79.0,82.0,59.0,58.0,71.0,57.0
3766,72,LM,85.0,23,46.0,83.0,65.0,72.0,65.0,68.0,55.0,74.0,73.0,55.0,14.0,7.0,10.0,14.0,15.0,63.0,25.0,47.0,48.0,61.0,47.0,61.0,73.0,67.0,63.0,65.0,21.0,83.0,64.0,21.0,65.0,71.0,57.0
3767,72,CAM,78.0,21,70.0,78.0,78.0,78.0,64.0,68.0,77.0,78.0,52.0,68.0,8.0,7.0,9.0,7.0,8.0,54.0,58.0,78.0,74.0,75.0,69.0,65.0,62.0,64.0,78.0,67.0,48.0,70.0,78.0,54.0,53.0,68.0,68.0
3768,72,LB,69.0,28,74.0,64.0,67.0,68.0,63.0,70.0,55.0,65.0,31.0,38.0,8.0,14.0,11.0,15.0,9.0,57.0,79.0,58.0,57.0,35.0,68.0,41.0,54.0,70.0,67.0,51.0,68.0,72.0,77.0,73.0,69.0,37.0,48.0
3769,72,GK,24.0,23,20.0,22.0,24.0,19.0,24.0,20.0,18.0,14.0,12.0,19.0,75.0,66.0,71.0,70.0,75.0,12.0,10.0,51.0,44.0,14.0,13.0,22.0,6.0,68.0,52.0,16.0,15.0,32.0,22.0,14.0,63.0,58.0,17.0
3770,72,CDM,60.0,25,76.0,67.0,71.0,74.0,74.0,56.0,68.0,75.0,67.0,65.0,14.0,14.0,8.0,15.0,10.0,44.0,69.0,58.0,73.0,70.0,69.0,62.0,65.0,71.0,75.0,75.0,62.0,65.0,68.0,68.0,76.0,67.0,60.0
3771,72,CM,77.0,28,63.0,82.0,85.0,72.0,65.0,69.0,75.0,73.0,60.0,72.0,16.0,15.0,10.0,16.0,11.0,39.0,72.0,63.0,70.0,69.0,67.0,49.0,69.0,72.0,73.0,70.0,56.0,75.0,86.0,60.0,56.0,70.0,64.0
3772,72,LCB,59.0,22,82.0,55.0,57.0,53.0,63.0,35.0,35.0,36.0,23.0,34.0,8.0,8.0,8.0,10.0,5.0,65.0,74.0,84.0,56.0,29.0,69.0,56.0,25.0,68.0,64.0,52.0,68.0,59.0,60.0,73.0,75.0,32.0,34.0
3773,72,ST,73.0,27,64.0,72.0,70.0,68.0,59.0,59.0,65.0,69.0,75.0,54.0,7.0,16.0,7.0,9.0,14.0,67.0,33.0,73.0,60.0,73.0,45.0,70.0,74.0,67.0,64.0,75.0,25.0,74.0,66.0,39.0,74.0,60.0,69.0
3774,72,RDM,48.0,26,65.0,50.0,54.0,67.0,74.0,50.0,36.0,65.0,41.0,32.0,15.0,12.0,15.0,15.0,15.0,72.0,70.0,44.0,65.0,39.0,75.0,48.0,67.0,76.0,68.0,59.0,62.0,55.0,87.0,73.0,85.0,64.0,41.0
3775,72,LW,76.0,21,59.0,68.0,61.0,75.0,63.0,68.0,49.0,76.0,70.0,45.0,7.0,5.0,11.0,14.0,9.0,49.0,39.0,63.0,62.0,63.0,32.0,56.0,70.0,67.0,71.0,64.0,38.0,74.0,58.0,37.0,54.0,73.0,67.0
3776,72,CB,70.0,18,76.0,56.0,69.0,73.0,54.0,58.0,52.0,62.0,30.0,43.0,8.0,12.0,8.0,6.0,11.0,68.0,68.0,67.0,75.0,32.0,68.0,63.0,37.0,67.0,74.0,52.0,72.0,70.0,76.0,74.0,72.0,62.0,28.0
3777,72,CB,48.0,27,85.0,34.0,32.0,55.0,65.0,31.0,35.0,41.0,34.0,30.0,11.0,13.0,15.0,8.0,10.0,74.0,66.0,73.0,51.0,33.0,71.0,44.0,36.0,63.0,61.0,56.0,70.0,47.0,64.0,75.0,83.0,42.0,32.0
3778,72,RCM,55.0,26,65.0,64.0,65.0,74.0,72.0,70.0,65.0,75.0,62.0,63.0,13.0,16.0,8.0,12.0,13.0,63.0,64.0,44.0,74.0,66.0,65.0,55.0,65.0,69.0,75.0,72.0,53.0,62.0,75.0,63.0,85.0,72.0,58.0
3779,72,ST,67.0,30,82.0,63.0,71.0,67.0,69.0,58.0,57.0,66.0,71.0,75.0,11.0,6.0,8.0,11.0,15.0,76.0,17.0,81.0,45.0,66.0,24.0,74.0,69.0,74.0,64.0,76.0,38.0,67.0,71.0,34.0,80.0,67.0,74.0
3780,72,LM,87.0,21,59.0,89.0,66.0,68.0,67.0,54.0,59.0,78.0,72.0,47.0,10.0,13.0,13.0,14.0,14.0,36.0,21.0,58.0,62.0,53.0,28.0,44.0,68.0,64.0,68.0,59.0,34.0,90.0,74.0,36.0,60.0,65.0,43.0
3781,72,LB,78.0,26,63.0,77.0,56.0,67.0,68.0,69.0,56.0,62.0,41.0,41.0,15.0,15.0,16.0,8.0,7.0,57.0,72.0,77.0,60.0,53.0,65.0,56.0,61.0,69.0,66.0,61.0,72.0,83.0,85.0,68.0,72.0,64.0,34.0
3782,72,GK,47.0,27,24.0,70.0,58.0,15.0,53.0,11.0,13.0,12.0,12.0,16.0,72.0,74.0,61.0,72.0,71.0,15.0,17.0,73.0,22.0,12.0,14.0,24.0,16.0,66.0,15.0,25.0,13.0,55.0,41.0,14.0,52.0,44.0,14.0
3783,72,CDM,70.0,27,79.0,80.0,76.0,71.0,65.0,52.0,64.0,68.0,58.0,47.0,14.0,9.0,10.0,15.0,14.0,53.0,73.0,77.0,71.0,65.0,70.0,50.0,59.0,70.0,73.0,64.0,67.0,67.0,88.0,75.0,69.0,67.0,42.0
3784,72,RB,57.0,33,85.0,65.0,62.0,70.0,67.0,70.0,66.0,66.0,47.0,33.0,11.0,8.0,9.0,9.0,8.0,69.0,73.0,73.0,64.0,66.0,73.0,56.0,58.0,74.0,70.0,83.0,78.0,50.0,72.0,75.0,76.0,59.0,43.0
3785,72,LB,82.0,34,41.0,68.0,57.0,57.0,63.0,72.0,64.0,61.0,40.0,40.0,10.0,15.0,9.0,9.0,12.0,59.0,67.0,71.0,53.0,48.0,78.0,38.0,40.0,67.0,68.0,55.0,73.0,79.0,86.0,68.0,58.0,40.0,49.0
3786,72,RCB,34.0,38,71.0,60.0,60.0,57.0,70.0,55.0,56.0,52.0,29.0,48.0,9.0,8.0,15.0,16.0,9.0,80.0,70.0,79.0,60.0,56.0,70.0,63.0,26.0,67.0,62.0,66.0,73.0,32.0,55.0,70.0,81.0,55.0,59.0
3787,72,LM,92.0,23,58.0,86.0,79.0,71.0,70.0,66.0,37.0,73.0,70.0,37.0,14.0,12.0,8.0,11.0,6.0,51.0,50.0,78.0,65.0,67.0,37.0,40.0,65.0,67.0,67.0,68.0,46.0,89.0,66.0,51.0,64.0,67.0,58.0
3788,72,ST,69.0,26,92.0,61.0,62.0,67.0,62.0,53.0,55.0,67.0,72.0,35.0,15.0,7.0,14.0,13.0,14.0,80.0,28.0,86.0,25.0,58.0,38.0,62.0,67.0,66.0,63.0,73.0,34.0,77.0,84.0,32.0,85.0,57.0,61.0
3789,72,RCB,67.0,32,68.0,65.0,59.0,56.0,65.0,35.0,31.0,46.0,22.0,25.0,6.0,8.0,8.0,9.0,16.0,66.0,74.0,91.0,52.0,26.0,70.0,39.0,30.0,64.0,54.0,31.0,72.0,68.0,62.0,73.0,83.0,36.0,34.0
3790,72,RCB,65.0,27,69.0,65.0,49.0,60.0,62.0,59.0,52.0,61.0,24.0,47.0,12.0,11.0,6.0,6.0,6.0,72.0,62.0,77.0,58.0,53.0,73.0,48.0,34.0,65.0,60.0,64.0,72.0,69.0,85.0,71.0,93.0,59.0,35.0
3791,72,RB,69.0,30,70.0,63.0,53.0,70.0,75.0,73.0,70.0,69.0,62.0,61.0,10.0,6.0,9.0,16.0,14.0,61.0,68.0,65.0,63.0,67.0,70.0,73.0,69.0,70.0,75.0,74.0,72.0,69.0,78.0,71.0,70.0,68.0,44.0
3792,72,LCM,44.0,34,57.0,55.0,66.0,74.0,70.0,76.0,82.0,70.0,59.0,79.0,14.0,14.0,9.0,13.0,10.0,53.0,55.0,38.0,81.0,78.0,42.0,71.0,66.0,72.0,78.0,79.0,34.0,53.0,56.0,39.0,62.0,78.0,56.0
3793,72,CM,74.0,21,64.0,72.0,76.0,74.0,70.0,65.0,62.0,75.0,50.0,75.0,12.0,8.0,8.0,12.0,8.0,60.0,68.0,59.0,70.0,72.0,62.0,58.0,67.0,66.0,73.0,80.0,68.0,71.0,64.0,72.0,67.0,72.0,38.0
3794,72,CM,70.0,27,87.0,74.0,73.0,70.0,74.0,60.0,64.0,68.0,63.0,49.0,13.0,12.0,10.0,13.0,14.0,42.0,63.0,71.0,71.0,65.0,54.0,66.0,67.0,77.0,70.0,77.0,56.0,71.0,93.0,66.0,71.0,68.0,65.0
3795,72,ST,74.0,26,59.0,79.0,78.0,73.0,65.0,65.0,83.0,74.0,68.0,72.0,14.0,10.0,12.0,16.0,6.0,64.0,32.0,74.0,66.0,72.0,39.0,75.0,72.0,71.0,69.0,77.0,17.0,78.0,67.0,35.0,64.0,67.0,74.0
3796,72,ST,81.0,28,82.0,79.0,78.0,73.0,76.0,59.0,68.0,72.0,71.0,75.0,7.0,13.0,9.0,12.0,9.0,70.0,47.0,87.0,63.0,69.0,38.0,72.0,71.0,68.0,68.0,71.0,33.0,83.0,77.0,36.0,67.0,77.0,66.0
3797,72,CM,61.0,32,72.0,68.0,84.0,74.0,75.0,74.0,75.0,71.0,66.0,74.0,13.0,13.0,14.0,16.0,12.0,46.0,59.0,60.0,74.0,68.0,68.0,73.0,73.0,74.0,75.0,70.0,58.0,58.0,58.0,63.0,64.0,74.0,65.0
3798,72,RCB,48.0,29,70.0,58.0,55.0,59.0,61.0,30.0,30.0,39.0,28.0,22.0,15.0,14.0,8.0,13.0,12.0,72.0,77.0,65.0,55.0,22.0,75.0,40.0,23.0,67.0,58.0,50.0,71.0,53.0,69.0,72.0,75.0,28.0,26.0
3799,72,ST,63.0,28,69.0,61.0,59.0,58.0,68.0,59.0,40.0,64.0,75.0,55.0,13.0,16.0,12.0,12.0,14.0,74.0,25.0,74.0,58.0,64.0,28.0,72.0,80.0,74.0,67.0,74.0,34.0,74.0,85.0,36.0,75.0,64.0,63.0
3800,72,LCB,61.0,32,76.0,62.0,60.0,62.0,71.0,51.0,48.0,47.0,39.0,31.0,16.0,7.0,16.0,14.0,8.0,72.0,73.0,79.0,59.0,51.0,67.0,58.0,40.0,72.0,64.0,65.0,69.0,65.0,76.0,74.0,75.0,52.0,51.0
3801,72,CAM,76.0,23,32.0,85.0,86.0,76.0,70.0,58.0,65.0,78.0,68.0,64.0,14.0,12.0,7.0,12.0,12.0,41.0,17.0,67.0,64.0,73.0,47.0,61.0,63.0,53.0,70.0,76.0,26.0,77.0,70.0,32.0,48.0,70.0,53.0
3802,72,ST,72.0,26,69.0,75.0,70.0,69.0,67.0,25.0,26.0,68.0,72.0,24.0,11.0,13.0,9.0,14.0,14.0,71.0,22.0,72.0,57.0,69.0,20.0,73.0,73.0,69.0,62.0,74.0,20.0,73.0,74.0,19.0,80.0,53.0,71.0
3803,72,LB,71.0,34,71.0,55.0,59.0,61.0,65.0,71.0,51.0,63.0,41.0,52.0,7.0,10.0,13.0,9.0,15.0,67.0,71.0,48.0,61.0,42.0,72.0,53.0,61.0,72.0,72.0,44.0,71.0,77.0,70.0,71.0,72.0,49.0,46.0
3804,72,RCB,61.0,20,67.0,54.0,74.0,67.0,65.0,32.0,32.0,64.0,26.0,30.0,6.0,14.0,13.0,14.0,8.0,65.0,75.0,71.0,72.0,24.0,73.0,42.0,56.0,67.0,70.0,40.0,73.0,58.0,65.0,75.0,65.0,64.0,29.0
3805,72,ST,72.0,28,53.0,66.0,58.0,68.0,69.0,53.0,53.0,67.0,72.0,44.0,12.0,7.0,14.0,9.0,12.0,75.0,41.0,81.0,49.0,62.0,47.0,63.0,75.0,73.0,67.0,65.0,47.0,77.0,69.0,32.0,74.0,63.0,62.0
3806,72,ST,79.0,24,43.0,76.0,66.0,72.0,61.0,60.0,65.0,68.0,71.0,45.0,8.0,9.0,11.0,8.0,15.0,73.0,35.0,66.0,60.0,64.0,38.0,83.0,72.0,59.0,64.0,73.0,47.0,79.0,73.0,43.0,77.0,58.0,62.0
3807,72,CM,64.0,28,83.0,68.0,65.0,68.0,69.0,70.0,70.0,67.0,53.0,53.0,10.0,7.0,12.0,13.0,8.0,61.0,68.0,68.0,75.0,64.0,70.0,61.0,65.0,70.0,72.0,71.0,62.0,62.0,78.0,68.0,68.0,70.0,51.0
3808,72,LM,90.0,23,43.0,79.0,90.0,74.0,67.0,71.0,64.0,77.0,62.0,64.0,13.0,12.0,7.0,11.0,8.0,39.0,34.0,48.0,59.0,46.0,40.0,56.0,60.0,58.0,68.0,60.0,45.0,90.0,69.0,42.0,37.0,62.0,49.0
3809,72,CM,69.0,26,86.0,67.0,64.0,71.0,73.0,66.0,73.0,64.0,61.0,58.0,10.0,10.0,7.0,13.0,10.0,62.0,71.0,83.0,66.0,70.0,66.0,51.0,64.0,63.0,68.0,70.0,71.0,66.0,77.0,72.0,86.0,67.0,62.0
3810,72,LB,71.0,26,82.0,66.0,66.0,61.0,62.0,67.0,61.0,56.0,41.0,71.0,10.0,9.0,13.0,7.0,8.0,67.0,77.0,53.0,71.0,52.0,69.0,72.0,51.0,66.0,72.0,63.0,72.0,72.0,78.0,73.0,70.0,66.0,52.0
3811,72,LW,79.0,24,45.0,82.0,80.0,74.0,76.0,68.0,74.0,75.0,64.0,66.0,16.0,12.0,13.0,13.0,15.0,43.0,26.0,41.0,59.0,74.0,27.0,67.0,70.0,73.0,65.0,75.0,29.0,78.0,74.0,35.0,51.0,64.0,54.0
3812,72,ST,78.0,27,33.0,81.0,74.0,75.0,64.0,29.0,49.0,74.0,70.0,29.0,14.0,15.0,7.0,12.0,6.0,74.0,37.0,81.0,50.0,68.0,15.0,69.0,75.0,64.0,72.0,69.0,20.0,79.0,63.0,17.0,62.0,66.0,57.0
3813,72,GK,32.0,34,31.0,44.0,49.0,28.0,58.0,13.0,13.0,8.0,11.0,12.0,72.0,74.0,46.0,76.0,74.0,13.0,23.0,66.0,21.0,12.0,13.0,17.0,15.0,58.0,23.0,13.0,11.0,31.0,30.0,12.0,70.0,30.0,11.0
3814,72,ST,67.0,26,54.0,72.0,65.0,72.0,69.0,51.0,50.0,65.0,74.0,49.0,9.0,10.0,6.0,14.0,7.0,67.0,32.0,69.0,59.0,71.0,32.0,71.0,74.0,74.0,65.0,73.0,19.0,64.0,54.0,19.0,66.0,57.0,71.0
3815,72,RCB,53.0,25,66.0,41.0,36.0,53.0,65.0,30.0,20.0,48.0,14.0,22.0,3.0,3.0,3.0,3.0,3.0,72.0,70.0,77.0,57.0,22.0,74.0,27.0,20.0,59.0,55.0,48.0,68.0,64.0,61.0,75.0,86.0,49.0,20.0
3816,72,RB,82.0,22,82.0,57.0,71.0,68.0,60.0,73.0,63.0,69.0,45.0,45.0,7.0,8.0,11.0,11.0,7.0,54.0,71.0,68.0,72.0,58.0,67.0,54.0,68.0,73.0,71.0,60.0,72.0,76.0,75.0,70.0,68.0,58.0,53.0
