Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Preferred,Rating,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
0,27,72,0,0,0,65,63,0,0,0,0,0,0,0,0,0,0,0,73,0,64,0,73,0,4,70,66,70,0,63,0,80,69,73,59,0
0,25,75,0,0,0,65,71,0,0,0,0,0,0,0,0,0,0,0,78,0,73,0,59,0,4,70,72,70,0,59,0,76,65,67,65,0
0,23,56,0,0,0,70,69,0,0,0,0,0,0,0,0,0,0,0,70,0,69,0,66,0,4,70,66,72,0,70,0,71,70,79,59,0
0,24,69,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,65,0,79,0,61,0,4,70,72,77,0,65,0,78,68,56,57,0
0,22,68,0,0,0,65,59,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,64,0,4,70,67,72,0,69,0,77,70,73,64,0
0,26,71,0,0,0,66,72,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,67,0,4,70,66,71,0,64,0,74,67,63,71,0
0,28,71,0,0,0,68,64,0,0,0,0,0,0,0,0,0,0,0,62,0,64,0,71,0,4,70,70,71,0,68,0,81,72,78,66,0
0,27,78,0,0,0,69,73,0,0,0,0,0,0,0,0,0,0,0,71,0,63,0,67,0,4,70,69,68,0,68,0,75,66,78,55,0
0,30,62,0,0,0,75,67,0,0,0,0,0,0,0,0,0,0,0,65,0,72,0,62,0,4,70,67,76,0,66,0,70,69,58,72,0
0,23,66,0,0,0,76,47,0,0,0,0,0,0,0,0,0,0,0,69,0,67,0,55,0,4,70,64,73,0,72,0,72,73,68,58,0
0,25,74,0,0,0,68,45,0,0,0,0,0,0,0,0,0,0,0,70,0,68,0,69,0,4,70,65,67,0,63,0,74,72,67,61,0
0,25,76,0,0,0,71,62,0,0,0,0,0,0,0,0,0,0,0,64,0,68,0,65,0,4,70,70,71,0,64,0,80,68,65,63,0
0,24,65,0,0,0,71,63,0,0,0,0,0,0,0,0,0,0,0,65,0,67,0,61,0,4,70,64,72,0,71,0,76,74,69,70,0
0,23,70,0,0,0,72,56,0,0,0,0,0,0,0,0,0,0,0,62,0,73,0,62,0,4,70,65,80,0,68,0,59,71,57,72,0
0,26,75,0,0,0,65,59,0,0,0,0,0,0,0,0,0,0,0,70,0,65,0,66,0,4,70,65,69,0,65,0,81,71,77,59,0
0,24,71,0,0,0,65,45,0,0,0,0,0,0,0,0,0,0,0,69,0,70,0,67,0,4,70,73,71,0,62,0,78,69,63,65,0
0,27,73,0,0,0,72,58,0,0,0,0,0,0,0,0,0,0,0,59,0,73,0,66,0,4,70,67,72,0,60,0,82,67,77,69,0
0,24,77,0,0,0,74,70,0,0,0,0,0,0,0,0,0,0,0,68,0,66,0,68,0,4,70,67,71,0,67,0,64,70,75,60,0
0,25,80,0,0,0,65,69,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,70,0,4,70,67,69,0,69,0,83,72,71,54,0
0,24,63,0,0,0,74,68,0,0,0,0,0,0,0,0,0,0,0,70,0,68,0,71,0,4,69,69,72,0,54,0,67,63,64,70,0
0,25,73,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,61,0,4,70,71,63,0,70,0,82,71,65,70,0
0,27,68,0,0,0,69,72,0,0,0,0,0,0,0,0,0,0,0,70,0,75,0,45,0,4,70,67,77,0,61,0,75,66,72,77,0
0,25,71,0,0,0,59,57,0,0,0,0,0,0,0,0,0,0,0,71,0,72,0,66,0,4,70,64,75,0,63,0,64,72,83,55,0
0,29,68,0,0,0,73,54,0,0,0,0,0,0,0,0,0,0,0,60,0,76,0,68,0,4,70,59,80,0,62,0,80,66,69,67,0
0,25,69,0,0,0,73,74,0,0,0,0,0,0,0,0,0,0,0,71,0,64,0,64,0,4,70,74,66,0,61,0,90,65,73,73,0
0,32,87,0,0,0,62,66,0,0,0,0,0,0,0,0,0,0,0,69,0,63,0,70,0,4,70,69,64,0,72,0,81,71,67,62,0
0,27,76,0,0,0,71,76,0,0,0,0,0,0,0,0,0,0,0,69,0,65,0,61,0,4,70,69,69,0,66,0,71,71,86,64,0
0,31,71,0,0,0,70,69,0,0,0,0,0,0,0,0,0,0,0,72,0,73,0,60,0,4,70,78,75,0,59,0,72,67,35,67,0
0,28,69,0,0,0,65,71,0,0,0,0,0,0,0,0,0,0,0,73,0,63,0,70,0,4,70,67,67,0,67,0,75,72,88,65,0
0,26,75,0,0,0,68,74,0,0,0,0,0,0,0,0,0,0,0,69,0,66,0,64,0,4,70,68,70,0,62,0,82,68,75,65,0
0,28,72,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,69,0,68,0,67,0,4,70,74,73,0,68,0,53,74,76,52,0
0,27,74,0,0,0,73,68,0,0,0,0,0,0,0,0,0,0,0,70,0,67,0,58,0,4,70,72,69,0,65,0,82,69,74,64,0
0,25,67,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0,65,0,67,0,67,0,4,70,67,74,0,59,0,90,64,70,63,0
0,28,68,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,70,0,69,0,66,0,4,70,69,71,0,63,0,72,66,74,64,0
0,27,79,0,0,0,65,73,0,0,0,0,0,0,0,0,0,0,0,68,0,65,0,66,0,4,70,72,70,0,64,0,81,71,77,64,0
0,32,79,0,0,0,67,77,0,0,0,0,0,0,0,0,0,0,0,70,0,65,0,67,0,4,70,72,68,0,66,0,77,67,69,59,0
0,29,70,0,0,0,72,70,0,0,0,0,0,0,0,0,0,0,0,67,0,69,0,61,0,4,70,71,70,0,64,0,77,68,73,66,0
0,28,79,0,0,0,63,58,0,0,0,0,0,0,0,0,0,0,0,70,0,65,0,67,0,4,70,63,72,0,65,0,81,69,79,62,0
0,29,68,0,0,0,71,49,0,0,0,0,0,0,0,0,0,0,0,67,0,64,0,72,0,4,70,66,70,0,73,0,73,73,72,66,0
0,31,74,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,71,0,69,0,67,0,4,70,70,73,0,65,0,68,66,73,67,0
0,29,63,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,70,0,4,70,67,68,0,67,0,90,72,70,68,0
0,31,71,0,0,0,63,72,0,0,0,0,0,0,0,0,0,0,0,73,0,64,0,67,0,4,70,68,67,0,70,0,76,73,76,59,0
0,32,78,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,73,0,68,0,75,0,4,70,62,71,0,70,0,50,74,79,54,0
0,32,78,0,0,0,72,64,0,0,0,0,0,0,0,0,0,0,0,60,0,71,0,64,0,4,70,75,74,0,57,0,70,66,75,67,0
0,28,73,0,0,0,69,73,0,0,0,0,0,0,0,0,0,0,0,71,0,74,0,62,0,4,70,68,72,0,59,0,79,65,69,70,0
0,35,71,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,61,0,4,70,74,73,0,67,0,72,68,57,75,0
0,30,83,0,0,0,67,74,0,0,0,0,0,0,0,0,0,0,0,73,0,71,0,56,0,4,70,64,73,0,71,0,46,76,77,62,0
0,33,73,0,0,0,70,69,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,64,0,4,70,73,75,0,52,0,83,62,75,66,0
0,30,71,0,0,0,70,68,0,0,0,0,0,0,0,0,0,0,0,64,0,70,0,62,0,4,70,68,73,0,68,0,80,69,68,58,0
0,31,68,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,67,0,75,0,64,0,4,70,63,76,0,65,0,72,66,69,66,0
0,35,65,0,0,0,73,75,0,0,0,0,0,0,0,0,0,0,0,65,0,70,0,71,0,4,72,68,73,0,69,0,77,73,75,68,0
0,23,64,0,0,0,66,52,0,0,0,0,0,0,0,0,0,0,0,70,0,73,0,64,0,4,70,61,71,0,60,0,78,71,80,72,0
0,36,76,0,0,0,61,77,0,0,0,0,0,0,0,0,0,0,0,68,0,72,0,63,0,4,70,70,75,0,54,0,66,71,76,71,0
0,37,80,0,0,0,68,84,0,0,0,0,0,0,0,0,0,0,0,60,0,82,0,60,0,4,70,63,79,0,58,0,63,69,71,75,0
0,35,80,0,0,0,68,44,0,0,0,0,0,0,0,0,0,0,0,62,0,73,0,68,0,4,70,70,71,0,63,0,72,67,82,70,0
0,37,67,0,0,0,72,74,0,0,0,0,0,0,0,0,0,0,0,66,0,72,0,65,0,4,70,75,74,0,57,0,65,67,66,73,0
0,36,82,0,0,0,67,82,0,0,0,0,0,0,0,0,0,0,0,71,0,70,0,60,0,4,70,66,73,0,59,0,62,72,79,67,0
0,33,72,0,0,0,71,67,0,0,0,0,0,0,0,0,0,0,0,65,0,68,0,63,0,4,70,70,73,0,58,0,83,65,65,71,0
0,35,76,0,0,0,70,78,0,0,0,0,0,0,0,0,0,0,0,70,0,69,0,69,0,4,70,73,72,0,67,0,52,70,70,66,0
0,27,79,0,0,0,66,63,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,67,0,4,69,72,67,0,60,0,78,64,68,60,0
0,25,68,0,0,0,58,74,0,0,0,0,0,0,0,0,0,0,0,66,0,72,0,62,0,4,69,67,72,0,68,0,73,70,72,64,0
0,24,58,0,0,0,71,73,0,0,0,0,0,0,0,0,0,0,0,70,0,66,0,66,0,4,69,73,71,0,56,0,80,72,46,71,0
0,27,85,0,0,0,61,65,0,0,0,0,0,0,0,0,0,0,0,73,0,62,0,56,0,4,69,59,69,0,55,0,79,76,88,59,0
0,20,61,0,0,0,70,69,0,0,0,0,0,0,0,0,0,0,0,70,0,77,0,60,0,4,69,58,71,0,64,0,58,73,65,64,0
0,25,52,0,0,0,61,52,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,67,0,4,69,65,71,0,66,0,74,72,74,71,0
0,29,64,0,0,0,62,51,0,0,0,0,0,0,0,0,0,0,0,74,0,66,0,70,0,4,69,60,71,0,75,0,72,73,71,50,0
0,33,62,0,0,0,75,73,0,0,0,0,0,0,0,0,0,0,0,68,0,70,0,61,0,4,69,80,76,0,51,0,53,62,86,64,0
0,22,71,0,0,0,69,55,0,0,0,0,0,0,0,0,0,0,0,65,0,72,0,67,0,4,69,58,73,0,64,0,73,68,68,65,0
0,19,62,0,0,0,73,66,0,0,0,0,0,0,0,0,0,0,0,64,0,63,0,60,0,4,69,63,75,0,62,0,76,70,69,70,0
0,22,66,0,0,0,70,60,0,0,0,0,0,0,0,0,0,0,0,68,0,69,0,66,0,4,69,63,72,0,67,0,76,67,59,67,0
0,22,59,0,0,0,71,50,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,72,0,4,69,56,72,0,65,0,80,70,58,66,0
0,20,78,0,0,0,71,63,0,0,0,0,0,0,0,0,0,0,0,67,0,67,0,56,0,4,69,68,68,0,67,0,76,70,78,64,0
0,21,63,0,0,0,66,60,0,0,0,0,0,0,0,0,0,0,0,67,0,64,0,73,0,4,69,73,70,0,59,0,78,65,72,58,0
0,28,72,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,66,0,4,69,66,71,0,64,0,80,72,72,58,0
0,20,83,0,0,0,63,66,0,0,0,0,0,0,0,0,0,0,0,70,0,65,0,55,0,4,69,64,72,0,71,0,81,69,66,58,0
0,24,70,0,0,0,73,63,0,0,0,0,0,0,0,0,0,0,0,68,0,67,0,68,0,4,69,59,75,0,63,0,70,62,75,61,0
0,24,64,0,0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,62,0,74,0,63,0,4,69,63,73,0,62,0,75,67,75,66,0
0,23,78,0,0,0,71,61,0,0,0,0,0,0,0,0,0,0,0,66,0,62,0,70,0,4,69,71,68,0,62,0,78,72,62,55,0
0,30,63,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,65,0,67,0,67,0,4,69,68,74,0,58,0,72,67,75,69,0
0,29,88,0,0,0,63,47,0,0,0,0,0,0,0,0,0,0,0,68,0,63,0,64,0,4,69,65,65,0,68,0,76,69,83,55,0
0,29,66,0,0,0,63,60,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,68,0,4,69,68,66,0,67,0,80,66,74,65,0
0,22,74,0,0,0,65,66,0,0,0,0,0,0,0,0,0,0,0,69,0,68,0,65,0,4,69,66,67,0,67,0,81,68,64,70,0
0,28,59,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,63,0,69,0,72,0,4,69,61,71,0,58,0,80,69,79,65,0
0,29,86,0,0,0,66,62,0,0,0,0,0,0,0,0,0,0,0,70,0,67,0,59,0,4,69,61,70,0,62,0,73,66,71,70,0
0,28,77,0,0,0,65,61,0,0,0,0,0,0,0,0,0,0,0,58,0,66,0,72,0,4,69,66,73,0,60,0,91,61,83,62,0
0,29,79,0,0,0,54,65,0,0,0,0,0,0,0,0,0,0,0,64,0,69,0,72,0,4,69,77,73,0,55,0,81,67,62,58,0
0,22,68,0,0,0,63,66,0,0,0,0,0,0,0,0,0,0,0,68,0,72,0,66,0,4,69,60,70,0,57,0,84,67,70,67,0
0,26,74,0,0,0,62,56,0,0,0,0,0,0,0,0,0,0,0,73,0,59,0,65,0,4,69,72,65,0,62,0,82,69,74,64,0
0,26,77,0,0,0,65,68,0,0,0,0,0,0,0,0,0,0,0,72,0,60,0,65,0,4,69,68,61,0,70,0,82,70,85,53,0
0,27,79,0,0,0,64,44,0,0,0,0,0,0,0,0,0,0,0,68,0,64,0,59,0,4,69,72,66,0,68,0,76,71,77,64,0
0,23,59,0,0,0,70,50,0,0,0,0,0,0,0,0,0,0,0,72,0,67,0,65,0,4,69,70,71,0,67,0,71,63,66,59,0
0,23,71,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,69,0,64,0,67,0,4,69,59,70,0,66,0,78,70,78,55,0
0,29,78,0,0,0,57,76,0,0,0,0,0,0,0,0,0,0,0,72,0,61,0,72,0,4,69,70,62,0,69,0,76,70,82,52,0
0,24,80,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,69,0,4,69,69,68,0,67,0,76,67,59,64,0
0,24,72,0,0,0,70,67,0,0,0,0,0,0,0,0,0,0,0,71,0,64,0,57,0,4,69,61,70,0,67,0,71,70,78,69,0
0,32,72,0,0,0,67,57,0,0,0,0,0,0,0,0,0,0,0,61,0,66,0,72,0,4,69,67,72,0,66,0,73,70,62,74,0
0,26,64,0,0,0,69,66,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,67,0,4,69,67,71,0,61,0,72,67,75,69,0
0,25,63,0,0,0,65,61,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,69,0,4,69,67,70,0,68,0,71,69,74,66,0
0,27,68,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,71,0,67,0,68,0,4,69,68,69,0,67,0,72,71,76,50,0
0,24,73,0,0,0,67,62,0,0,0,0,0,0,0,0,0,0,0,69,0,68,0,67,0,4,69,62,70,0,66,0,73,65,61,68,0
0,26,75,0,0,0,64,71,0,0,0,0,0,0,0,0,0,0,0,71,0,64,0,64,0,4,69,64,65,0,59,0,75,73,90,58,0
0,28,71,0,0,0,71,65,0,0,0,0,0,0,0,0,0,0,0,62,0,65,0,68,0,4,69,72,76,0,55,0,85,63,60,64,0
0,26,73,0,0,0,68,65,0,0,0,0,0,0,0,0,0,0,0,67,0,62,0,65,0,4,69,69,64,0,63,0,86,67,79,58,0
0,24,61,0,0,0,68,64,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,64,0,4,69,62,73,0,63,0,69,64,62,73,0
0,24,76,0,0,0,67,52,0,0,0,0,0,0,0,0,0,0,0,69,0,58,0,69,0,4,69,72,68,0,63,0,73,67,84,63,0
0,22,74,0,0,0,68,58,0,0,0,0,0,0,0,0,0,0,0,67,0,61,0,63,0,4,69,64,69,0,65,0,76,69,78,65,0
0,22,80,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,64,0,66,0,62,0,4,69,58,74,0,68,0,74,70,65,66,0
0,24,69,0,0,0,67,74,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,64,0,4,69,65,73,0,65,0,78,66,56,64,0
0,25,55,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,75,0,68,0,61,0,4,69,63,69,0,64,0,74,69,74,67,0
0,26,70,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,0,63,0,74,0,60,0,4,68,61,66,0,61,0,83,57,75,73,0
0,27,76,0,0,0,63,72,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,55,0,4,69,64,70,0,76,0,72,71,75,63,0
0,26,72,0,0,0,67,66,0,0,0,0,0,0,0,0,0,0,0,67,0,68,0,64,0,4,69,66,70,0,62,0,85,65,71,64,0
0,23,61,0,0,0,67,54,0,0,0,0,0,0,0,0,0,0,0,66,0,65,0,64,0,4,69,70,67,0,74,0,77,71,68,72,0
0,25,77,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,63,0,4,69,65,68,0,64,0,80,66,80,62,0
0,28,75,0,0,0,63,73,0,0,0,0,0,0,0,0,0,0,0,68,0,66,0,62,0,4,69,65,71,0,59,0,74,70,84,61,0
0,29,64,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,61,0,4,69,65,73,0,59,0,80,65,74,68,0
0,25,74,0,0,0,65,63,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,58,0,4,69,66,69,0,64,0,79,67,71,67,0
0,25,79,0,0,0,61,63,0,0,0,0,0,0,0,0,0,0,0,71,0,67,0,69,0,4,69,68,69,0,69,0,79,64,63,54,0
0,24,51,0,0,0,75,76,0,0,0,0,0,0,0,0,0,0,0,59,0,72,0,66,0,4,69,67,76,0,64,0,70,68,53,76,0
0,27,85,0,0,0,67,65,0,0,0,0,0,0,0,0,0,0,0,63,0,62,0,60,0,4,68,61,69,0,59,0,81,68,88,65,0
0,26,66,0,0,0,67,68,0,0,0,0,0,0,0,0,0,0,0,70,0,69,0,62,0,4,69,63,66,0,60,0,89,63,75,69,0
0,32,70,0,0,0,69,64,0,0,0,0,0,0,0,0,0,0,0,68,0,59,0,66,0,4,69,71,68,0,70,0,74,67,71,66,0
0,24,66,0,0,0,70,51,0,0,0,0,0,0,0,0,0,0,0,65,0,60,0,67,0,4,69,63,72,0,68,0,78,71,71,60,0
0,28,83,0,0,0,56,62,0,0,0,0,0,0,0,0,0,0,0,70,0,62,0,51,0,4,69,57,71,0,67,0,87,76,76,64,0
0,26,76,0,0,0,69,72,0,0,0,0,0,0,0,0,0,0,0,69,0,66,0,64,0,4,69,67,70,0,62,0,73,65,74,66,0
0,28,62,0,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,68,0,73,0,60,0,4,69,65,74,0,63,0,71,69,65,65,0
0,25,84,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,69,0,63,0,66,0,4,69,66,66,0,68,0,90,67,71,56,0
0,28,64,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,70,0,74,0,71,0,4,69,59,77,0,68,0,61,59,59,71,0
0,31,86,0,0,0,67,74,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,61,0,4,69,72,68,0,64,0,80,67,71,63,0
0,27,74,0,0,0,67,63,0,0,0,0,0,0,0,0,0,0,0,65,0,64,0,63,0,4,69,69,70,0,66,0,82,70,77,62,0
0,27,78,0,0,0,68,51,0,0,0,0,0,0,0,0,0,0,0,68,0,67,0,66,0,4,69,65,69,0,67,0,74,67,68,69,0
0,27,78,0,0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,71,0,66,0,61,0,4,69,67,70,0,66,0,72,68,74,63,0
0,25,81,0,0,0,66,65,0,0,0,0,0,0,0,0,0,0,0,69,0,65,0,63,0,4,69,70,68,0,66,0,70,67,64,70,0
0,30,62,0,0,0,62,66,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,66,0,4,69,70,70,0,61,0,86,62,70,68,0
0,29,56,0,0,0,75,63,0,0,0,0,0,0,0,0,0,0,0,64,0,74,0,63,0,4,69,68,77,0,61,0,61,64,63,72,0
0,28,64,0,0,0,69,63,0,0,0,0,0,0,0,0,0,0,0,64,0,73,0,61,0,4,69,70,74,0,60,0,75,65,65,65,0
0,31,72,0,0,0,71,83,0,0,0,0,0,0,0,0,0,0,0,65,0,70,0,58,0,4,69,65,70,0,55,0,75,72,78,72,0
0,28,84,0,0,0,66,72,0,0,0,0,0,0,0,0,0,0,0,69,0,72,0,53,0,4,69,71,68,0,63,0,79,67,66,68,0
0,30,77,0,0,0,70,68,0,0,0,0,0,0,0,0,0,0,0,70,0,64,0,66,0,4,69,63,67,0,69,0,75,70,86,47,0
0,29,76,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,62,0,4,69,72,72,0,55,0,84,60,53,73,0
0,34,82,0,0,0,74,56,0,0,0,0,0,0,0,0,0,0,0,67,0,68,0,50,0,4,69,58,72,0,45,0,91,64,75,74,0
0,36,72,0,0,0,71,60,0,0,0,0,0,0,0,0,0,0,0,70,0,66,0,68,0,4,69,72,71,0,62,0,70,65,56,57,0
0,31,85,0,0,0,63,71,0,0,0,0,0,0,0,0,0,0,0,74,0,65,0,68,0,4,69,62,68,0,64,0,70,71,78,50,0
0,32,80,0,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,61,0,4,69,70,67,0,60,0,72,66,74,64,0
0,33,66,0,0,0,61,65,0,0,0,0,0,0,0,0,0,0,0,73,0,69,0,70,0,4,69,69,67,0,68,0,70,67,65,65,0
0,28,83,0,0,0,64,49,0,0,0,0,0,0,0,0,0,0,0,66,0,67,0,53,0,4,69,68,72,0,64,0,81,72,72,59,0
0,29,82,0,0,0,64,69,0,0,0,0,0,0,0,0,0,0,0,68,0,63,0,67,0,4,69,63,67,0,66,0,80,69,81,56,0
0,31,76,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,68,0,70,0,58,0,4,69,64,71,0,50,0,70,72,76,69,0
0,31,77,0,0,0,64,68,0,0,0,0,0,0,0,0,0,0,0,74,0,63,0,65,0,4,69,67,67,0,67,0,73,69,69,66,0
0,36,71,0,0,0,66,84,0,0,0,0,0,0,0,0,0,0,0,65,0,79,0,60,0,4,69,62,78,0,65,0,44,69,65,77,0
0,34,75,0,0,0,63,70,0,0,0,0,0,0,0,0,0,0,0,71,0,66,0,70,0,4,69,68,67,0,75,0,65,71,69,62,0
0,36,71,0,0,0,70,67,0,0,0,0,0,0,0,0,0,0,0,65,0,71,0,69,0,4,69,70,73,0,67,0,49,71,65,66,0
0,33,82,0,0,0,64,66,0,0,0,0,0,0,0,0,0,0,0,68,0,59,0,69,0,4,69,66,68,0,66,0,84,70,80,56,0
0,33,65,0,0,0,66,73,0,0,0,0,0,0,0,0,0,0,0,72,0,68,0,67,0,4,69,71,70,0,64,0,69,62,64,70,0
0,31,74,0,0,0,66,76,0,0,0,0,0,0,0,0,0,0,0,70,0,66,0,65,0,4,69,70,63,0,66,0,65,70,81,69,0
0,34,81,0,0,0,65,70,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,70,0,4,69,63,68,0,70,0,67,67,80,58,0
0,33,87,0,0,0,63,64,0,0,0,0,0,0,0,0,0,0,0,67,0,53,0,73,0,4,69,74,62,0,73,0,90,69,64,51,0
0,34,73,0,0,0,70,77,0,0,0,0,0,0,0,0,0,0,0,68,0,70,0,65,0,4,69,67,74,0,64,0,47,69,57,73,0
0,35,76,0,0,0,66,65,0,0,0,0,0,0,0,0,0,0,0,66,0,65,0,67,0,4,67,63,64,0,67,0,56,70,85,61,0
0,25,75,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,68,0,66,0,62,0,4,68,64,70,0,60,0,75,70,86,44,0
0,25,66,0,0,0,71,53,0,0,0,0,0,0,0,0,0,0,0,59,0,65,0,59,0,4,68,62,69,0,74,0,85,72,76,62,0
0,19,64,0,0,0,66,48,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,55,0,4,68,59,72,0,57,0,75,68,73,66,0
0,29,68,0,0,0,69,65,0,0,0,0,0,0,0,0,0,0,0,67,0,72,0,58,0,4,68,66,74,0,59,0,70,63,73,66,0
0,18,68,0,0,0,70,69,0,0,0,0,0,0,0,0,0,0,0,64,0,68,0,60,0,4,68,63,72,0,63,0,73,64,70,65,0
0,22,81,0,0,0,63,41,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,55,0,4,68,65,69,0,59,0,73,71,66,68,0
0,30,59,0,0,0,68,47,0,0,0,0,0,0,0,0,0,0,0,72,0,63,0,68,0,4,68,70,71,0,66,0,70,65,47,59,0
0,25,70,0,0,0,64,59,0,0,0,0,0,0,0,0,0,0,0,63,0,61,0,68,0,4,68,63,75,0,71,0,69,70,62,60,0
0,33,74,0,0,0,67,74,0,0,0,0,0,0,0,0,0,0,0,64,0,68,0,61,0,4,68,62,65,0,59,0,84,71,81,46,0
0,33,62,0,0,0,42,63,0,0,0,0,0,0,0,0,0,0,0,70,0,65,0,74,0,4,68,70,72,0,63,0,67,73,72,62,0
0,21,80,0,0,0,60,56,0,0,0,0,0,0,0,0,0,0,0,64,0,56,0,60,0,4,68,55,74,0,67,0,80,81,78,56,0
0,26,80,0,0,0,71,49,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,58,0,4,68,64,69,0,49,0,63,68,81,66,0
0,28,60,0,0,0,60,67,0,0,0,0,0,0,0,0,0,0,0,78,0,60,0,65,0,4,68,69,64,0,60,0,81,63,73,67,0
0,21,76,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,60,0,65,0,60,0,4,68,68,73,0,57,0,85,63,75,61,0
0,24,67,0,0,0,66,60,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,65,0,4,68,58,67,0,58,0,74,68,81,59,0
0,19,80,0,0,0,65,51,0,0,0,0,0,0,0,0,0,0,0,58,0,71,0,65,0,4,68,73,67,0,55,0,83,69,72,57,0
0,26,75,0,0,0,69,49,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,68,0,4,68,57,70,0,64,0,64,66,82,51,0
0,30,72,0,0,0,63,53,0,0,0,0,0,0,0,0,0,0,0,73,0,65,0,63,0,4,68,68,68,0,66,0,57,69,93,54,0
0,27,80,0,0,0,62,55,0,0,0,0,0,0,0,0,0,0,0,72,0,61,0,66,0,4,68,64,62,0,68,0,77,71,78,56,0
0,21,72,0,0,0,65,62,0,0,0,0,0,0,0,0,0,0,0,67,0,68,0,59,0,4,68,64,70,0,65,0,73,67,74,58,0
0,23,82,0,0,0,64,60,0,0,0,0,0,0,0,0,0,0,0,57,0,62,0,76,0,4,68,52,65,0,78,0,71,81,72,58,0
0,22,63,0,0,0,65,71,0,0,0,0,0,0,0,0,0,0,0,68,0,65,0,62,0,4,68,70,68,0,67,0,75,68,64,57,0
0,21,73,0,0,0,67,63,0,0,0,0,0,0,0,0,0,0,0,73,0,64,0,65,0,4,68,65,69,0,71,0,63,69,59,53,0
0,21,74,0,0,0,67,62,0,0,0,0,0,0,0,0,0,0,0,66,0,67,0,66,0,4,68,62,69,0,64,0,71,67,74,68,0
0,21,72,0,0,0,67,54,0,0,0,0,0,0,0,0,0,0,0,71,0,58,0,55,0,4,68,66,71,0,63,0,85,67,64,65,0
0,23,70,0,0,0,70,59,0,0,0,0,0,0,0,0,0,0,0,68,0,67,0,52,0,4,68,68,69,0,63,0,74,65,67,67,0
0,24,71,0,0,0,65,54,0,0,0,0,0,0,0,0,0,0,0,69,0,62,0,61,0,4,68,57,69,0,69,0,80,72,75,61,0
