,Rating,Preferred,Acceleration,Age,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Attacking_Position,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
600,79,RM,80,25,54,78,77,80,70,83,73,83,69,69,15,12,8,9,7,34,59,66,76,72,24,66,73,79,77,67,43,78,65,53,67,81,70
601,79,LM,83,28,85,76,68,82,82,79,62,81,70,62,13,13,14,8,15,54,43,77,65,78,21,48,81,78,76,88,14,81,68,24,69,72,64
602,79,LM,83,29,81,80,82,78,69,79,67,69,53,59,10,11,16,10,14,66,78,83,65,62,76,56,66,72,78,75,78,84,83,77,62,57,38
603,79,GK,54,24,26,53,58,22,35,20,16,12,19,16,81,77,70,74,83,14,23,59,32,14,19,25,17,76,41,25,12,52,28,18,80,34,16
604,79,LM,72,27,75,75,77,76,69,81,72,67,42,69,9,15,7,13,14,68,81,73,77,63,75,66,61,74,76,81,81,78,81,76,69,56,47
605,79,CF,78,25,48,83,81,82,81,76,75,82,75,69,13,14,14,15,10,40,46,63,74,68,33,81,76,74,80,64,21,75,81,29,52,80,69
606,79,RW,85,26,67,82,72,80,78,68,74,80,79+1,69,7,16,14,8,8,74+1,35,74,66,73,43,67,83,75,75,77,44,84+1,76,42,65-2,71,71+1
607,79,RB,77,26,76,76,78,77,70,79,78,75,58,80,6,8,7,10,15,70,78,68,74,72,78,67,72,76,76,75,79,77,79,78,67,70,58
608,79,CDM,69,30,86,75,54,77,78,68,68,77,65,70,14,8,9,15,8,77,80,90,78,79,72,71,76,81,78,86,78,69,88,80,90,74,68
609,79,GK,57,26,18,54,42,34,61,17,13,15,12,16,80,76,77,78,82,19,21,57,38,17,16,27,11,75,37,25,16,45,44,18,63,57,19
610,79,CAM,82,25,44,81,79,86,75,72,80,87,72,83,6,14,7,6,12,48,32,63,71,78,23,75,75,75,78,76,35,79,69,35,65,78,74
611,79,RW,65,26,55,70,69,82,69,74,81,80,75,78,15,12,16,13,12,38,46,30,73,76,14,66,72,63,86,61,16,62,39,23,56,83,63
612,79,GK,41,29,25,45,31,17,42,12,15,13,27,17,82,75,73,79,82,18,23,67,25,12,15,22,8,71,29,38,14,46,39,15,78,15,26
613,79,LB,73,29,76,68,68,78,69,81,78,67,41,33,15,10,7,6,11,70,77,78,72,54,79,44,54,73,75,61,80,76,87,81,72,62,50
614,79,ST,63,28,68,67,71,75,77,45,66,72,80,58,10,8,5,7,11,82,38,83,45,76,25,77,83,72,68,83,28,68,73,42,90,65,76
615,79,CB,54,27,76,47,49,63,69,47,40,58,20,42,16,8,7,8,16,83,79,61,49,22,82,50,41,78,57,52,79,55,62,84,78,51,45
616,79,CM,65,26,91,74,81,78,74,60,55,72,41,41,9,9,8,10,15,60,85,80,71,57,77,52,62,74,75,71,80,67,79,80,76,67,43
617,79,ST,72,28,79,59,53,78,75,61,40,72,80,38,7,8,15,10,6,78,28,75,46,73,24,73,81,74,63,85,32,77,66,24,87,65,74
618,79,ST,76,27,52,74,76,79,78,69,66,79,80,71,6,6,15,16,7,74,39,77,61,73,19,71,79,77,71,80,21,76,82,22,76,71,74
619,79,GK,49,28,29,58,50,19,41,12,16,14,15,12,80,77,68,81,80,16,27,74,29,12,12,12,17,67,34,14,15,61,38,22,61,43,14
620,79,CF,90,29,62,70,70,77,80,46,79,79,77,71,12,15,13,6,12,74,29,83,65,75,34,80,77,80,73,79,37,91,78,39,73,74,77
621,79,CDM,73,32,68,77,66,80,72,74,76,77,65,82,15,8,11,15,11,74,78,79,81,79,77,80,74,74,78+2,75,75,73,90,76,71,78+3,63
622,79,RB,84,28,65,80,76,72,73,74-5,49,72,61,46,7,12,10,8,15,69,71,85,76,57,77-2,41,77,76-1,80,67,81,90,93,76-2,68,75,57
623,79,RB,68,28,84,57,60,55,74,40,44,50,42,45,11,15,8,7,8,78,78,88,62,53,80,52,32,74,67,56,79,69,71,79,80,46,51
624,79,LM,76,27,64,88,86,81,76,74,78,81,77,78,14,11,8,15,13,61,34,71,75,80,20,75,75,75,80,81,39,69,75,44,66,77,77
625,79,GK,46,28,32,43,41,22,61,15,11,12,10,10,79,80,70,77,79,13,21,69,22,14,11,24,15,80,25,21,13,50,32,12,55,39,12
626,79,CM,67+2,27,74,70+1,78,79,77,64,72,76+1,60+2,69,12,6,8,9,12,61,76,56,82-1,72+2,70,53,74,79,80+1,77,76,69+2,85+2,79,76+2,78+1,70+1
627,79,CB,64,31,85,63,58,75,85,89,85,78,55,81,16,15,8,16,6,80,80,81,77,80,74,74,69,81,73,91,80,67,75,81,76,76,64
628,79,RM,86,31,76,74,73,82,70,83,82,71,54,56,10,12,12,9,13,66,74,70,73,68,69,61,74,77,76,84,81,79,86,75,69,69,58
629,79,RM,83,27,53,86,76,82,63,78,57,84,68,68,13,7,10,10,8,60,31,71,67,71,25,62,77,78,73,79,31,88,72,32,58,75,68
630,79,CB,61,25,92,53,60,52,68,44,40,40,24,43,11,10,12,9,10,90,65,91,50,58,79,46,35,73,56,68,80,63,62,82,90,44,44
631,79,ST,53,29,88,53,50,74,72,49,55,65,83,54,6,15,8,7,12,88,19,61,42,72,15,64,83,79,54,85,12,65,68,39,90,47,75
632,79,LW,88,28,55,85,91,80,68,79,81,81,76,58,10,8,13,8,10,71,51,76,70,70,36,59,80,75,78,63,38,83,63,35,50,77,72
633,79,CM,49,29,85,59,68,76,79,34,52,66,58,55,6,6,12,9,8,78,82,76,74,67,75,66,42,77,83,63,74,38,75,81,70,69,23
634,79,CB,69,29,70,60,54,59,73,51,51,61,25,36,5,3,5,4,4,77,82,74,67,46,80,39,30,70,68,71,81,70,70,82,82,50,30
635,79,GK,45,31,29,68,40,31,54,15,14,12,14,14,80,72,74,78,82,19,24,74,38,11,15,19,17,81,39,36,18,48,32,15,80,45,13
636,79,CAM,83,30,67,88,76,79,69,80,77,83,74,68,11,14,7,6,13,68,54,56,67,72,47,77,73,74,78,81,55,80,69,65,77,78,73
637,79,CDM,72,28,85,65,73,76,78,64,52,70,50,45,15,8,15,11,12,62,83,73,74,62,74,32,56,78,77,76,73,68,85,77,81,66,56
638,79,CB,61,30,73,49,47,65,76,26,39,62,44,41,16,15,10,7,14,82,79,72,75,30,78,51,39,74,74,76,75,70,74,80,90,43,42
639,79,LB,78,30,75,78,76,77,70,81,82,74,56,80,10,7,10,9,14,57,80,63,76,84,74,61,70,75,73,87,81,82,86,79,69,66,69
640,79,GK,59,29,33,64,54,35,65,15,19,25,14,15,78,80,79,77,79,14,26,79,44,14,18,22,14,77,43,25,11,63,42,14,58,55,13
641,79,CB,38,30,85,30,29,57,68,44,32,30,34,38,11,8,12,15,8,87,74,64,49,32,80,35,37,73,60,47,76,36,65,83,89,46,22
642,79,CB,67,30,75,59,58,74,70,50,37,63,33,45,14,10,16,14,6,82,79,81,78,34,78-2,42,39,78,76,64,79-2,66,43,80-2,78,57,50
643,79,RB,84,29,74,76,74,77,72,79,72,79,70,57,7,7,10,12,15,60,65,69,72,59,70,53,78,80,79,69,73,89,80,75,64,74,66
644,79,ST,78,26,30,84,85,78,74,68,83,77,70,66,5,14,8,14,7,42,29,48,72,70,20,71,77,72,81,76,19,75,67,22,43,81,79
645,79,CDM,50,29,94,49,52,84,78,61,64,73,72,46,8,6,9,15,16,91,76+2,63,66,68,73+2,64,80,81,81,75,66,50,83,76,92,72,71
646,79,CDM,54,31,89,53,55,74,76,58,53,65,60,32,14,9,13,13,9,87,82,49,72,72,77,66,70,77,75,81,80,58,93,79,83,69,46
647,79,CAM,76,27,78,86,81,79,74,77,74,78,73,57,10,6,12,7,15,76,52,88,71,75,49,71,79,75,77,75,57,75,86,60,71,75,65
648,79,GK,34,28,20,44,50,32,29,11,10,12,10,13,83,71,78,77,84,15,25,75,32,12,10,26,16,70,36,35,12,34,29,13,38,40,12
649,79,CB,67,28,82,57,43,57,71,28,33,43,46,38,13,15,9,10,12,81,79,72,62,53,78,55,42,78,62,72,82,71,74,81,84,44,30
650,79,CB,50,30,83,70,72,73,78,63,66,69,23,47,10,8,8,5,6,65,84,82,72,35,77,61,49,79,77,71,79,41,72,80,71,67,47
651,79,LM,77,29,76,86,91,80,78,85,88,80,68,82,15,9,11,15,8,58,75,66,79,81,68,70,73,76,79,78,63,78,93,66,65,75,82
652,79,LB,77,30,80,79,66,78,81,78,76,80,57,45,15,15,11,8,8,63,75,70,76,66,78,52,65,79,77,60,80,83,87,79,69,73,51
653,79,LM,84,26,45,80,83,80,75,75,75,84,70,61,9,7,8,16,16,69,72,66,70,68,68+2,71,76,76,73,75,70+3,83,87,72,80,71,63
654,79,CM,67,30,70,72,57,79,71,69,72,80,76,59,10,14,11,14,7,65,78,48,73,77,69,61,72,81,83,65,67,68,75,73,74,76,55
655,79,CAM,63,31,53,72,73,78,80,78,80,77+1,79+3,79,15,15,8,10,12,68,36,68,76,84,30,71,83,80,78,85+6,30,62,79,33,63,82,74
656,79,CB,44,33,84,58-2,54,62,69,36,33,58,40,32,7,11,16,10,6,76,81,73,56,29,78,43,40,78,62,29,77,43,66,79,80,55,34
657,79,CM,58,28,68,76,74,81,84,80,83,80,61,81,13,10,13,12,11,65,81,71,87,77,65,39,67,81,84,72,76,50,61,75,71,82,80
658,79,RW,91,30,51,88,76,78,71,75,69,83,72,43,14,5,12,10,13,63,39,65,67,61,13,63,80,75,71,69,15,92,90,29,55,74,70
659,79,ST,87,28,53,88,90,83,76,73,73,79,78,80,6,9,11,7,5,61,28,66,70,78,21,70,75,76,75,80,23,86,66,28,45,70,77
660,79,CB,46,29,87,62,53,54,69,33,34,42,53,24,10,12,7,13,15,83,80,68,69,28,79,48,31,73,63,44,79,51,76,80,89,50,35
661,79,LB,65,29,78,50,57,70,72,52,32,39,28,25,12,16,16,15,8,81,81,80,62,24,78,44,28,78,72,42,82,65,69,81,75,55,46
662,79,GK,50,30,34,52,55,18,55,13,11,15,10,11,79,76,73,77,80,11,20,68,28,14,16,19,10,75,23,20,13,51,34,11,66,46,12
663,79,ST,77,31,62,72,68,82,77,71,54,72,81,55,12,13,12,10,12,73,26,73,51,72,22,70,80,77,76,80,28,77,75,29,79,80,80
664,79,CDM,62,31,78,71,77,82,79,72,77,71,69,77,14,9,16,8,12,67,77,70,78,76,70,78,70,81,81,78,73,63,71,75,68,80,73
665,79,CB,49,33,78,46,60,60,74,30,34,45,23,38,11,8,11,5,6,72,86,76,66,49,86,50,25,74,60,72,82,52,49,84,74,42,22
666,79,CB,42,33,83,45,61,78,83,65,70,59,51,78,14,14,15,14,13,80,80,69,77,69,77,69,43,82,76,77,76,35,43,80,77,56,49
667,79,CB,72,30,75,70,67,69,76,67,45,66,55,48,9,12,12,6,13,70,85,65,67,74,85,57,55,78,71,79,85,72,71,86,75,60,51
668,79,CB,76,30,80,61,54,58,78,44,45,44,46,67,6,10,12,9,8,78,74,77,75,65,78,54,31,76,73,74,78,83,68,83,80,49,65
669,79,CM,69,34,67,76,78,78,73,82,77,77,76,83,10,8,15,16,11,50,75,57,81,68,54,76,82,85,80,81,61,66,67,73,66,86,53
670,79,CM,72,31,46,80,72,81,68,80,80,83,77,78,11,15,7,6,13,47,40,62,79,75,19,66,79,81,82,76,27,69,62,26,56,80,69
671,79,ST,66,31,52,59,58,78,82,61,61,72,80,62,14,11,9,9,13,81,38,73,46,75,39,83,79,76,73,84,35,68,65,32,82,69,79
672,79,CDM,73,27,79,66,70,76,75,63,67,75,64,63,6,10,15,7,16,59,79,66,71,76,74,58,76,75,75,81,67,74,92,76,73,73,59
673,79,CB,32,36,75,32,32,58,81,50,36,50,45,48,14,14,7,10,12,82,81,61,58,45,73,66,30,69,65,68,80,34,50,85,92,48,51
674,79,CB,52,35,80,34,45,49,75,59,51,45,23,43,7,15,11,16,7,78,78,69,79,41,85,45,37,70,74,71,80,52,53,83,85,62,39
675,79,GK,51,31,24,53,45,22,68,19,19,15,13,13,77,72,78,82,83,18,17,62,22,13,17,10,11,67,23,24,13,50,35,13,72,62,10
676,79,CDM,67,33,87,77,75,78,76,67,62,73,63,54,13,7,15,13,12,59,76,70,74,68,80,62,64,75,80,67,73,65,85,81,62,72,60
677,79,RM,81,32,73,78,73,78,74,80,86,74,74,79,8,8,8,11,12,59,42,64,69,75,52,81,77,78,80,73,47,80,82,52,68,80,61
678,79,RW,45,33,57,52,51,82,78,88,81,77,74,76,12,6,7,15,7,75,63,39,83,81,15,84,77,85,85,73,42,51,55,57,61,84,61
679,79,ST,62,31,78,67,60,75,69,50,68,71,80,70,11,6,11,7,13,83,32,81,66,77,36,80,79,75,73,85,32,63,63,34,87,66,80
680,79,GK,44,33,35,58,32,12,52,13,14,12,9,16,75,74,82,81,82,10,23,73,24,12,12,15,14,75,29,19,10,44,37,9,78,63,12
681,79,RB,61,32,89,69,66,75,76,74,68,73,49,66,10,14,15,7,5,75,84,84,64,57,78,64,71,85,72,66,82,61,69,83,78,66,53
682,79,GK,47,31,19,65,42,18,57,15,14,10,12,17,76,69,78,78,87,19,23,75,32,11,11,16,16,74,31,25,12,50,34,10,56,48,16
683,79,GK,44,35,30,39,55,30,56,12,23,12,11,11,80,76,73,78,81,22,19,70,48,14,15,16,7,75,33,23,12,47,44,11,70,47,13
684,79,CAM,76,33,72,77,82,77,76,57,68,78,81,38,16,16,13,8,6,78,40,77,45,73,18,85,82,72,71,80,25,73,75,33,76,72,72
685,79,GK,57,33,23,67,53,35,65,13,12,18,14,14,78,76,72,75,83,17,28,73,35,19,15,41,10,82,39,23,14,58,38,11,65,32,12
686,79,CDM,63,33,67,77,75,80,84,73,62,75,52,70,7,9,7,9,9,52,84,78,82,44,71,62,58,81,85,68,74,51,75,76,67,80,58
687,79,GK,50,36,40,56,53,25,63,15,12,15,15,13,81-2,75,60,77,85-1,14,20,76,19,14,14,41,12,74,23,30,15,52,27,14,64,59,13
688,79,GK,46,32,25,49,43,20,49,13,12,13,14,13,78,77,70,80,80,10,17,69,36,14,12,21,7,80,39,23,13,37,22,12,66,38,18
689,79,GK,34,38,22,52,48,20,66,11,14,12,10,11,80,80,65,82,80,10,25,74,34,13,11,20,10,68,36,21,13,40,28,10,74,34,18
690,79,RM,76,36,74,78,80,83,84,77,81,82,65,70,14,11,6,11,13,46,49,58,76,71,32,74,72,77,83,78,56,71,68,45,56,79,67
691,79,CDM,37,38,49,44,64,86,86,91,92,76,58,93,5,4,1,5,2,39,57,33,87,65,40,84,48,79,88,75,39,30,38,49,58,88,74
692,79,CDM,30,36,80,43,60,76,81,80,78,68,56,78,7,13,9,7,12,74,81,70,74,71,77,72,58,79,83,77,77,33,72,78,76,74,65
693,79,CDM,54,36,87,68,84,81,77,83,83,75,68,83,7,11,7,14,8,43,66,72,87,77,63,85,63,69,86,79,64,42,61,65,65,86,69
694,78,GK,58,25,26,36,50,17,66+4,16,18,15,14,17,78,73,65,77,85,17,20,60,21,13,15,15,11,72,23,24,12,54,27,20,70,39,13
695,78,ST,75,21,76,77,72,78,70,59,69,77,75,33,14,13,7,11,8,77,55,84,58,66,34,80,83,79,67,76,35,85,85,40,74,66,74
696,78,CAM,73,19,44,75,70,79,80,42,67,76,78,70,7,15,13,9,7,69,21,72,54,78,20,74,75,77,68,87,19,79,71,24,77,69,75
697,78,CB,66,22,79,55,76,73,78,48,56,53,41,50,12,9,8,12,11,76,85,75,71,43,73,61,39,80,71,69,85,69,71,74,76,34,55
698,78,LM,93,18,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70
699,78,CM,69,20,86,64,68,73,73,61,36,71,42,45,11,15,16,10,15,73,78,83,73,64,72,48,62,76,77,78,74,69,83,81,84,71,43
700,78,GK,64,21,23,68,53,38,33,15,30,26,12,17,83,77,84,70,77,20,15,80,26,17,16,27,11,76,33,21,14,62,39,18,67,60,13
701,78,CDM,78,21,85,86,88,79,78,73,72,76,66,54,14,9,14,12,8,49,77,62,74,59,75,60,77,76,81,65,71,75,75,77,66,80,63
702,78,CDM,57,24,74,58,52,74,68,44,37,71,73,36,11,13,12,9,7,51,81,64,78,72,76,42,79,79,77,63,78,44,71,80,76,80,32
703,78,CDM,69,22,51,79,91,80,75,62,76,79,65,64,11,8,12,7,11,41,72,72,78,78,75,65,71,72,80,74,70,55,71,82,55,75,73
704,78,ST,74,28,67,69,69,76,71,66,69,71,80,74,9,7,15,12,13,77,43,63,64,76,35,74,77,79,69,84,34,73,82,33,84,70,67
705,78,LM,91,23,60,92,90,79,81,70,70,84,72,50,12,8,9,11,10,48,33,60,63,65,39,56,74,78,74,68,38,88,72,57,41,73,55
706,78,CB,69,20,75,67,74,69,46,30,34,37,22,33,15,12,11,8,8,80,79,80,62,27,80,51,25,76,72,48,81,68,67,79,71,34,33
707,78,RM,86,25,58,84,82,76,75,80,81,76,75,76,11,16,13,13,9,44,52,34,73,73,37,61,76,73,74,68,46,83,77,51,66,77,56
708,78,RB,86,22,83,65,65,75,68,78,60,76,53,60,13,7,14,16,15,69,67,74,74,69,74,52,65,75,72,80,76,87,89,76,70,68,66
709,78,CAM,72,20,76,72,73,83,71,70,69,82,62,61,12,15,16,7,13,37,76,52,78,63,70,55,73,78,79,57,74,65,66,77,60,80,57
710,78,RW,94,21,42,92,76,77,76,74,69,83,72,59,11,10,14,14,10,56,53,75,68,72,25,64,75,75,71,75,25,93,80,27,57,72,71
711,78,CB,54,27,90,59,52,59,75,56,37,52,50,43,10,9,7,13,12,80,77,76,62,60,77,51,43,70,68,67,72,47,75,78,85,39,48
712,78,GK,45,22,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17
713,78,CDM,68,25,72,66,56,79,70,68,60,74,60,58,4,4,4,4,4,60,78,62,76,74,66,56,72,80,80,78,72,68,84,76,76,76,62
714,78,ST,79,21,32,81,75,83,76,67,73,82,80,64,8,14,9,14,13,69,21,75,56,65,21,69,80,74,71,75,15,81,70,20,76,72,67
715,78,CDM,65,25,83,67,67,76,77,58,65,77,65,64,7,7,7,9,9,68,83,74,73,81,73,57,73,78,77,80,75,67,91,81,82,70,64
716,78,LW,93,24,27,90,83,78,73,70,75,83,71,34,13,8,12,7,13,60,37,73,63,77,18,58,75,71,69,80,15,93,84,21,63,72,54
717,78,RW,85,21,30,86,75,81,68,78,64,80,69,63,12,15,9,15,7,39,30,63,61,67,17,57,77,80,77,79,29,81,59,30,54,73,58
718,78,CB,68,23,87,66,51,63,69,38,22,64,43,26,10,14,13,7,15,75,81,85,60,58,76,38,48,73,65,72,76,75,77,78,83,48,51
719,78,ST,91,24,40,91,85,80,77,73,75,83,65,56,9,11,11,12,8,46,43,58,60,64,23,59,78,79,74,71,31,92,64,38,37,75,64
720,78,RM,89,29,58,79,66,77,67,76,78,85,75,71,14,13,13,16,8,54,58,62,63,80,43,68,74,73,71,74,45,88,77,54,53,71,61
721,78,RB,85,25,88,76,86,77,69,77,55,75,56,58,12,13,6,12,11,61,69,77,56,62,69,54,76,73,71,81,82,87,91,76,80,72,52
722,78,GK,48,25,23,55,58,22,49,13,14,19,18,21,80,76,68,77,81,18,29,68,19,17,19,21,18,74,32,19,13,38,37,17,66,44,12
723,78,ST,69,26,58,64,58,76,73,44,46,72,81,64,9,9,8,6,8,78,20,79,38,64,20,64,78,74,64,86,22,76,69,24,90,47,76
724,78,ST,78,27,64,76,66,73,74,61,67,74,80,57,10,14,12,8,11,75,28,88,65,80,25,68,81,75,67,82,27,84,77,27,72,69,71
725,78,ST,61,23,48,72,72,85+1,83,78,75,86,77,74,7,7,16,13,16,63,30,55,81,86,29,69,71,75,80,88,31,63,74,33,75,83,83
726,78,LM,86,24,65,82,77,78,76,77,61,77,64,60,10,12,10,9,8,43,42,65,74,66,53,49,68,70,78,70,57,90,92,53,60,68,49
727,78,RW,82,22,69,75,61,75,70,69,54,77,79,40,15,13,16,11,15,73,28,75,59,69,30,65,80,76,75,77,18,84,74,24,82,71,70
728,78,CDM,75,22,76,61,63,72,65,54,43,65,50,35,7,15,10,15,13,80,79,55,67,55,78,39,62,73,77,66,76,78,82,79,78,72,48
729,78,LM,92,25,42,86,69,79,78,75,75,81,68,59,8,11,7,8,6,55,21,62,65,67,14,68,79,79,73,70,23,91,73,19,59,64,68
730,78,LM,84,22,67,88,92,79,79,79,88,82,73,82,7,8,7,9,12,45,30,61,72,79,21,79,72,73,78,77,26,75,76,31,41,77,73
731,78,CM,79,22,62,82,79,81,80,76,81,79,65,76,12,14,15,8,14,58,68,72,77,79+3,58,66,75,75,78,83+3,62,78,76,66,69,74,78
732,78,CDM,71,23,71,65,63,78,75,64,70,76,55,39,12,6,8,7,9,76,79,65,74,75,70,41,70,78,80,75,76,70,85,78,71,78,69
733,78,LM,88,29,39,85,81,79,75,76,80,80,73,76,14,8,12,12,7,62,34,72,64,74,23,65,77,76,73,76,26,87,79,28,52,74,64
734,78,CAM,70,24,41,75,75,80,72,79,76,81,72,58,12,15,16,9,6,34,40,60,78,66,36,69,74,76,81,63,39,70,66,43,55,77,71
735,78,CB,67,26,71,54,53,65,67,36,33,60,25,29,14,8,11,12,7,77,79,87,49,29,78,45,30,76,69,61,76,68,75,81,83,41,36
736,78,LW,91,28,55,84,87,74,71,78,69,78,77,57,11,8,10,12,6,67,28,56,63,68,33,70,75,72,74,68,45,86,74,42,60,76,66
737,78,RB,89,27,67,83,83,80,75,76,69,80,53,59,7,11,14,8,7,60,74,69,66,75,73,70,74,75,76,85,79,92,93,76,69,63,73
738,78,CB,55,24,76,59,61,67,72,52,24,63,21,28,13,10,15,12,11,76,78,71,70,25,78,35,30,78,74,40,78,62,63,81,80,59,27
739,78,GK,59,26,24,63,47,24,50,20,65,16,14,60,83,69,62,77,82,13,15,72,26,14,17,21,10,75,31,70,12,58,36,10,72,39,20
740,78,LM,89,24,65,76,72,80,77,80,79,83,64,75,13,14,12,12,13,48,32,66,60,69,29,67,73,76,71,77,43,87,74,26,74,72,68
741,78,CM,59,28,90,60,58,75,68,63,58,70,58,73,11,11,8,7,12,78,82,75,69,71,75,66,59,72,75,77,74,60,78,80,86,64,55
742,78,CM,62,24,77,60,67,80,70,68,41,78,70,42,15,12,12,15,14,66,78,71,74,74,70,45,73,73,82,75,73,69,81,79,83,77,67
743,78,CM,64,27,87,61,54,74,77,62,66,69,59,54,7,12,16,15,7,60,80,71,72,65,72,60,67,72,80,66,77,56,91,77,80,71,62
744,78,ST,89,24,66+7,90,90+2,79,74+1,59,68+4,82,79+3,57+5,12,14,14,12,8,72+3,20,90,55,62+2,24,67+11,80+2,74+6,67,77+3,15,89+1,73+3,20,71+3,65,69+4
745,78,CDM,54,23,68,56,49,72,68,73,58,61,51,51,12,10,6,8,10,83,78,65,74,56,76,67,55,76,74,78,77,72,72,79,81,68,53
746,78,RW,84,24,66,85,84,82,75,72,74,79,72,56,14,10,8,13,9,61,53,65,65,80,52,65,79,75,75,76,44,83,79,46,61,74,64
747,78,RM,85,23,69,85,78,83,77,78,69,85,63,52,13,15,10,13,9,65,75,67,68,61,68,58,74,78,79,58,74,84,79,74,66,79,59
748,78,LW,78,26,65,76,74,81,69,80,74,80,74,61,16,7,14,7,8,54,61,75,68,71,52,64,78,75,76,80,54,82,66,57,67,79,68
749,78,CB,71,26,89,65,66,66,70,68,46,44,49,43,15,14,9,13,11,80,78,77,60,47,78,48,61,71,74,62,78,73,77,77,70,35,44
750,78,CB,55,23,70,53,49,59,69,51,48,46,23,32,14,15,7,9,15,79,76,67,70,28,78,41,26,77,75,49,77,68,69,83,84,65,26
751,78,LWB,78,24,67,72,65,77,73,77,64,73,55,48,11,7,6,7,14,66,76,70,68,48,80,54,64,73,75,60,81,74,80,80,73,70,37
752,78,RM,78,28,59,78,78,82,77,78,76,80,58,68,6,7,9,15,5,58,73,66,76,74,58,68,75,76,80,77,68,78,77,68,68,77,67
753,78,CAM,67,22,67,74,79,81,79,88,88,71,61,83,12,12,10,15,15,57,65,68,82,70,55,80,62,74,83,74,62,65,77,65,61,82,51
754,78,RM,87,29,49,94,93,83,76,70,85,88,68,65,11,12,11,15,8,41,44,63,67,77,30,51,71,67,75,68,31,79,77,39,51,74,62
755,78,ST,87,23,69,79,83,80,72,67,72,76,77,63,11,13,14,15,13,52,40,77,64,78,23,65,81,77,77,83,19,79,84,33,74,73,74
756,78,LWB,79,22,75,68,71,76,70,82,77,76,33,29,7,7,9,15,9,64,76,69,68,63,73,40,70,76,76,68,78,84,82,76,81,58,20
757,78,ST,75,26,80,76,51,77,74,69,70,74,75,45,7,11,13,14,10,82,41,70,67,69,29,87,82,79,71,78,28,77,81,36,81,71,80
758,78,ST,56,26,74,63,55,79,80,57,68,73,79,41,7,11,7,9,7,79,61,74,64,72,28,68,79,78,74,79,38,67,92,48,82,58,75
759,78,GK,41,26,36,43,24,21,39,15,10,11,17,14,77,76,74,77,81,14,16,62,32,15,14,19,12,75,33,18,10,45,34,12,68,16,19
760,78,ST,86,22,50,83,65,82,70,67,68,84,70,66,4,6,4,4,4,64,30,69,57,74,16,70,82,70,72,86,20,92,73,24,70,75,72
761,78,LM,73,24,63,81,64,79,75,73,78,80,72,78,16,15,16,13,11,57,32,61,74,77,38,80,76,70,78,74,38,77,71,35,66,76,71
762,78,CDM,62,25,52,76,82,82,82,64,77,77,64,72,10,8,14,10,8,39,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62
763,78,RW,89,28,65,93,92,77,69,73,76,76,74,76,14,7,14,9,6,63,57,77,74,76,59,83,75,74,77,73,49,90,73,52,31,76,68
764,78,RB,77,25,75,68,66,76,71,85,54,74,56,52,10,11,14,13,7,69,69,68,69,57,74,54,55,76,75,66,75,84,84,76,77,64,57
765,78,CAM,77,22,83,76,84,80,81,75,70,77,62,68,12,8,16,12,12,60,73,76,76,75,60,53,67,77,78,80,69,69,85,74,75,77,68
766,78,CM,88,22,49,86,83,78,71,75,73,80,69,59,12,7,8,7,13,65,36,83,75,70,39,64,70,72,82,76,44,82,82,31,61,73,74
767,78,RM,89,23,72,92,89,78,72,73,77,82,65,70,15,11,6,14,16,45,52,72,71,62,54,61,69,76,79,70,55,79,78,55,48,74,66
768,78,CM,59,23,71,76,77,82,81,65,67,77,56,55,7,10,6,14,6,50,69,53,80,67,62,55,74,76,82,74,69,51,62,66,68,82,54
769,78,CM,68,25,80,88,85,74,72,67,65,71,21,62,14,10,14,12,9,55,79,82,78,36,63,58,67,77,82,64,72,53,93,76,65,71,48
770,78,LM,72,25,66,76,67,79,72,82,76,79,77,78,9,13,10,11,8,52,34,58,78,79,46,71,78,73,79,78,26,72,66,33,64,79,72
771,78,LM,73,26,69,83,68,81,77,74,79,80,74,77,14,15,7,7,8,57,32,66,73,76,31,73,75,71,78,77,39,70,67,45,57,77,71
772,78,CDM,58,27,77,52,57,76,67,53,48,64,65,46,9,12,7,11,15,69,78,74,64,64,75,50,59,72,79,77,76,62,81,81,83,68,56
773,78,GK,50,31,33,59,42,19,35,13,11,16,15,11,76+1,75,74,79,79+1,15,26,64,37,12,16,16,13,74,37,14,12,47,42,15,68,35,11
774,78,CDM,58,28,76,67,64,80,72,69,64,70,54,58,8,9,14,15,6,66,80,58,82,72,70,68,62,78,82,72,76,60,80,78,72,78,66
775,78,CB,66,25,69,78,64,73,74,78,67,64,41,49,15,16,9,10,14,83,80,82,73,49,75,35,67,76,76,52,84,69,70,76,74,68,36
776,78,LB,84,27,69,75,75,74,72,78,65,73,60,50,8,8,14,11,10,57,76,59,67,73,75,51,73,81,73,75,73,80,87,77,75,68,55
